"Sample_ID","Case_no","Accession","Host","Sample_type","Preferred_date","Date_source","Barangay","Municipality","Province","Region","Latitude","Longitude","Source","Author","Pubmed","Genome_coverage","redcap_repeat_instance","ngs_runid","duplicate_id","ngs_rundate","ngs_location","ngs_provider","ngs_submission","ngs_platform","primer_scheme","primer_scheme_version","nanopore_platform","ngs_flowcell","illumina_platform","ngs_prep","ngs_barcode","ngs_library","ngs_analysis_type","ngs_merged_from","total_reads","mapped_reads","mean_depth","stdev_depth","median_depth","minimum_reads","maximum_reads","genomecov_depthx1","genomecov_depthx5","genomecov_depthx20","genomecov_depthx100","negative_control_sample","genbank_accession","consensus_coverage","consensus_fasta","ngs_notes","sample_labid","sample_sequenceid","sample_batchid","apha_sub","apha_rv","sample_tissuetype","sample_buffer","country","hmpcr_n405","rtassay","rtqpcr","lateral_flow_test","fat","drit","diagnostic_result","test_centre","diag_notes"
"RADDL4B-24-073","M-81",NA,"Dog",NA,2024-07-20,NA,"Bangbangalon","Boac","Marinduque","MIMIROPA",13.43848981,121.8276107,"speedier",NA,NA,0.9886,"1","RabV_4B_2025_R10_run2","1","18-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28415",NA,"Amplicon","barcode15",NA,"Single run",NA,"34463","32379","1205.165437","1313.484047","661","0","6256","11895","11888","11882","11713","No","NA",98.8602078444519,"RADDL4B-24-073__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-074","M-82",NA,"Dog",NA,2024-11-20,NA,"Caigangan","Buenavista","Marinduque","MIMIROPA",13.26212226,121.9342731,"speedier",NA,NA,0.9889,"1","RabV_4B_2025_R10_run2","1","18-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28415",NA,"Amplicon","barcode16",NA,"Single run",NA,"32222","30526","1092.323081","1229.27763","597","0","6080","11890","11888","11883","11550","No","NA",98.8937311431445,"RADDL4B-24-074__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-076","M-84",NA,"Dog",NA,2024-07-20,NA,"Barangay I","Buenavista","Marinduque","MIMIROPA",13.2559971,121.9418071,"speedier",NA,NA,0.9884,"1","RabV_4B_2025_R10_run2","1","18-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28415",NA,"Amplicon","barcode17",NA,"Single run",NA,"73165","67397","2602.393228","2465.359609","1675.5","0","12636","11892","11888","11887","11882","No","NA",98.8350653704324,"RADDL4B-24-076__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-078","M-86",NA,"Dog",NA,2024-12-20,NA,"Barangay II","Buenavista","Marinduque","MIMIROPA",13.25463205,121.9448458,"speedier",NA,NA,0.9884,"1","RabV_4B_2025_R10_run2","1","18-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28415",NA,"Amplicon","barcode18",NA,"Single run",NA,"70587","64509","2968.320567","2522.782036","1970","0","12116","11895","11889","11887","11882","No","NA",98.8434461951056,"RADDL4B-24-078__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-081","M-88",NA,"Dog",NA,2024-04-15,NA,"Buangan","Torrijos","Marinduque","MIMIROPA",13.31305087,122.0537056,"speedier",NA,NA,0.9882,"1","RabV_4B_2025_R10_run2","1","18-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28415",NA,"Amplicon","barcode19",NA,"Single run",NA,"119526","110331","5162.701978","4046.68374","3803.5","0","19527","11903","11894","11889","11885","No","NA",98.8183037210862,"RADDL4B-24-081__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-099","R-84",NA,"Dog",NA,2024-03-20,NA,"Poctoy","Odiongan","Romblon","MIMIROPA",12.4086736675198,122.002251059774,"speedier",NA,NA,0.9876,"1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28415",NA,"Amplicon","barcode25",NA,"Single run",NA,"33733","31970","1974.942256","1337.350285","1775","0","6623","11899","11894","11892","11673","No","NA",98.7596379483741,"RADDL4B-24-099__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-098","R-83",NA,"Dog",NA,2024-04-30,NA,"Pili","San Fernando","Romblon","MIMIROPA",12.3202302160604,122.59889299915,"speedier",NA,NA,0.9878,"1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28415",NA,"Amplicon","barcode26",NA,"Single run",NA,"33057","30677","1787.839088","1313.196088","1413","0","6160","11896","11893","11891","11878","No","NA",98.7847804223936,"RADDL4B-24-098__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-097","R-82",NA,"Dog",NA,2024-04-26,NA,"Bonlao","Alcantara","Romblon","MIMIROPA",12.3144065613179,122.048142854933,"speedier",NA,NA,0.9878,"1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28415",NA,"Amplicon","barcode27",NA,"Single run",NA,"22322","20671","1036.220583","849.1064428","806","0","4755","11894","11893","11887","11647","No","NA",98.7847804223936,"RADDL4B-24-097__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-096","R-81",NA,"Dog",NA,2024-04-15,NA,"Tumingad","Odiongan","Romblon","MIMIROPA",12.4371876319143,122.042943243506,"speedier",NA,NA,0.9874,"1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28415",NA,"Amplicon","barcode28",NA,"Single run",NA,"42484","40031","2124.292994","1656.414135","1879.5","0","8822","11897","11893","11887","11879","No","NA",98.7428762990278,"RADDL4B-24-096__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-095","R-80",NA,"Dog",NA,2024-03-20,NA,"Malilico","Odiongan","Romblon","MIMIROPA",12.3452844690591,121.972738203729,"speedier",NA,NA,0.9875,"1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28415",NA,"Amplicon","barcode29",NA,"Single run",NA,"67788","63747","3301.729886","2900.49257","2418","0","17283","11894","11894","11893","11882","No","NA",98.751257123701,"RADDL4B-24-095__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-018","M-43",NA,"Dog",NA,2024-02-01,NA,"Barangay IV","Buenavista","Marinduque","MIMIROPA",13.25222414,121.9482043,"speedier",NA,NA,0.9708,"1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28415",NA,"Amplicon","barcode30",NA,"Single run",NA,"177837","165002","6980.366326","5812.939896","4948","0","32742","11899","11700","11690","11679","No","NA",97.0834730137446,"RADDL4B-24-018__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-014","M-35",NA,"Dog",NA,2024-01-29,NA,"Masiga","Gasan","Marinduque","MIMIROPA",13.35871898,121.8255082,"speedier",NA,NA,0.9878,"1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28415",NA,"Amplicon","barcode31",NA,"Single run",NA,"49072","44858","1706.391636","1816.217511","1018","0","10462","11897","11893","11884","11659","No","NA",98.7763995977204,"RADDL4B-24-014__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-138","R-109",NA,"Dog",NA,2024-06-20,NA,"Agutay","Magdiwang","Romblon","MIMIROPA",12.4602661224461,122.448777181916,"speedier",NA,NA,0.9877,"1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28415",NA,"Amplicon","barcode33",NA,"Single run",NA,"44794","42763","2474.174405","1843.791107","2274","0","9859","11920","11896","11893","11881","No","NA",98.7680187730473,"RADDL4B-24-138__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-154","R-111",NA,"Dog",NA,2024-07-15,NA,"Cambajao","Cajidiocan","Romblon","MIMIROPA",12.3683040199771,122.669872643641,"speedier",NA,NA,0.9878,"1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28415",NA,"Amplicon","barcode34",NA,"Single run",NA,"6793","6311","338.9710023","261.2874965","299","0","1594","11891","11886","11870","9782","No","NA",98.7763995977204,"RADDL4B-24-154__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-155","R-110",NA,"Dog",NA,2024-07-11,NA,"Taclobo","San Fernando","Romblon","MIMIROPA",12.3622272502327,122.575373756321,"speedier",NA,NA,0.9877,"1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28415",NA,"Amplicon","barcode35",NA,"Single run",NA,"18439","17290","1055.075511","739.5529433","936","0","3924","11918","11893","11886","11861","No","NA",98.7680187730473,"RADDL4B-24-155__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-100","M-98",NA,"Dog",NA,2024-04-24,NA,"Caigangan","Buenavista","Marinduque","MIMIROPA",13.26212226,121.9342731,"speedier",NA,NA,0.9708,"1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28415",NA,"Amplicon","barcode41",NA,"Single run",NA,"7376","6875","297.7153034","365.2573885","148","0","1890","11894","11888","11715","8021","No","NA",97.0834730137446,"RADDL4B-24-100__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-112","R-88",NA,"Dog",NA,2024-05-16,NA,"Pili","Looc","Romblon","MIMIROPA",12.3030336406049,122.004635465751,"speedier",NA,NA,0.988,"1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28415",NA,"Amplicon","barcode42",NA,"Single run",NA,"48264","45675","2308.224941","1932.093069","1822.5","0","10703","11895","11894","11893","11881","No","NA",98.8015420717399,"RADDL4B-24-112__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-113","R-89",NA,"Dog",NA,2024-08-20,NA,"Limon Norte","Looc","Romblon","MIMIROPA",12.3220188515114,122.021920139859,"speedier",NA,NA,0.9884,"1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28415",NA,"Amplicon","barcode43",NA,"Single run",NA,"48169","45792","2189.019863","1784.631988","1697","0","8563","11895","11893","11892","11878","No","NA",98.8350653704324,"RADDL4B-24-113__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-114","R-90",NA,"Dog",NA,2024-05-18,NA,"Mahabang Baybay","San Agustin","Romblon","MIMIROPA",12.6389756037373,122.150335754756,"speedier",NA,NA,0.9873,"1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28415",NA,"Amplicon","barcode44",NA,"Single run",NA,"44680","42192","2344.681026","1937.899253","1818","0","11397","11899","11894","11893","11882","No","NA",98.7344954743547,"RADDL4B-24-114__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-116","R-91",NA,"Dog",NA,2024-05-13,NA,"Tugdan","Alcantara","Romblon","MIMIROPA",12.3272698719486,122.070177099507,"speedier",NA,NA,0.9872,"1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28415",NA,"Amplicon","barcode45",NA,"Single run",NA,"33433","31726","1945.676249","1411.7672","1650","0","6852","11894","11893","11892","11673","No","NA",98.7177338250084,"RADDL4B-24-116__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-117","R-92",NA,"Dog",NA,2024-08-20,NA,"Tabobo-An","Odiongan","Romblon","MIMIROPA",12.3661296017299,121.992456948138,"speedier",NA,NA,0.9879,"1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28415",NA,"Amplicon","barcode46",NA,"Single run",NA,"22999","21104","912.5097218","819.3613737","776","0","3936","11895","11893","11883","11351","No","NA",98.7931612470667,"RADDL4B-24-117__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-121","M-107",NA,"Dog",NA,2024-09-20,NA,"Barangay II","Buenavista","Marinduque","MIMIROPA",13.25463205,121.9448458,"speedier",NA,NA,0.9882,"1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28415",NA,"Amplicon","barcode47",NA,"Single run",NA,"53107","49594","2028.715136","2224.010428","1077","0","11456","11894","11893","11890","11570","No","NA",98.8183037210862,"RADDL4B-24-121__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-122","M-108",NA,"Dog",NA,2024-10-20,NA,"Bangbangalon","Boac","Marinduque","MIMIROPA",13.43848981,121.8276107,"speedier",NA,NA,0.988,"1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28415",NA,"Amplicon","barcode48",NA,"Single run",NA,"51229","49018","2906.685635","2447.789382","2285.5","0","15764","11895","11894","11892","11673","No","NA",98.8015420717399,"RADDL4B-24-122__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-156","R-113",NA,"Dog",NA,2024-07-26,NA,"Calagonsao","Alcantara","Romblon","MIMIROPA",12.3475553588476,122.079254920785,"speedier",NA,NA,0.971,"1","rabv_4b_2025_r10_run5","1","29-May-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAZ08077",NA,"Amplicon","barcode50",NA,"Single run",NA,"20745","19075","786.6737345","651.967944","606.5","0","3302","11893","11886","11703","11337","No","NA",97.1002346630908,"RADDL4B-24-156__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-157","R-112",NA,"Dog",NA,2024-07-08,NA,"San Isidro","Alcantara","Romblon","MIMIROPA",12.2919290027811,122.052741797624,"speedier",NA,NA,0.9531,"1","rabv_4b_2025_r10_run5","1","29-May-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAZ08077",NA,"Amplicon","barcode51",NA,"Single run",NA,"11719","10149","468.7921555","342.8856859","373","0","1593","11918","11885","11709","11008","No","NA",95.3067381830372,"RADDL4B-24-157__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-178","M-132",NA,"Dog",NA,2024-07-15,NA,"Barangay I","Buenavista","Marinduque","MIMIROPA",13.255314,121.940796,"speedier",NA,NA,0.9875,"1","rabv_4b_2025_r10_run5","1","29-May-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAZ08077",NA,"Amplicon","barcode54",NA,"Single run",NA,"10279","9048","430.339172","392.6667443","322","0","2235","11894","11893","11881","10597","No","NA",98.751257123701,"RADDL4B-24-178__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-180","M-131",NA,"Dog",NA,2024-08-22,NA,"Sawi","Boac","Marinduque","MIMIROPA",13.440701,121.854599,"speedier",NA,NA,0.9884,"1","rabv_4b_2025_r10_run5","1","29-May-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAZ08077",NA,"Amplicon","barcode55",NA,"Single run",NA,"9900","8995","428.0845625","432.254772","289.5","0","2416","11894","11893","11879","10755","No","NA",98.8434461951056,"RADDL4B-24-180__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-181","M-134",NA,"Dog",NA,2024-09-09,NA,"Yook","Buenavista","Marinduque","MIMIROPA",13.223896,121.981628,"speedier",NA,NA,0.9882,"1","rabv_4b_2025_r10_run5","1","29-May-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAZ08077",NA,"Amplicon","barcode56",NA,"Single run",NA,"37193","33947","1459.579031","1384.656563","950.5","0","6844","11897","11893","11886","11514","No","NA",98.8183037210862,"RADDL4B-24-181__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-183","M-127",NA,"Dog",NA,2024-11-20,NA,"Tawiran","Santa Cruz","Marinduque","MIMIROPA",13.462624,122.076691,"speedier",NA,NA,0.9325,"1","rabv_4b_2025_r10_run5","1","29-May-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAZ08077",NA,"Amplicon","barcode58",NA,"Single run",NA,"10689","9494","335.8346463","485.5517488","190","0","3007","11898","11597","11410","8693","No","NA",93.2450553134428,"RADDL4B-24-183__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-185","R-121",NA,"Dog",NA,2024-11-20,NA,"Poblacion","Cajidiocan","Romblon","MIMIROPA",12.3738159498218,122.680201141506,"speedier",NA,NA,0.9875,"1","rabv_4b_2025_r10_run5","1","29-May-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAZ08077",NA,"Amplicon","barcode60",NA,"Single run",NA,"10981","9667","429.9861716","333.1311712","379","0","1810","11894","11892","11881","10507","No","NA",98.751257123701,"RADDL4B-24-185__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-186","R-120",NA,"Dog",NA,2024-12-20,NA,"Poblacion","Magdiwang","Romblon","MIMIROPA",12.4908099892792,122.508178781622,"speedier",NA,NA,0.9358,"1","rabv_4b_2025_r10_run5","1","29-May-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAZ08077",NA,"Amplicon","barcode61",NA,"Single run",NA,"10042","8743","356.4979048","289.9891857","316","0","1575","11790","11724","11640","9514","No","NA",93.5802883003687,"RADDL4B-24-186__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-187","R-122",NA,"Dog",NA,2024-11-20,NA,"Poblacion","Magdiwang","Romblon","MIMIROPA",12.4908099892792,122.508178781622,"speedier",NA,NA,0.9886,"1","rabv_4b_2025_r10_run5","1","29-May-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAZ08077",NA,"Amplicon","barcode62",NA,"Single run",NA,"19373","17810","725.041066","565.647655","606","0","2867","11896","11893","11882","11134","No","NA",98.8602078444519,"RADDL4B-24-187__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-188","R-119",NA,"Dog",NA,2024-11-29,NA,"Ipil","Magdiwang","Romblon","MIMIROPA",12.473056623118,122.475619478547,"speedier",NA,NA,0.9878,"1","rabv_4b_2025_r10_run5","1","29-May-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAZ08077",NA,"Amplicon","barcode63",NA,"Single run",NA,"12754","11425","565.3582803","443.4636208","495","0","2462","11893","11893","11881","10364","No","NA",98.7763995977204,"RADDL4B-24-188__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-25-005","M-137",NA,"Dog",NA,2024-12-17,NA,"Bahi","Gasan","Marinduque","MIMIROPA",13.368669,121.834976,"speedier",NA,NA,0.9537,"1","rabv_4b_2025_r10_run5","1","29-May-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAZ08077",NA,"Amplicon","barcode64",NA,"Single run",NA,"12109","10813","397.880238","441.833745","249","0","2504","11693","11682","11669","9843","No","NA",95.3737847804224,"RADDL4B-25-005__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-25-006","M-138",NA,"Dog",NA,2024-12-20,NA,"Ihatub","Boac","Marinduque","MIMIROPA",13.425975,121.829941,"speedier",NA,NA,0.9537,"1","rabv_4b_2025_r10_run5","1","29-May-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAZ08077",NA,"Amplicon","barcode65",NA,"Single run",NA,"14080","12691","476.8829199","573.649647","257","0","3010","11697","11695","11671","10573","No","NA",95.3654039557492,"RADDL4B-25-006__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-25-008","M-140",NA,"Cow",NA,2025-01-04,NA,"Bocboc","Mogpog","Marinduque","MIMIROPA",13.471229,121.931534,"speedier",NA,NA,0.9539,"1","rabv_4b_2025_r10_run5","1","29-May-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAZ08077",NA,"Amplicon","barcode66",NA,"Single run",NA,"10630","9060","356.1083641","398.0274817","270","0","2376","11893","11885","11677","9922","No","NA",95.3905464297687,"RADDL4B-25-008__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-25-009","M-141",NA,"Dog",NA,2025-01-09,NA,"Bunganay","Boac","Marinduque","MIMIROPA",13.397696,121.847771,"speedier",NA,NA,0.9313,"1","rabv_4b_2025_r10_run5","1","29-May-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAZ08077",NA,"Amplicon","barcode67",NA,"Single run",NA,"8213","7120","287.9882668","296.1742101","194","0","1451","11800","11682","11670","8747","No","NA",93.1277237680188,"RADDL4B-25-009__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-24-151","M-124",NA,"Dog",NA,2024-07-08,NA,"Angas","Santa Cruz","Marinduque","MIMIROPA",13.440175,122.105919,"speedier",NA,NA,0.9144317801,"1","rabv_4b_2025_r10_run4","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28415",NA,"Amplicon","barcode52",NA,"Single run",NA,"2969","2712","132.762655","140.9619085","90","0","745","11887","11884","11653","5218","No","NA",91.443178008716,"RADDL4B-24-151__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"RADDL4B-23-089","M-14",NA,"Dog",NA,2023-07-20,NA,"Maligaya","Boac","Marinduque","MIMIROPA",13.47444205,121.840682,"speedier",NA,NA,0.9509721757,"1","rabv_4b_2025_r10_run6","1","3-Jul-2025","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAY28401",NA,"Amplicon","barcode30",NA,"Single run",NA,"11144","10162","431.1773383","487.1079294","264.5","0","2476","11902","11887","11859","10118","No","NA",95.0972175662085,"RADDL4B-23-089__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
