"seq_name","Case_no","Accession","Host","Sample_type","Preferred_date","Date_source","Barangay","Municipality","Municipality_std","Province","Province_std","Region","Region_std","Latitude","Longitude","Source","Author","Pubmed","Genome_coverage","Host_scientific","Host_common","Host_type","Major_Island","seq_name.y"
"OR971510",NA,NA,NA,NA,"=""19-Jan-2021""",NA,NA,NA,NA,NA,NA,NA,"Region V (Bicol Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971509",NA,NA,NA,NA,"=""11-Jan-2021""",NA,NA,NA,NA,NA,NA,NA,"Region V (Bicol Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971508",NA,NA,NA,NA,"=""05-Jan-2021""",NA,NA,NA,NA,NA,NA,NA,"Region V (Bicol Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971507",NA,NA,NA,NA,"=""05-Jan-2021""",NA,NA,NA,NA,NA,NA,NA,"Region V (Bicol Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971506",NA,NA,NA,NA,"=""07-Mar-2019""",NA,NA,NA,NA,NA,NA,NA,"Region V (Bicol Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971505",NA,NA,NA,NA,"=""07-Dec-2018""",NA,NA,NA,NA,NA,NA,NA,"Region V (Bicol Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971504",NA,NA,NA,NA,"=""14-Sep-2018""",NA,NA,NA,NA,NA,NA,NA,"Region V (Bicol Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971503",NA,NA,NA,NA,"=""10-Aug-2018""",NA,NA,NA,NA,NA,NA,NA,"Region V (Bicol Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971502",NA,NA,NA,NA,"=""02-May-2018""",NA,NA,NA,NA,NA,NA,NA,"Region V (Bicol Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971501",NA,NA,NA,NA,"=""27-Feb-2018""",NA,NA,NA,NA,NA,NA,NA,"Region V (Bicol Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971500",NA,NA,NA,NA,"=""27-Feb-2018""",NA,NA,NA,NA,NA,NA,NA,"Region V (Bicol Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971499",NA,NA,NA,NA,"=""20-Feb-2018""",NA,NA,NA,NA,NA,NA,NA,"Region V (Bicol Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971498",NA,NA,NA,NA,"=""08-Feb-2018""",NA,NA,NA,NA,NA,NA,NA,"Region V (Bicol Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971497",NA,NA,NA,NA,"=""01-Jan-2022""",NA,NA,NA,NA,NA,NA,NA,"Mimaropa Region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971496",NA,NA,NA,NA,"=""03-Mar-2022""",NA,NA,NA,NA,NA,NA,NA,"Mimaropa Region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971495",NA,NA,NA,NA,"=""17-Feb-2022""",NA,NA,NA,NA,NA,NA,NA,"Mimaropa Region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971344",NA,NA,NA,NA,"=""02-Jan-2022""",NA,NA,NA,NA,NA,NA,NA,"Cordillera Administrative Region (CAR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971343",NA,NA,NA,NA,"=""14-Jan-2022""",NA,NA,NA,NA,NA,NA,NA,"Cordillera Administrative Region (CAR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971342",NA,NA,NA,NA,"=""01-Jun-2022""",NA,NA,NA,NA,NA,NA,NA,"Cordillera Administrative Region (CAR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971341",NA,NA,NA,NA,"=""01-Apr-2022""",NA,NA,NA,NA,NA,NA,NA,"Cordillera Administrative Region (CAR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971340",NA,NA,NA,NA,"=""15-Nov-2021""",NA,NA,NA,NA,NA,NA,NA,"Cordillera Administrative Region (CAR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971339",NA,NA,NA,NA,"=""11-Mar-2021""",NA,NA,NA,NA,NA,NA,NA,"Cordillera Administrative Region (CAR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971338",NA,NA,NA,NA,"=""25-Jun-2021""",NA,NA,NA,NA,NA,NA,NA,"Cordillera Administrative Region (CAR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971337",NA,NA,NA,NA,"=""18-Jun-2021""",NA,NA,NA,NA,NA,NA,NA,"Cordillera Administrative Region (CAR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971336",NA,NA,NA,NA,"=""06-Aug-2021""",NA,NA,NA,NA,NA,NA,NA,"Cordillera Administrative Region (CAR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971335",NA,NA,NA,NA,"=""14-May-2021""",NA,NA,NA,NA,NA,NA,NA,"Cordillera Administrative Region (CAR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971334",NA,NA,NA,NA,"=""10-May-2021""",NA,NA,NA,NA,NA,NA,NA,"Cordillera Administrative Region (CAR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971333",NA,NA,NA,NA,"=""03-May-2021""",NA,NA,NA,NA,NA,NA,NA,"Cordillera Administrative Region (CAR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971332",NA,NA,NA,NA,"=""11-Mar-2021""",NA,NA,NA,NA,NA,NA,NA,"Cordillera Administrative Region (CAR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971331",NA,NA,NA,NA,"=""28-Feb-2021""",NA,NA,NA,NA,NA,NA,NA,"Cordillera Administrative Region (CAR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971330",NA,NA,NA,NA,"=""24-Feb-2021""",NA,NA,NA,NA,NA,NA,NA,"Cordillera Administrative Region (CAR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971329",NA,NA,NA,NA,"=""28-Oct-2019""",NA,NA,NA,NA,NA,NA,NA,"Cordillera Administrative Region (CAR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971328",NA,NA,NA,NA,"=""14-Oct-2019""",NA,NA,NA,NA,NA,NA,NA,"Cordillera Administrative Region (CAR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971327",NA,NA,NA,NA,"=""23-Sep-2019""",NA,NA,NA,NA,NA,NA,NA,"Cordillera Administrative Region (CAR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971326",NA,NA,NA,NA,"=""26-Sep-2019""",NA,NA,NA,NA,NA,NA,NA,"Cordillera Administrative Region (CAR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971325",NA,NA,NA,NA,"=""16-Sep-2019""",NA,NA,NA,NA,NA,NA,NA,"Cordillera Administrative Region (CAR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971324",NA,NA,NA,NA,"=""04-Sep-2019""",NA,NA,NA,NA,NA,NA,NA,"Cordillera Administrative Region (CAR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971323",NA,NA,NA,NA,"=""26-Aug-2019""",NA,NA,NA,NA,NA,NA,NA,"Cordillera Administrative Region (CAR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971644",NA,NA,NA,NA,"=""24-jun-2019""",NA,NA,NA,NA,NA,NA,NA,"Region XII (Soccsksargen)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971643",NA,NA,NA,NA,"=""19-jun-2019""",NA,NA,NA,NA,NA,NA,NA,"Region XII (Soccsksargen)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971642",NA,NA,NA,NA,"=""07-jun-2019""",NA,NA,NA,NA,NA,NA,NA,"Region XII (Soccsksargen)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971641",NA,NA,NA,NA,"=""09-jan-2019""",NA,NA,NA,NA,NA,NA,NA,"Region XII (Soccsksargen)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971640",NA,NA,NA,NA,"=""05-may-2022""",NA,NA,NA,NA,NA,NA,NA,"Region XI (Davao Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971639",NA,NA,NA,NA,"=""02-may-2022""",NA,NA,NA,NA,NA,NA,NA,"Region XI (Davao Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971638",NA,NA,NA,NA,"=""25-apr-2022""",NA,NA,NA,NA,NA,NA,NA,"Region XI (Davao Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971637",NA,NA,NA,NA,"=""01-apr-2022""",NA,NA,NA,NA,NA,NA,NA,"Region XI (Davao Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971636",NA,NA,NA,NA,"=""25-mar-2022""",NA,NA,NA,NA,NA,NA,NA,"Region XI (Davao Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971635",NA,NA,NA,NA,"=""11-mar-2022""",NA,NA,NA,NA,NA,NA,NA,"Region XI (Davao Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971634",NA,NA,NA,NA,"=""15-feb-2022""",NA,NA,NA,NA,NA,NA,NA,"Region XI (Davao Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971633",NA,NA,NA,NA,"=""15-feb-2022""",NA,NA,NA,NA,NA,NA,NA,"Region XI (Davao Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971632",NA,NA,NA,NA,"=""15-feb-2022""",NA,NA,NA,NA,NA,NA,NA,"Region XI (Davao Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971631",NA,NA,NA,NA,"=""04-feb-2022""",NA,NA,NA,NA,NA,NA,NA,"Region XI (Davao Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971630",NA,NA,NA,NA,"=""18-jan-2022""",NA,NA,NA,NA,NA,NA,NA,"Region XI (Davao Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971629",NA,NA,NA,NA,"=""07-dec-2021""",NA,NA,NA,NA,NA,NA,NA,"Region XI (Davao Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971628",NA,NA,NA,NA,"=""14-oct-2021""",NA,NA,NA,NA,NA,NA,NA,"Region XI (Davao Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971627",NA,NA,NA,NA,"=""10-jun-2021""",NA,NA,NA,NA,NA,NA,NA,"Region XI (Davao Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971626",NA,NA,NA,NA,"=""06-jan-2021""",NA,NA,NA,NA,NA,NA,NA,"Region XI (Davao Region)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971625",NA,NA,NA,NA,"=""21-apr-2021""",NA,NA,NA,NA,NA,NA,NA,"Region X (Northern Mindanao)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971624",NA,NA,NA,NA,"=""18-may-2021""",NA,NA,NA,NA,NA,NA,NA,"Region X (Northern Mindanao)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971623",NA,NA,NA,NA,"=""21-may-2021""",NA,NA,NA,NA,NA,NA,NA,"Region X (Northern Mindanao)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971622",NA,NA,NA,NA,"=""07-jun-2021""",NA,NA,NA,NA,NA,NA,NA,"Region X (Northern Mindanao)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971621",NA,NA,NA,NA,"=""09-jun-2021""",NA,NA,NA,NA,NA,NA,NA,"Region X (Northern Mindanao)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971620",NA,NA,NA,NA,"=""02-jul-2021""",NA,NA,NA,NA,NA,NA,NA,"Region X (Northern Mindanao)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971619",NA,NA,NA,NA,"=""20-aug-2021""",NA,NA,NA,NA,NA,NA,NA,"Region X (Northern Mindanao)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971618",NA,NA,NA,NA,"=""23-aug-2021""",NA,NA,NA,NA,NA,NA,NA,"Region X (Northern Mindanao)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971617",NA,NA,NA,NA,"=""27-sep-2021""",NA,NA,NA,NA,NA,NA,NA,"Region X (Northern Mindanao)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971616",NA,NA,NA,NA,"=""06-sep-2021""",NA,NA,NA,NA,NA,NA,NA,"Region X (Northern Mindanao)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971615",NA,NA,NA,NA,"=""27-dec-2019""",NA,NA,NA,NA,NA,NA,NA,"Region X (Northern Mindanao)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971614",NA,NA,NA,NA,"=""16-dec-2019""",NA,NA,NA,NA,NA,NA,NA,"Region X (Northern Mindanao)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971613",NA,NA,NA,NA,"=""16-dec-2019""",NA,NA,NA,NA,NA,NA,NA,"Region X (Northern Mindanao)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971612",NA,NA,NA,NA,"=""04-dec-2019""",NA,NA,NA,NA,NA,NA,NA,"Region X (Northern Mindanao)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971611",NA,NA,NA,NA,"=""04-dec-2019""",NA,NA,NA,NA,NA,NA,NA,"Region X (Northern Mindanao)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971610",NA,NA,NA,NA,"=""04-dec-2019""",NA,NA,NA,NA,NA,NA,NA,"Region X (Northern Mindanao)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971609",NA,NA,NA,NA,"=""28-nov-2019""",NA,NA,NA,NA,NA,NA,NA,"Region X (Northern Mindanao)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971608",NA,NA,NA,NA,"=""25-nov-2019""",NA,NA,NA,NA,NA,NA,NA,"Region X (Northern Mindanao)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971607",NA,NA,NA,NA,"=""11-nov-2019""",NA,NA,NA,NA,NA,NA,NA,"Region X (Northern Mindanao)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971606",NA,NA,NA,NA,"=""09-nov-2019""",NA,NA,NA,NA,NA,NA,NA,"Region X (Northern Mindanao)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971605",NA,NA,NA,NA,"=""08-nov-2019""",NA,NA,NA,NA,NA,NA,NA,"Region X (Northern Mindanao)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971604",NA,NA,NA,NA,"=""07-nov-2019""",NA,NA,NA,NA,NA,NA,NA,"Region X (Northern Mindanao)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971603",NA,NA,NA,NA,"=""21-oct-2019""",NA,NA,NA,NA,NA,NA,NA,"Region X (Northern Mindanao)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971602",NA,NA,NA,NA,"=""14-oct-2019""",NA,NA,NA,NA,NA,NA,NA,"Region X (Northern Mindanao)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971601",NA,NA,NA,NA,"=""11-oct-2019""",NA,NA,NA,NA,NA,NA,NA,"Region X (Northern Mindanao)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971600",NA,NA,NA,NA,"=""12-sep-2019""",NA,NA,NA,NA,NA,NA,NA,"Region X (Northern Mindanao)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971599",NA,NA,NA,NA,"=""12-Sep-2021""",NA,NA,NA,NA,NA,NA,NA,"Region IX (Zamboanga Peninsula)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971598",NA,NA,NA,NA,"=""10-Dec-2021""",NA,NA,NA,NA,NA,NA,NA,"Region IX (Zamboanga Peninsula)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971597",NA,NA,NA,NA,"=""10-Jul-2021""",NA,NA,NA,NA,NA,NA,NA,"Region IX (Zamboanga Peninsula)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971596",NA,NA,NA,NA,"=""27-Aug-2021""",NA,NA,NA,NA,NA,NA,NA,"Region IX (Zamboanga Peninsula)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971595",NA,NA,NA,NA,"=""23-Aug-2021""",NA,NA,NA,NA,NA,NA,NA,"Region IX (Zamboanga Peninsula)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MN857171",NA,NA,NA,NA,"=""06-May-2019""",NA,NA,NA,NA,NA,NA,NA,"Region III (Central Luzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MN857170",NA,NA,NA,NA,"=""27-May-2019""",NA,NA,NA,NA,NA,NA,NA,"Region IV-A (Calabarzon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MN857169",NA,NA,NA,NA,"=""31-May-2019""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MN857168",NA,NA,NA,NA,"=""28-May-2019""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MN857167",NA,NA,NA,NA,"=""26-Jun-2019""",NA,NA,NA,NA,NA,NA,NA,"National Capital Region (NCR)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971594",NA,NA,NA,NA,"=""20-Aug-2021""",NA,NA,NA,NA,NA,NA,NA,"Region IX (Zamboanga Peninsula)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971593",NA,NA,NA,NA,"=""05-Jan-2021""",NA,NA,NA,NA,NA,NA,NA,"Region IX (Zamboanga Peninsula)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971592",NA,NA,NA,NA,"=""09-Oct-2019""",NA,NA,NA,NA,NA,NA,NA,"Region IX (Zamboanga Peninsula)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971591",NA,NA,NA,NA,"=""26-Apr-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VIII (Eastern Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971590",NA,NA,NA,NA,"=""16-Apr-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VIII (Eastern Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971589",NA,NA,NA,NA,"=""15-Apr-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VIII (Eastern Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971588",NA,NA,NA,NA,"=""07-Apr-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VIII (Eastern Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971587",NA,NA,NA,NA,"=""30-Mar-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VIII (Eastern Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971586",NA,NA,NA,NA,"=""23-Mar-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VIII (Eastern Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971585",NA,NA,NA,NA,"=""26-Feb-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VIII (Eastern Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971584",NA,NA,NA,NA,"=""22-Feb-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VIII (Eastern Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Region VII (Central Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Region VII (Central Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Region VII (Central Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Region VII (Central Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Region VII (Central Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Region VII (Central Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971577",NA,NA,NA,NA,"=""28-Feb-2022""",NA,NA,NA,NA,NA,NA,NA,"Region VII (Central Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971576",NA,NA,NA,NA,"=""21-Feb-2022""",NA,NA,NA,NA,NA,NA,NA,"Region VII (Central Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971575",NA,NA,NA,NA,"=""15-Feb-2022""",NA,NA,NA,NA,NA,NA,NA,"Region VII (Central Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971574",NA,NA,NA,NA,"=""14-Feb-2022""",NA,NA,NA,NA,NA,NA,NA,"Region VII (Central Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971573",NA,NA,NA,NA,"=""02-Aug-2022""",NA,NA,NA,NA,NA,NA,NA,"Region VII (Central Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971572",NA,NA,NA,NA,"=""26-Jan-2022""",NA,NA,NA,NA,NA,NA,NA,"Region VII (Central Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971571",NA,NA,NA,NA,"=""01-Jul-2022""",NA,NA,NA,NA,NA,NA,NA,"Region VII (Central Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971570",NA,NA,NA,NA,"=""22-Nov-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VII (Central Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971569",NA,NA,NA,NA,"=""22-Nov-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VII (Central Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971568",NA,NA,NA,NA,"=""11-Dec-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VII (Central Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971567",NA,NA,NA,NA,"=""11-Oct-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VII (Central Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971566",NA,NA,NA,NA,"=""11-Sep-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VII (Central Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971565",NA,NA,NA,NA,"=""11-Sep-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VII (Central Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971564",NA,NA,NA,NA,"=""11-Sep-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VII (Central Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971563",NA,NA,NA,NA,"=""26-Oct-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VII (Central Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971562",NA,NA,NA,NA,"=""21-Oct-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VII (Central Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971561",NA,NA,NA,NA,"=""18-Oct-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VII (Central Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971560",NA,NA,NA,NA,"=""13-Oct-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VII (Central Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971559",NA,NA,NA,NA,"=""13-Oct-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VII (Central Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971558",NA,NA,NA,NA,"=""12-sep-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VI (Western Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971557",NA,NA,NA,NA,"=""12-sep-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VI (Western Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971556",NA,NA,NA,NA,"=""12-jul-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VI (Western Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971555",NA,NA,NA,NA,"=""27-oct-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VI (Western Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971554",NA,NA,NA,NA,"=""29-oct-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VI (Western Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971553",NA,NA,NA,NA,"=""27-oct-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VI (Western Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971552",NA,NA,NA,NA,"=""26-oct-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VI (Western Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971551",NA,NA,NA,NA,"=""25-oct-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VI (Western Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971550",NA,NA,NA,NA,"=""25-oct-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VI (Western Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971549",NA,NA,NA,NA,"=""22-oct-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VI (Western Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OR971548",NA,NA,NA,NA,"=""19-oct-2021""",NA,NA,NA,NA,NA,NA,NA,"Region VI (Western Visayas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
