"","sample_id","redcap_repeat_instance","ngs_runid","duplicate_id","ngs_rundate","ngs_location","ngs_provider","ngs_submission","ngs_platform","primer_scheme","nanopore_platform","ngs_flowcell","illumina_platform","ngs_prep","ngs_barcode","ngs_library","ngs_analysis_type","ngs_merged_from","total_reads","mapped_reads","mean_depth","stdev_depth","median_depth","minimum_reads","maximum_reads","genomecov_depthx1","genomecov_depthx5","genomecov_depthx20","genomecov_depthx100","negative_control_sample","genbank_accession","consensus_coverage","consensus_fasta","ngs_notes","sample_labid","sample_sequenceid","sample_batchid","apha_sub","apha_rv","sample_tissuetype","sample_buffer","country","hmpcr_n405","rtassay","rtqpcr","lateral_flow_test","fat","drit","diagnostic_result","test_centre","diag_notes"
"197","RADDL4B-24-046","1","RabV_4B_2025_R10_run2","1","18-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28415",NA,"Amplicon","barcode08",NA,"Single run",NA,"7947","6788","311.7309755","242.70148","234","0","1040","11889","11886","11882","9669","No","NA","11798","RADDL4B-24-046__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"198","RADDL4B-24-048","1","rabv_4b_2025_r10_run6","1","3-Jul-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28401",NA,"Amplicon","barcode39",NA,"Single run",NA,"9234","8522","361.4364733","465.2007231","193","0","2495","11887","11883","11880","8659","No","NA","11333","RADDL4B-24-048__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"199","RADDL4B-24-049","1","rabv_4b_2025_run2","1","14-Jan-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU48941",NA,"Amplicon","barcode56",NA,"Single run",NA,"5468","4909","236.7808414","192.3104003","160","0","1180","11895","11886","11878","9343","No","NA","11795","RADDL4B-24-049__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"200","RADDL4B-24-051","1","RabV_4B_2025_R10_run2","1","18-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28415",NA,"Amplicon","barcode09",NA,"Single run",NA,"134359","121277","5355.826601","4448.221385","3901.5","0","20610","11897","11890","11888","11884","No","NA","11797","RADDL4B-24-051__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"201","RADDL4B-24-052","1","rabv_4b_2025_r10_run6","1","3-Jul-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28401",NA,"Amplicon","barcode40",NA,"Single run",NA,"14386","13195","565.8188066","729.9890576","306.5","0","3620","11894","11886","11882","9783","No","NA","11793","RADDL4B-24-052__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"202","RADDL4B-24-053","1","rabv_4b_2025_run1","1","9-Jan-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU48941",NA,"Amplicon","barcode82",NA,"Single run",NA,"7552","7182","340.1950218","395.2907831","232","0","2432","11893","11885","11671","9478","No","NA","11596","RADDL4B-24-053__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"203","RADDL4B-24-054","1","RabV_4B_2025_R10_run2","1","18-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28415",NA,"Amplicon","barcode10",NA,"Single run",NA,"78187","71025","2847.201559","2828.508152","1741","0","13284","11895","11888","11887","11882","No","NA","11794","RADDL4B-24-054__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"204","RADDL4B-24-055","1","rabv_4b_2025_run1","1","9-Jan-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU48941",NA,"Amplicon","barcode83",NA,"Single run",NA,"20407","19390","844.2644988","709.3001817","618","0","4156","11893","11893","11886","11504","No","NA","11798","RADDL4B-24-055__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"205","RADDL4B-24-056","1","rabv_4b_2025_run1","1","9-Jan-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU48941",NA,"Amplicon","barcode84",NA,"Single run",NA,"8592","8110","332.5940329","348.6540005","188","0","1969","11895","11893","11879","9776","No","NA","11803","RADDL4B-24-056__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"206","RADDL4B-24-057","1","rabv_4b_2025_run1","1","9-Jan-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU48941",NA,"Amplicon","barcode85",NA,"Single run",NA,"11101","10447","578.8861046","516.1939339","460","0","3417","11895","11893","11886","11505","No","NA","11793","RADDL4B-24-057__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"207","RADDL4B-24-058","1","rabv_4b_2025_run1","1","9-Jan-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU48941",NA,"Amplicon","barcode86",NA,"Single run",NA,"7094","6767","459.9694938","290.5523318","415","0","1630","11896","11893","11683","11451","No","NA","11594","RADDL4B-24-058__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"208","RADDL4B-24-059","1","rabv_4b_2025_run1","1","9-Jan-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU48941",NA,"Amplicon","barcode87",NA,"Single run",NA,"12842","12080","535.1782601","535.7620785","323","0","3157","11893","11893","11884","10952","No","NA","11798","RADDL4B-24-059__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"209","RADDL4B-24-062","1","rabv_4b_2025_r10_run6","1","3-Jul-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28401",NA,"Amplicon","barcode41",NA,"Single run",NA,"7039","6465","255.8261817","327.0085583","143","0","1594","11889","11885","11503","7233","No","NA","10769","RADDL4B-24-062__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"210","RADDL4B-24-063","1","RabV_4B_2025_R10_run2","1","18-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28415",NA,"Amplicon","barcode12",NA,"Single run",NA,"29217","26982","1291.908062","1037.820926","1113","0","4759","11892","11888","11885","11852","No","NA","11790","RADDL4B-24-063__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"211","RADDL4B-24-066","1","RabV_4B_2025_R10_run2","1","18-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28415",NA,"Amplicon","barcode13",NA,"Single run",NA,"61357","57972","3192.982652","2249.815204","2744","0","10217","11895","11893","11887","11881","No","NA","11788","RADDL4B-24-066__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"212","RADDL4B-24-067","1","rabv_4b_2025_run1","1","9-Jan-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU48941",NA,"Amplicon","barcode88",NA,"Single run",NA,"16986","16031","619.2675159","561.7588386","364","0","2882","11902","11894","11886","11490","No","NA","11803","RADDL4B-24-067__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"213","RADDL4B-24-069","1","RabV_4B_2025_R10_run2","1","18-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28415",NA,"Amplicon","barcode14",NA,"Single run",NA,"67219","62340","3075.976115","2384.809437","2323.5","0","11569","11899","11889","11887","11882","No","NA","11795","RADDL4B-24-069__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"214","RADDL4B-24-070","1","rabv_4b_2025_run1","1","9-Jan-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU48941",NA,"Amplicon","barcode89",NA,"Single run",NA,"9958","9171","508.6176668","373.7003573","401","0","2401","11894","11893","11885","11618","No","NA","11792","RADDL4B-24-070__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"215","RADDL4B-24-071","1","rabv_4b_2025_run1","1","9-Jan-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU48941",NA,"Amplicon","barcode90",NA,"Single run",NA,"11134","10309","392.0721589","413.2608323","242","0","2443","11893","11687","11674","9960","No","NA","11600","RADDL4B-24-071__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"216","RADDL4B-24-073","1","RabV_4B_2025_R10_run2","1","18-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28415",NA,"Amplicon","barcode15",NA,"Single run",NA,"34463","32379","1205.165437","1313.484047","661","0","6256","11895","11888","11882","11713","No","NA","11796","RADDL4B-24-073__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"217","RADDL4B-24-074","1","RabV_4B_2025_R10_run2","1","18-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28415",NA,"Amplicon","barcode16",NA,"Single run",NA,"32222","30526","1092.323081","1229.27763","597","0","6080","11890","11888","11883","11550","No","NA","11800","RADDL4B-24-074__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"218","RADDL4B-24-076","1","RabV_4B_2025_R10_run2","1","18-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28415",NA,"Amplicon","barcode17",NA,"Single run",NA,"73165","67397","2602.393228","2465.359609","1675.5","0","12636","11892","11888","11887","11882","No","NA","11793","RADDL4B-24-076__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"219","RADDL4B-24-077","1","rabv_4b_2025_run1","1","9-Jan-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU48941",NA,"Amplicon","barcode91",NA,"Single run",NA,"6167","5613","263.3015421","213.196696","186","0","1190","11893","11893","11881","10017","No","NA","11797","RADDL4B-24-077__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"220","RADDL4B-24-078","1","RabV_4B_2025_R10_run2","1","18-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28415",NA,"Amplicon","barcode18",NA,"Single run",NA,"70587","64509","2968.320567","2522.782036","1970","0","12116","11895","11889","11887","11882","No","NA","11794","RADDL4B-24-078__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"221","RADDL4B-24-080","1","rabv_4b_2025_r10_run6","1","3-Jul-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28401",NA,"Amplicon","barcode42",NA,"Single run",NA,"7138","6518","302.0790312","416.5559868","164","0","2669","11894","11885","11848","8810","No","NA","11580","RADDL4B-24-080__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"222","RADDL4B-24-081","1","RabV_4B_2025_R10_run2","1","18-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28415",NA,"Amplicon","barcode19",NA,"Single run",NA,"119526","110331","5162.701978","4046.68374","3803.5","0","19527","11903","11894","11889","11885","No","NA","11791","RADDL4B-24-081__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"223","RADDL4B-24-082","1","rabv_4b_2025_run1","1","9-Jan-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU48941",NA,"Amplicon","barcode92",NA,"Single run",NA,"9140","8663","387.440999","372.7791895","295","0","2341","11898","11894","11886","11121","No","NA","11793","RADDL4B-24-082__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"224","RADDL4B-24-083","1","rabv_4b_2025_run2","1","14-Jan-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU48941",NA,"Amplicon","barcode57",NA,"Single run",NA,"2053","1875","70.16418036","70.4797308","42","0","381","11890","11715","9569","3076","No","NA","6534","RADDL4B-24-083__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"225","RADDL4B-24-084","1","rabv_4b_2025_run2","1","14-Jan-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU48941",NA,"Amplicon","barcode58",NA,"Single run",NA,"7722","7135","340.9870935","287.7485675","224","0","1731","11891","11887","11884","11161","No","NA","11798","RADDL4B-24-084__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"226","RADDL4B-24-085","1","rabv_4b_2025_run2","1","14-Jan-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU48941",NA,"Amplicon","barcode59",NA,"Single run",NA,"12074","11313","559.8043916","437.1725286","370","0","2495","11897","11893","11888","11501","No","NA","11792","RADDL4B-24-085__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"227","RADDL4B-24-086","1","rabv_4b_2025_run2","1","14-Jan-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU48941",NA,"Amplicon","barcode60",NA,"Single run",NA,"2630","2416","108.3374958","104.4295526","72","0","639","11888","11882","11493","4484","No","NA","11150","RADDL4B-24-086__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"228","RADDL4B-24-087","1","rabv_4b_2025_run2","1","14-Jan-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU48941",NA,"Amplicon","barcode61",NA,"Single run",NA,"4379","4079","174.506118","159.4600842","106","0","956","11893","11887","11716","6072","No","NA","11588","RADDL4B-24-087__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"229","RADDL4B-24-088","1","rabv_4b_2025_run2","1","14-Jan-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU48941",NA,"Amplicon","barcode62",NA,"Single run",NA,"2624","2408","108.1330037","90.60465078","70","0","587","11887","11884","11584","4538","No","NA","10924","RADDL4B-24-088__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"230","RADDL4B-24-093","1","rabv_4b_2025_r10_run6","1","3-Jul-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28401",NA,"Amplicon","barcode43",NA,"Single run",NA,"7559","7199","312.2142139","436.2329101","166","0","2503","11890","11886","11850","8153","No","NA","11794","RADDL4B-24-093__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"231","RADDL4B-24-095","1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28415",NA,"Amplicon","barcode29",NA,"Single run",NA,"67788","63747","3301.729886","2900.49257","2418","0","17283","11894","11894","11893","11882","No","NA","11783","RADDL4B-24-095__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"232","RADDL4B-24-096","1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28415",NA,"Amplicon","barcode28",NA,"Single run",NA,"42484","40031","2124.292994","1656.414135","1879.5","0","8822","11897","11893","11887","11879","No","NA","11782","RADDL4B-24-096__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"233","RADDL4B-24-097","1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28415",NA,"Amplicon","barcode27",NA,"Single run",NA,"22322","20671","1036.220583","849.1064428","806","0","4755","11894","11893","11887","11647","No","NA","11787","RADDL4B-24-097__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"234","RADDL4B-24-098","1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28415",NA,"Amplicon","barcode26",NA,"Single run",NA,"33057","30677","1787.839088","1313.196088","1413","0","6160","11896","11893","11891","11878","No","NA","11787","RADDL4B-24-098__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"235","RADDL4B-24-099","1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28415",NA,"Amplicon","barcode25",NA,"Single run",NA,"33733","31970","1974.942256","1337.350285","1775","0","6623","11899","11894","11892","11673","No","NA","11784","RADDL4B-24-099__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"236","RADDL4B-24-100","1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28415",NA,"Amplicon","barcode41",NA,"Single run",NA,"7376","6875","297.7153034","365.2573885","148","0","1890","11894","11888","11715","8021","No","NA","11584","RADDL4B-24-100__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"237","RADDL4B-24-101","1","rabv_4b_2025_run2","1","14-Jan-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU48941",NA,"Amplicon","barcode63",NA,"Single run",NA,"12927","11943","497.6574757","419.1271479","353","0","2411","11896","11892","11886","11544","No","NA","11798","RADDL4B-24-101__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"238","RADDL4B-24-102","1","rabv_4b_2025_run1","1","9-Jan-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU48941",NA,"Amplicon","barcode93",NA,"Single run",NA,"30388","28152","1219.029668","930.8182803","973","0","4743","11894","11893","11892","11672","No","NA","11796","RADDL4B-24-102__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"239","RADDL4B-24-105","1","rabv_4b_2025_r10_run6","1","3-Jul-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28401",NA,"Amplicon","barcode45",NA,"Single run",NA,"5153","4796","222.7593027","289.9279664","136","0","1757","11895","11883","11580","7351","No","NA","10635","RADDL4B-24-105__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"240","RADDL4B-24-106","1","rabv_4b_2025_run2","1","14-Jan-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU48941",NA,"Amplicon","barcode64",NA,"Single run",NA,"5661","5214","225.7340764","228.7723372","121","0","1375","11893","11887","11877","6831","No","NA","11795","RADDL4B-24-106__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"241","RADDL4B-24-107","1","rabv_4b_2025_r10_run6","1","3-Jul-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28401",NA,"Amplicon","barcode46",NA,"Single run",NA,"6030","5529","256.9092357","313.6388823","165","0","1770","11887","11883","11646","7700","No","NA","11339","RADDL4B-24-107__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"242","RADDL4B-24-108","1","rabv_4b_2025_r10_run6","1","3-Jul-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28401",NA,"Amplicon","barcode47",NA,"Single run",NA,"5614","5098","198.1816963","254.4957538","112","0","1172","11888","11886","11310","6828","No","NA","10099","RADDL4B-24-108__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"243","RADDL4B-24-112","1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28415",NA,"Amplicon","barcode42",NA,"Single run",NA,"48264","45675","2308.224941","1932.093069","1822.5","0","10703","11895","11894","11893","11881","No","NA","11789","RADDL4B-24-112__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"244","RADDL4B-24-113","1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28415",NA,"Amplicon","barcode43",NA,"Single run",NA,"48169","45792","2189.019863","1784.631988","1697","0","8563","11895","11893","11892","11878","No","NA","11793","RADDL4B-24-113__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"245","RADDL4B-24-114","1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28415",NA,"Amplicon","barcode44",NA,"Single run",NA,"44680","42192","2344.681026","1937.899253","1818","0","11397","11899","11894","11893","11882","No","NA","11781","RADDL4B-24-114__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"246","RADDL4B-24-116","1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28415",NA,"Amplicon","barcode45",NA,"Single run",NA,"33433","31726","1945.676249","1411.7672","1650","0","6852","11894","11893","11892","11673","No","NA","11779","RADDL4B-24-116__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"247","RADDL4B-24-117","1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28415",NA,"Amplicon","barcode46",NA,"Single run",NA,"22999","21104","912.5097218","819.3613737","776","0","3936","11895","11893","11883","11351","No","NA","11788","RADDL4B-24-117__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"248","RADDL4B-24-120","1","rabv_4b_2025_run2","1","14-Jan-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU48941",NA,"Amplicon","barcode65",NA,"Single run",NA,"16153","14856","770.6703822","572.1576621","532","0","3301","11896","11893","11885","11673","No","NA","11796","RADDL4B-24-120__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"249","RADDL4B-24-121","1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28415",NA,"Amplicon","barcode47",NA,"Single run",NA,"53107","49594","2028.715136","2224.010428","1077","0","11456","11894","11893","11890","11570","No","NA","11791","RADDL4B-24-121__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"250","RADDL4B-24-122","1","RabV_4B_2025_R10_run3","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28415",NA,"Amplicon","barcode48",NA,"Single run",NA,"51229","49018","2906.685635","2447.789382","2285.5","0","15764","11895","11894","11892","11673","No","NA","11789","RADDL4B-24-122__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
