"","sample_id","redcap_repeat_instance","ngs_runid","duplicate_id","ngs_rundate","ngs_location","ngs_provider","ngs_submission","ngs_platform","primer_scheme","nanopore_platform","ngs_flowcell","illumina_platform","ngs_prep","ngs_barcode","ngs_library","ngs_analysis_type","ngs_merged_from","total_reads","mapped_reads","mean_depth","stdev_depth","median_depth","minimum_reads","maximum_reads","genomecov_depthx1","genomecov_depthx5","genomecov_depthx20","genomecov_depthx100","negative_control_sample","genbank_accession","consensus_coverage","consensus_fasta","ngs_notes","sample_labid","sample_sequenceid","sample_batchid","apha_sub","apha_rv","sample_tissuetype","sample_buffer","country","hmpcr_n405","rtassay","rtqpcr","lateral_flow_test","fat","drit","diagnostic_result","test_centre","diag_notes"
"37","4B-23-06","1","run12_23","1","8/3/23","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAT89919",NA,"Amplicon","barcode76",NA,"Single run",NA,"22835","22835","1031.598475","530.3200312","926","0","2574","11733","11678","11676","11672","No","PP858749","11596","4B-23-06__run12_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"38","4B-23-07","1","run12_23","1","8/3/23","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAT89919",NA,"Amplicon","barcode77",NA,"Single run",NA,"21344","21344","883.6055146","488.8536643","784","0","2122","11886","11777","11677","11671","No","PP858755","11596","4B-23-07__run12_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"39","4B-23-11","1","run12_23","1","8/3/23","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAT89919",NA,"Amplicon","barcode78",NA,"Single run",NA,"97843","97843","4284.652447","1887.091052","4294","0","9284","11894","11866","11712","11676","No","PP858763","11596","4B-23-11__run12_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"40","4B-23-12","1","run12_23","1","8/3/23","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAT89919",NA,"Amplicon","barcode79",NA,"Single run",NA,"5356","5356","209.0664599","95.58894212","208","0","473","11881","11677","11676","9940","No","PP858757","11593","4B-23-12__run12_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"41","4B-23-13","1","run12_23","1","8/3/23","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAT89919",NA,"Amplicon","barcode80",NA,"Single run",NA,"72962","72962","2447.54534","1698.6457","2115.5","0","7764","11814","11716","11681","11488","No","PP858758","11598","4B-23-13__run12_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"42","4B-23-15","1","run12_23","1","8/3/23","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAT89919",NA,"Amplicon","barcode81",NA,"Single run",NA,"68151","68151","2674.935049","1361.523071","2493","0","6541","11895","11783","11681","11676","No","PP858760","11591","4B-23-15__run12_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"43","4B-23-16","1","run12_23","1","8/3/23","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAT89919",NA,"Amplicon","barcode82",NA,"Single run",NA,"79568","79568","3032.704911","1580.393229","2876.5","0","7403","11892","11789","11708","11675","No","PP858768","11595","4B-23-16__run12_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"44","4B-23-17","1","run12_23","1","8/3/23","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAT89919",NA,"Amplicon","barcode83",NA,"Single run",NA,"54399","54399","3176.05171","1174.478951","3170","0","6162","11898","11782","11677","11676","No","PP858774","11593","4B-23-17__run12_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"45","4B-23-19","1","run12_23","1","8/3/23","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAT89919",NA,"Amplicon","barcode84",NA,"Single run",NA,"99762","99762","3882.936557","2003.076178","3842.5","0","9493","11890","11780","11686","11676","No","PP858756","11594","4B-23-19__run12_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"46","4B-2422","1","run5_21","1","1/3/22","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAQ67517",NA,"Amplicon","barcode07",NA,"Single run",NA,"79772","79772","2890.355263","1512.341566","2610","0","7091","11695","11679","11676","11658","No","NA","11595","4B-2422__run5_21__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"47","4B-2922HM","1","run5_21","1","1/3/22","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAQ67517",NA,"Amplicon","barcode08",NA,"Single run",NA,"46432","46432","2460.547938","872.1687536","2397","0","4479","11896","11886","11885","11676","No","NA","11785","4B-2922HM__run5_21__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"48","4B-2922JG","1","run5_21","1","1/3/22","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAQ67517",NA,"Amplicon","barcode09",NA,"Single run",NA,"70209","70209","3349.604593","1238.131459","3151","0","6344","11894","11887","11886","11885","No","NA","11782","4B-2922JG__run5_21__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"49","4B-21622","1","run5_21","1","1/3/22","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAQ67517",NA,"Amplicon","barcode10",NA,"Single run",NA,"55046","55046","2703.92055","988.5056001","2559","0","5161","11903","11888","11886","11885","No","NA","11780","4B-21622__run5_21__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"50","14","1","run2_21","1","29/10/2021","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAQ75669",NA,"Amplicon","barcode03",NA,"Single run",NA,"210965","210965","7361.692508","3747.191029","6960.5","0","17037","11892","11889","11676","11676","No","NA","11588","14__run2_21__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"51","19-30","1","run2_21","1","29/10/2021","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAQ75669",NA,"Amplicon","barcode23",NA,"Single run",NA,"123570","123570","4143.805481","2115.262279","3821","0","9692","11887","11884","11677","11676","No","NA","11590","19-30__run2_21__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"52","19-40","1","run2_21","1","29/10/2021","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAQ75669",NA,"Amplicon","barcode24",NA,"Single run",NA,"125074","125074","4173.567214","2181.03051","3793","0","10132","11903","11886","11885","11730","No","NA","11799","19-40__run2_21__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"53","153","1","run2_21","1","29/10/2021","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAQ75669",NA,"Amplicon","barcode04",NA,"Single run",NA,"339786","339786","11689.50805","5833.876067","10659","0","27363","11900","11894","11677","11676","No","NA","11597","153__run2_21__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"54","CAR-22-018","1","run10_23","1","2/3/23","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU43074",NA,"Amplicon","barcode22",NA,"Single run",NA,"30194","30194","1064.428847","581.1501607","939.5","0","2860","11684","11677","11676","11674","No","NA","11584","CAR-22-018__run10_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"55","CAR-22-020","1","run10_23","1","2/3/23","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU43074",NA,"Amplicon","barcode23",NA,"Single run",NA,"42521","42521","1462.850235","783.975831","1363","0","3806","11906","11885","11881","11676","No","NA","11798","CAR-22-020__run10_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"56","COW","1","run2_21","1","29/10/2021","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAQ75669",NA,"Amplicon","barcode17",NA,"Single run",NA,"173426","173426","5842.35652","3898.785344","5569.5","0","16806","11696","11676","11676","11625","No","NA","11594","COW__run2_21__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"57","GOAT","1","run2_21","1","29/10/2021","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAQ75669",NA,"Amplicon","barcode16",NA,"Single run",NA,"7321","7321","272.8347301","123.4178471","244","0","613","11886","11868","11676","11301","No","NA","11581","GOAT__run2_21__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"58","H-21-002","1","rabv_4b_2025_r10_run4","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28415",NA,"Amplicon","barcode65",NA,"Single run",NA,"1121","992","35.96287295","62.19283251","19","0","390","11513","10012","5758","450","No","NA","4148","H-21-002__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"59","H-21-005","1","rabv_4b_2025_r10_run4","1","24-Mar-2025","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAY28415",NA,"Amplicon","barcode68",NA,"Single run",NA,"2256","2071","72.40160912","136.395229","29","0","824","11501","10420","7563","2265","No","NA","5393","H-21-005__rabv_4b_2025_r10_run4__instance1.fasta",NA,NA,NA,NA,NA,NA,"Other","Unknown","PHL: Philippines","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA
"60","H-23-011-Sk_10","1","run10_23","1","2/3/23","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU43074",NA,"Amplicon","barcode21",NA,"Single run",NA,"9365","9365","287.2930774","262.3817771","221","0","1417","10835","10820","10473","8231","No","NA","10149","H-23-011-Sk_10__run10_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"61","H-23-011Sa_10","1","run10_23","1","2/3/23","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAU43074",NA,"Amplicon","barcode20",NA,"Single run",NA,"824","824","25.46672813","91.57652708","0","0","512","988","984","979","920","No","NA","922","H-23-011Sa_10__run10_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"62","H-23-011Sa_11","1","run11_23","1","6/3/23","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAT96586",NA,"Amplicon","barcode52",NA,"Single run",NA,"1246","1246","39.10777741","120.4332724","0","0","764","4791","3948","3363","978","No","NA","3054","H-23-011Sa_11__run11_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"63","H-23-011Sa_12","1","run12_23","1","8/3/23","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAT89919",NA,"Amplicon","barcode93",NA,"Single run",NA,"320","320","9.889456923","42.35118176","0","0","300","1364","1351","669","384","No","NA","612","H-23-011Sa_12__run12_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
"64","H-23-011Sk_12","1","run12_23","1","8/3/23","RITM",NA,NA,"Nanopore","rabvSEasia","Minion","FAT89919",NA,"Amplicon","barcode92",NA,"Single run",NA,"19329","19329","626.5606772","537.1848781","543","0","2432","11206","11174","10734","9251","No","PP858762","10512","H-23-011Sk_12__run12_23__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA
