"psgc_10","barangay_id","barangay_std","municipality_std","province_std"
"1380601241","80601241","barangay 240","Tondo I/II",NA
"1380601242","80601242","barangay 241","Tondo I/II",NA
"1380601243","80601243","barangay 242","Tondo I/II",NA
"1380601244","80601244","barangay 243","Tondo I/II",NA
"1380601245","80601245","barangay 244","Tondo I/II",NA
"1380601246","80601246","barangay 245","Tondo I/II",NA
"1380601247","80601247","barangay 246","Tondo I/II",NA
"1380601248","80601248","barangay 247","Tondo I/II",NA
"1380601249","80601249","barangay 248","Tondo I/II",NA
"1380601250","80601250","barangay 249","Tondo I/II",NA
"1380601251","80601251","barangay 250","Tondo I/II",NA
"1380601252","80601252","barangay 251","Tondo I/II",NA
"1380601253","80601253","barangay 252","Tondo I/II",NA
"1380601254","80601254","barangay 253","Tondo I/II",NA
"1380601255","80601255","barangay 254","Tondo I/II",NA
"1380601256","80601256","barangay 255","Tondo I/II",NA
"1380601257","80601257","barangay 256","Tondo I/II",NA
"1380601258","80601258","barangay 257","Tondo I/II",NA
"1380601259","80601259","barangay 258","Tondo I/II",NA
"1380601260","80601260","barangay 259","Tondo I/II",NA
"1380601261","80601261","barangay 260","Tondo I/II",NA
"1380601262","80601262","barangay 261","Tondo I/II",NA
"1380601263","80601263","barangay 262","Tondo I/II",NA
"1380601264","80601264","barangay 263","Tondo I/II",NA
"1380601265","80601265","barangay 264","Tondo I/II",NA
"1380601266","80601266","barangay 265","Tondo I/II",NA
"1380601267","80601267","barangay 266","Tondo I/II",NA
"1380601268","80601268","barangay 267","Tondo I/II",NA
"1380602001","80602001","barangay 287","Binondo",NA
"1380602002","80602002","barangay 288","Binondo",NA
"1380602003","80602003","barangay 289","Binondo",NA
"1380602004","80602004","barangay 290","Binondo",NA
"1380602005","80602005","barangay 291","Binondo",NA
"1380602006","80602006","barangay 292","Binondo",NA
"1380602007","80602007","barangay 293","Binondo",NA
"1380602008","80602008","barangay 294","Binondo",NA
"1380602009","80602009","barangay 295","Binondo",NA
"1380602010","80602010","barangay 296","Binondo",NA
"1380603003","80603003","barangay 383","Quiapo",NA
"1380603004","80603004","barangay 384","Quiapo",NA
"1380603005","80603005","barangay 385","Quiapo",NA
"1380603006","80603006","barangay 386","Quiapo",NA
"1380603007","80603007","barangay 387","Quiapo",NA
"1380603008","80603008","barangay 388","Quiapo",NA
"1380603009","80603009","barangay 389","Quiapo",NA
"1380603010","80603010","barangay 390","Quiapo",NA
"1380603011","80603011","barangay 391","Quiapo",NA
"1380603012","80603012","barangay 392","Quiapo",NA
"1380603013","80603013","barangay 393","Quiapo",NA
"1380603014","80603014","barangay 394","Quiapo",NA
"1380603015","80603015","barangay 306","Quiapo",NA
"1380603016","80603016","barangay 307","Quiapo",NA
"1380603017","80603017","barangay 308","Quiapo",NA
"1380603018","80603018","barangay 309","Quiapo",NA
"1380604001","80604001","barangay 268","San Nicolas",NA
"1380604002","80604002","barangay 269","San Nicolas",NA
"1380604003","80604003","barangay 270","San Nicolas",NA
"1380604004","80604004","barangay 271","San Nicolas",NA
"1380604005","80604005","barangay 272","San Nicolas",NA
"1380604006","80604006","barangay 273","San Nicolas",NA
"1380604007","80604007","barangay 274","San Nicolas",NA
"1380604008","80604008","barangay 275","San Nicolas",NA
"1380604009","80604009","barangay 276","San Nicolas",NA
"1380604014","80604014","barangay 281","San Nicolas",NA
"1380604015","80604015","barangay 282","San Nicolas",NA
"1380604016","80604016","barangay 283","San Nicolas",NA
"1380604017","80604017","barangay 284","San Nicolas",NA
"1380604018","80604018","barangay 285","San Nicolas",NA
"1380604019","80604019","barangay 286","San Nicolas",NA
"1380605001","80605001","barangay 297","Santa Cruz",NA
"1380605002","80605002","barangay 298","Santa Cruz",NA
"1380605003","80605003","barangay 299","Santa Cruz",NA
"1380605004","80605004","barangay 300","Santa Cruz",NA
"1380605005","80605005","barangay 301","Santa Cruz",NA
"1380605006","80605006","barangay 302","Santa Cruz",NA
"1380605007","80605007","barangay 303","Santa Cruz",NA
"1380605008","80605008","barangay 304","Santa Cruz",NA
"1380605009","80605009","barangay 305","Santa Cruz",NA
"1380605012","80605012","barangay 310","Santa Cruz",NA
"1380605013","80605013","barangay 311","Santa Cruz",NA
"1380605014","80605014","barangay 312","Santa Cruz",NA
"1380605015","80605015","barangay 313","Santa Cruz",NA
"1380605016","80605016","barangay 314","Santa Cruz",NA
"1380605017","80605017","barangay 315","Santa Cruz",NA
"1380605018","80605018","barangay 316","Santa Cruz",NA
"1380605019","80605019","barangay 317","Santa Cruz",NA
"1380605020","80605020","barangay 318","Santa Cruz",NA
"1380605021","80605021","barangay 319","Santa Cruz",NA
"1380605022","80605022","barangay 320","Santa Cruz",NA
"1380605023","80605023","barangay 321","Santa Cruz",NA
"1380605024","80605024","barangay 322","Santa Cruz",NA
"1380605025","80605025","barangay 323","Santa Cruz",NA
"1380605026","80605026","barangay 324","Santa Cruz",NA
"1380605027","80605027","barangay 325","Santa Cruz",NA
"1380605028","80605028","barangay 326","Santa Cruz",NA
"1380605029","80605029","barangay 327","Santa Cruz",NA
"1380605030","80605030","barangay 328","Santa Cruz",NA
"1380605031","80605031","barangay 329","Santa Cruz",NA
"1380605032","80605032","barangay 330","Santa Cruz",NA
"1380605033","80605033","barangay 331","Santa Cruz",NA
"1380605034","80605034","barangay 332","Santa Cruz",NA
"1380605035","80605035","barangay 333","Santa Cruz",NA
"1380605036","80605036","barangay 334","Santa Cruz",NA
"1380605037","80605037","barangay 335","Santa Cruz",NA
"1380605038","80605038","barangay 336","Santa Cruz",NA
"1380605039","80605039","barangay 337","Santa Cruz",NA
"1380605040","80605040","barangay 338","Santa Cruz",NA
"1380605041","80605041","barangay 339","Santa Cruz",NA
"1380605042","80605042","barangay 340","Santa Cruz",NA
"1380605043","80605043","barangay 341","Santa Cruz",NA
"1380605044","80605044","barangay 342","Santa Cruz",NA
"1380605045","80605045","barangay 343","Santa Cruz",NA
"1380605046","80605046","barangay 344","Santa Cruz",NA
"1380605047","80605047","barangay 345","Santa Cruz",NA
"1380605048","80605048","barangay 346","Santa Cruz",NA
"1380605049","80605049","barangay 347","Santa Cruz",NA
"1380605050","80605050","barangay 348","Santa Cruz",NA
"1380605051","80605051","barangay 349","Santa Cruz",NA
"1380605052","80605052","barangay 350","Santa Cruz",NA
"1380605053","80605053","barangay 351","Santa Cruz",NA
"1380605054","80605054","barangay 352","Santa Cruz",NA
"1380605055","80605055","barangay 353","Santa Cruz",NA
"1380605056","80605056","barangay 354","Santa Cruz",NA
"1380605057","80605057","barangay 355","Santa Cruz",NA
"1380605058","80605058","barangay 356","Santa Cruz",NA
"1380605059","80605059","barangay 357","Santa Cruz",NA
"1380605060","80605060","barangay 358","Santa Cruz",NA
"1380605061","80605061","barangay 359","Santa Cruz",NA
"1380605062","80605062","barangay 360","Santa Cruz",NA
"1380605063","80605063","barangay 361","Santa Cruz",NA
"1380605064","80605064","barangay 362","Santa Cruz",NA
"1380605065","80605065","barangay 363","Santa Cruz",NA
"1380605066","80605066","barangay 364","Santa Cruz",NA
"1380605067","80605067","barangay 365","Santa Cruz",NA
"1380605069","80605069","barangay 366","Santa Cruz",NA
"1380605070","80605070","barangay 367","Santa Cruz",NA
"1380605071","80605071","barangay 368","Santa Cruz",NA
"1380605072","80605072","barangay 369","Santa Cruz",NA
"1380605073","80605073","barangay 370","Santa Cruz",NA
"1380605074","80605074","barangay 371","Santa Cruz",NA
"1380605075","80605075","barangay 372","Santa Cruz",NA
"1380605076","80605076","barangay 373","Santa Cruz",NA
"1380605077","80605077","barangay 374","Santa Cruz",NA
"1380605078","80605078","barangay 375","Santa Cruz",NA
"1380605079","80605079","barangay 376","Santa Cruz",NA
"1380605080","80605080","barangay 377","Santa Cruz",NA
"1380605081","80605081","barangay 378","Santa Cruz",NA
"1380605082","80605082","barangay 379","Santa Cruz",NA
"1380605083","80605083","barangay 380","Santa Cruz",NA
"1380605084","80605084","barangay 381","Santa Cruz",NA
"1380605085","80605085","barangay 382","Santa Cruz",NA
"1380606001","80606001","barangay 395","Sampaloc",NA
"1380606002","80606002","barangay 396","Sampaloc",NA
"1380606003","80606003","barangay 397","Sampaloc",NA
"1380606004","80606004","barangay 398","Sampaloc",NA
"1380606005","80606005","barangay 399","Sampaloc",NA
"1380606006","80606006","barangay 400","Sampaloc",NA
"1380606007","80606007","barangay 401","Sampaloc",NA
"1380606008","80606008","barangay 402","Sampaloc",NA
"1380606009","80606009","barangay 403","Sampaloc",NA
"1380606010","80606010","barangay 404","Sampaloc",NA
"1380606011","80606011","barangay 405","Sampaloc",NA
"1380606012","80606012","barangay 406","Sampaloc",NA
"1380606013","80606013","barangay 407","Sampaloc",NA
"1380606014","80606014","barangay 408","Sampaloc",NA
"1380606015","80606015","barangay 409","Sampaloc",NA
"1380606016","80606016","barangay 410","Sampaloc",NA
"1380606017","80606017","barangay 411","Sampaloc",NA
"1380606018","80606018","barangay 412","Sampaloc",NA
"1380606019","80606019","barangay 413","Sampaloc",NA
"1380606020","80606020","barangay 414","Sampaloc",NA
"1380606021","80606021","barangay 415","Sampaloc",NA
"1380606022","80606022","barangay 416","Sampaloc",NA
"1380606023","80606023","barangay 417","Sampaloc",NA
"1380606024","80606024","barangay 418","Sampaloc",NA
"1380606025","80606025","barangay 419","Sampaloc",NA
"1380606026","80606026","barangay 420","Sampaloc",NA
"1380606027","80606027","barangay 421","Sampaloc",NA
"1380606028","80606028","barangay 422","Sampaloc",NA
"1380606029","80606029","barangay 423","Sampaloc",NA
"1380606030","80606030","barangay 424","Sampaloc",NA
"1380606031","80606031","barangay 425","Sampaloc",NA
"1380606032","80606032","barangay 426","Sampaloc",NA
"1380606033","80606033","barangay 427","Sampaloc",NA
"1380606034","80606034","barangay 428","Sampaloc",NA
"1380606035","80606035","barangay 429","Sampaloc",NA
"1380606036","80606036","barangay 430","Sampaloc",NA
"1380606037","80606037","barangay 431","Sampaloc",NA
"1380606038","80606038","barangay 432","Sampaloc",NA
"1380606039","80606039","barangay 433","Sampaloc",NA
"1380606040","80606040","barangay 434","Sampaloc",NA
"1380606041","80606041","barangay 435","Sampaloc",NA
"1380606042","80606042","barangay 436","Sampaloc",NA
"1380606043","80606043","barangay 437","Sampaloc",NA
"1380606044","80606044","barangay 438","Sampaloc",NA
"1380606045","80606045","barangay 439","Sampaloc",NA
"1380606046","80606046","barangay 440","Sampaloc",NA
"1380606047","80606047","barangay 441","Sampaloc",NA
"1380606048","80606048","barangay 442","Sampaloc",NA
"1380606049","80606049","barangay 443","Sampaloc",NA
"1380606050","80606050","barangay 444","Sampaloc",NA
"1380606051","80606051","barangay 445","Sampaloc",NA
"1380606052","80606052","barangay 446","Sampaloc",NA
"1380606053","80606053","barangay 447","Sampaloc",NA
"1380606054","80606054","barangay 448","Sampaloc",NA
"1380606055","80606055","barangay 449","Sampaloc",NA
"1380606056","80606056","barangay 450","Sampaloc",NA
"1380606057","80606057","barangay 451","Sampaloc",NA
"1380606058","80606058","barangay 452","Sampaloc",NA
"1380606059","80606059","barangay 453","Sampaloc",NA
"1380606060","80606060","barangay 454","Sampaloc",NA
"1380606061","80606061","barangay 455","Sampaloc",NA
"1380606062","80606062","barangay 456","Sampaloc",NA
"1380606063","80606063","barangay 457","Sampaloc",NA
"1380606064","80606064","barangay 458","Sampaloc",NA
"1380606065","80606065","barangay 459","Sampaloc",NA
"1380606066","80606066","barangay 460","Sampaloc",NA
"1380606067","80606067","barangay 461","Sampaloc",NA
"1380606068","80606068","barangay 462","Sampaloc",NA
"1380606069","80606069","barangay 463","Sampaloc",NA
"1380606070","80606070","barangay 464","Sampaloc",NA
"1380606071","80606071","barangay 465","Sampaloc",NA
"1380606072","80606072","barangay 466","Sampaloc",NA
"1380606073","80606073","barangay 467","Sampaloc",NA
"1380606074","80606074","barangay 468","Sampaloc",NA
"1380606075","80606075","barangay 469","Sampaloc",NA
"1380606076","80606076","barangay 470","Sampaloc",NA
"1380606077","80606077","barangay 471","Sampaloc",NA
"1380606078","80606078","barangay 472","Sampaloc",NA
"1380606079","80606079","barangay 473","Sampaloc",NA
"1380606080","80606080","barangay 474","Sampaloc",NA
"1380606081","80606081","barangay 475","Sampaloc",NA
"1380606082","80606082","barangay 476","Sampaloc",NA
"1380606083","80606083","barangay 477","Sampaloc",NA
"1380606084","80606084","barangay 478","Sampaloc",NA
"1380606085","80606085","barangay 479","Sampaloc",NA
"1380606086","80606086","barangay 480","Sampaloc",NA
"1380606087","80606087","barangay 481","Sampaloc",NA
"1380606088","80606088","barangay 482","Sampaloc",NA
"1380606089","80606089","barangay 483","Sampaloc",NA
"1380606090","80606090","barangay 484","Sampaloc",NA
"1380606091","80606091","barangay 485","Sampaloc",NA
"1380606092","80606092","barangay 486","Sampaloc",NA
"1380606093","80606093","barangay 487","Sampaloc",NA
"1380606094","80606094","barangay 488","Sampaloc",NA
"1380606095","80606095","barangay 489","Sampaloc",NA
"1380606096","80606096","barangay 490","Sampaloc",NA
"1380606097","80606097","barangay 491","Sampaloc",NA
"1380606098","80606098","barangay 492","Sampaloc",NA
"1380606099","80606099","barangay 493","Sampaloc",NA
"1380606100","80606100","barangay 494","Sampaloc",NA
"1380606101","80606101","barangay 495","Sampaloc",NA
"1380606102","80606102","barangay 496","Sampaloc",NA
"1380606103","80606103","barangay 497","Sampaloc",NA
"1380606104","80606104","barangay 498","Sampaloc",NA
"1380606105","80606105","barangay 499","Sampaloc",NA
"1380606106","80606106","barangay 500","Sampaloc",NA
"1380606107","80606107","barangay 501","Sampaloc",NA
"1380606108","80606108","barangay 502","Sampaloc",NA
"1380606109","80606109","barangay 503","Sampaloc",NA
"1380606110","80606110","barangay 504","Sampaloc",NA
"1380606111","80606111","barangay 505","Sampaloc",NA
"1380606112","80606112","barangay 506","Sampaloc",NA
"1380606113","80606113","barangay 507","Sampaloc",NA
"1380606114","80606114","barangay 508","Sampaloc",NA
"1380606115","80606115","barangay 509","Sampaloc",NA
"1380606116","80606116","barangay 510","Sampaloc",NA
"1380606117","80606117","barangay 511","Sampaloc",NA
"1380606118","80606118","barangay 512","Sampaloc",NA
"1380606119","80606119","barangay 513","Sampaloc",NA
"1380606120","80606120","barangay 514","Sampaloc",NA
"1380606121","80606121","barangay 515","Sampaloc",NA
"1380606122","80606122","barangay 516","Sampaloc",NA
"1380606123","80606123","barangay 517","Sampaloc",NA
"1380606124","80606124","barangay 518","Sampaloc",NA
"1380606125","80606125","barangay 519","Sampaloc",NA
"1380606126","80606126","barangay 520","Sampaloc",NA
"1380606127","80606127","barangay 521","Sampaloc",NA
"1380606128","80606128","barangay 522","Sampaloc",NA
"1380606129","80606129","barangay 523","Sampaloc",NA
"1380606130","80606130","barangay 524","Sampaloc",NA
"1380606131","80606131","barangay 525","Sampaloc",NA
"1380606132","80606132","barangay 526","Sampaloc",NA
