"psgc_10","barangay_id","barangay_std","municipality_std","province_std"
"0701222030","01222030","victoria","Garcia Hernandez","Bohol"
"0701223001","01223001","basdio","Guindulman","Bohol"
"0701223002","01223002","bato","Guindulman","Bohol"
"0701223003","01223003","bayong","Guindulman","Bohol"
"0701223004","01223004","biabas","Guindulman","Bohol"
"0701223005","01223005","bulawan","Guindulman","Bohol"
"0701223006","01223006","cabantian","Guindulman","Bohol"
"0701223007","01223007","canhaway","Guindulman","Bohol"
"0701223008","01223008","cansiwang","Guindulman","Bohol"
"0701223009","01223009","casbu","Guindulman","Bohol"
"0701223010","01223010","catungawan sur","Guindulman","Bohol"
"0701223011","01223011","catungawan norte","Guindulman","Bohol"
"0701223013","01223013","guinacot","Guindulman","Bohol"
"0701223014","01223014","guio ang","Guindulman","Bohol"
"0701223016","01223016","lombog","Guindulman","Bohol"
"0701223017","01223017","mayuga","Guindulman","Bohol"
"0701223018","01223018","sawang","Guindulman","Bohol"
"0701223019","01223019","tabajan","Guindulman","Bohol"
"0701223021","01223021","tabunok","Guindulman","Bohol"
"0701223022","01223022","trinidad","Guindulman","Bohol"
"0701224001","01224001","anonang","Inabanga","Bohol"
"0701224002","01224002","bahan","Inabanga","Bohol"
"0701224003","01224003","badiang","Inabanga","Bohol"
"0701224005","01224005","baguhan","Inabanga","Bohol"
"0701224007","01224007","banahao","Inabanga","Bohol"
"0701224008","01224008","baogo","Inabanga","Bohol"
"0701224009","01224009","bugang","Inabanga","Bohol"
"0701224010","01224010","cagawasan","Inabanga","Bohol"
"0701224011","01224011","cagayan","Inabanga","Bohol"
"0701224012","01224012","cambitoon","Inabanga","Bohol"
"0701224013","01224013","canlinte","Inabanga","Bohol"
"0701224014","01224014","cawayan","Inabanga","Bohol"
"0701224015","01224015","cogon","Inabanga","Bohol"
"0701224016","01224016","cuaming","Inabanga","Bohol"
"0701224017","01224017","dagnawan","Inabanga","Bohol"
"0701224018","01224018","dagohoy","Inabanga","Bohol"
"0701224019","01224019","dait sur","Inabanga","Bohol"
"0701224020","01224020","datag","Inabanga","Bohol"
"0701224021","01224021","fatima","Inabanga","Bohol"
"0701224022","01224022","hambongan","Inabanga","Bohol"
"0701224023","01224023","ilaud","Inabanga","Bohol"
"0701224024","01224024","ilaya","Inabanga","Bohol"
"0701224025","01224025","ilihan","Inabanga","Bohol"
"0701224027","01224027","lapacan norte","Inabanga","Bohol"
"0701224028","01224028","lapacan sur","Inabanga","Bohol"
"0701224029","01224029","lawis","Inabanga","Bohol"
"0701224030","01224030","liloan norte","Inabanga","Bohol"
"0701224031","01224031","liloan sur","Inabanga","Bohol"
"0701224032","01224032","lomboy","Inabanga","Bohol"
"0701224033","01224033","lonoy cainsican","Inabanga","Bohol"
"0701224034","01224034","lonoy roma","Inabanga","Bohol"
"0701224035","01224035","lutao","Inabanga","Bohol"
"0701224036","01224036","luyo","Inabanga","Bohol"
"0701224037","01224037","mabuhay","Inabanga","Bohol"
"0701224038","01224038","maria rosario","Inabanga","Bohol"
"0701224039","01224039","nabuad","Inabanga","Bohol"
"0701224040","01224040","napo","Inabanga","Bohol"
"0701224041","01224041","ondol","Inabanga","Bohol"
"0701224042","01224042","poblacion","Inabanga","Bohol"
"0701224043","01224043","riverside","Inabanga","Bohol"
"0701224044","01224044","saa","Inabanga","Bohol"
"0701224045","01224045","san isidro","Inabanga","Bohol"
"0701224046","01224046","san jose","Inabanga","Bohol"
"0701224047","01224047","santo niño","Inabanga","Bohol"
"0701224048","01224048","santo rosario","Inabanga","Bohol"
"0701224049","01224049","sua","Inabanga","Bohol"
"0701224050","01224050","tambook","Inabanga","Bohol"
"0701224051","01224051","tungod","Inabanga","Bohol"
"0701224052","01224052","u og","Inabanga","Bohol"
"0701224053","01224053","ubujan","Inabanga","Bohol"
"0701225001","01225001","alejawan","Jagna","Bohol"
"0701225002","01225002","balili","Jagna","Bohol"
"0701225003","01225003","boctol","Jagna","Bohol"
"0701225004","01225004","buyog","Jagna","Bohol"
"0701225005","01225005","bunga ilaya","Jagna","Bohol"
"0701225006","01225006","bunga mar","Jagna","Bohol"
"0701225007","01225007","cabunga an","Jagna","Bohol"
"0701225008","01225008","calabacita","Jagna","Bohol"
"0701225009","01225009","cambugason","Jagna","Bohol"
"0701225010","01225010","can ipol","Jagna","Bohol"
"0701225011","01225011","canjulao","Jagna","Bohol"
"0701225012","01225012","cantagay","Jagna","Bohol"
"0701225013","01225013","cantuyoc","Jagna","Bohol"
"0701225014","01225014","can uba","Jagna","Bohol"
"0701225015","01225015","can upao","Jagna","Bohol"
"0701225016","01225016","faraon","Jagna","Bohol"
"0701225017","01225017","ipil","Jagna","Bohol"
"0701225018","01225018","kinagbaan","Jagna","Bohol"
"0701225019","01225019","laca","Jagna","Bohol"
"0701225020","01225020","larapan","Jagna","Bohol"
"0701225021","01225021","lonoy","Jagna","Bohol"
"0701225022","01225022","looc","Jagna","Bohol"
"0701225023","01225023","malbog","Jagna","Bohol"
"0701225024","01225024","mayana","Jagna","Bohol"
"0701225025","01225025","naatang","Jagna","Bohol"
"0701225026","01225026","nausok","Jagna","Bohol"
"0701225027","01225027","odiong","Jagna","Bohol"
"0701225028","01225028","pagina","Jagna","Bohol"
"0701225029","01225029","pangdan","Jagna","Bohol"
"0701225030","01225030","poblacion","Jagna","Bohol"
"0701225031","01225031","tejero","Jagna","Bohol"
"0701225032","01225032","tubod mar","Jagna","Bohol"
"0701225033","01225033","tubod monte","Jagna","Bohol"
"0701226001","01226001","alumar","Getafe","Bohol"
"0701226002","01226002","banacon","Getafe","Bohol"
"0701226003","01226003","buyog","Getafe","Bohol"
"0701226004","01226004","cabasakan","Getafe","Bohol"
"0701226006","01226006","campao occidental","Getafe","Bohol"
"0701226007","01226007","campao oriental","Getafe","Bohol"
"0701226008","01226008","cangmundo","Getafe","Bohol"
"0701226009","01226009","carlos p. garcia","Getafe","Bohol"
"0701226010","01226010","corte baud","Getafe","Bohol"
"0701226011","01226011","handumon","Getafe","Bohol"
"0701226012","01226012","jagoliao","Getafe","Bohol"
"0701226013","01226013","jandayan norte","Getafe","Bohol"
"0701226014","01226014","jandayan sur","Getafe","Bohol"
"0701226015","01226015","mahanay","Getafe","Bohol"
"0701226016","01226016","nasingin","Getafe","Bohol"
"0701226017","01226017","pandanon","Getafe","Bohol"
"0701226018","01226018","poblacion","Getafe","Bohol"
"0701226019","01226019","saguise","Getafe","Bohol"
"0701226020","01226020","salog","Getafe","Bohol"
"0701226021","01226021","san jose","Getafe","Bohol"
"0701226022","01226022","santo niño","Getafe","Bohol"
"0701226023","01226023","taytay","Getafe","Bohol"
"0701226024","01226024","tugas","Getafe","Bohol"
"0701226025","01226025","tulang","Getafe","Bohol"
"0701227001","01227001","banban","Lila","Bohol"
"0701227002","01227002","bonkokan ilaya","Lila","Bohol"
"0701227003","01227003","bonkokan ubos","Lila","Bohol"
"0701227004","01227004","calvario","Lila","Bohol"
"0701227005","01227005","candulang","Lila","Bohol"
"0701227006","01227006","catugasan","Lila","Bohol"
"0701227007","01227007","cayupo","Lila","Bohol"
"0701227008","01227008","cogon","Lila","Bohol"
"0701227009","01227009","jambawan","Lila","Bohol"
"0701227010","01227010","la fortuna","Lila","Bohol"
"0701227011","01227011","lomanoy","Lila","Bohol"
"0701227012","01227012","macalingan","Lila","Bohol"
"0701227013","01227013","malinao east","Lila","Bohol"
"0701227014","01227014","malinao west","Lila","Bohol"
"0701227015","01227015","nagsulay","Lila","Bohol"
"0701227016","01227016","poblacion","Lila","Bohol"
"0701227017","01227017","taug","Lila","Bohol"
"0701227018","01227018","tiguis","Lila","Bohol"
"0701228001","01228001","agape","Loay","Bohol"
"0701228002","01228002","alegria norte","Loay","Bohol"
"0701228003","01228003","alegria sur","Loay","Bohol"
"0701228004","01228004","bonbon","Loay","Bohol"
"0701228005","01228005","botoc occidental","Loay","Bohol"
"0701228006","01228006","botoc oriental","Loay","Bohol"
"0701228007","01228007","calvario","Loay","Bohol"
"0701228008","01228008","concepcion","Loay","Bohol"
"0701228010","01228010","hinawanan","Loay","Bohol"
"0701228011","01228011","las salinas norte","Loay","Bohol"
"0701228012","01228012","las salinas sur","Loay","Bohol"
"0701228013","01228013","palo","Loay","Bohol"
"0701228014","01228014","poblacion ibabao","Loay","Bohol"
"0701228015","01228015","poblacion ubos","Loay","Bohol"
"0701228016","01228016","sagnap","Loay","Bohol"
"0701228017","01228017","tambangan","Loay","Bohol"
"0701228018","01228018","tangcasan norte","Loay","Bohol"
"0701228019","01228019","tangcasan sur","Loay","Bohol"
"0701228020","01228020","tayong occidental","Loay","Bohol"
"0701228021","01228021","tayong oriental","Loay","Bohol"
"0701228023","01228023","tocdog dacu","Loay","Bohol"
"0701228024","01228024","tocdog ilaya","Loay","Bohol"
"0701228025","01228025","villalimpia","Loay","Bohol"
"0701228026","01228026","yanangan","Loay","Bohol"
"0701229001","01229001","agape","Loboc","Bohol"
"0701229002","01229002","alegria","Loboc","Bohol"
"0701229003","01229003","bagumbayan","Loboc","Bohol"
"0701229004","01229004","bahian","Loboc","Bohol"
"0701229005","01229005","bonbon lower","Loboc","Bohol"
"0701229006","01229006","bonbon upper","Loboc","Bohol"
"0701229007","01229007","buenavista","Loboc","Bohol"
"0701229008","01229008","bugho","Loboc","Bohol"
"0701229009","01229009","cabadiangan","Loboc","Bohol"
"0701229010","01229010","calunasan norte","Loboc","Bohol"
"0701229011","01229011","calunasan sur","Loboc","Bohol"
"0701229012","01229012","camayaan","Loboc","Bohol"
"0701229013","01229013","cambance","Loboc","Bohol"
"0701229014","01229014","candabong","Loboc","Bohol"
"0701229015","01229015","candasag","Loboc","Bohol"
"0701229016","01229016","canlasid","Loboc","Bohol"
"0701229017","01229017","gon ob","Loboc","Bohol"
"0701229018","01229018","gotozon","Loboc","Bohol"
"0701229019","01229019","jimilian","Loboc","Bohol"
"0701229020","01229020","oy","Loboc","Bohol"
"0701229021","01229021","poblacion sawang","Loboc","Bohol"
"0701229022","01229022","poblacion ondol","Loboc","Bohol"
"0701229023","01229023","quinoguitan","Loboc","Bohol"
"0701229024","01229024","taytay","Loboc","Bohol"
"0701229025","01229025","tigbao","Loboc","Bohol"
"0701229026","01229026","ugpong","Loboc","Bohol"
"0701229027","01229027","valladolid","Loboc","Bohol"
"0701229028","01229028","villaflor","Loboc","Bohol"
"0701230001","01230001","agsoso","Loon","Bohol"
"0701230002","01230002","badbad occidental","Loon","Bohol"
"0701230003","01230003","badbad oriental","Loon","Bohol"
"0701230004","01230004","bagacay katipunan","Loon","Bohol"
"0701230005","01230005","bagacay kawayan","Loon","Bohol"
"0701230006","01230006","bagacay saong","Loon","Bohol"
"0701230007","01230007","bahi","Loon","Bohol"
"0701230008","01230008","basac","Loon","Bohol"
"0701230009","01230009","basdacu","Loon","Bohol"
"0701230010","01230010","basdio","Loon","Bohol"
"0701230011","01230011","biasong","Loon","Bohol"
"0701230012","01230012","bongco","Loon","Bohol"
"0701230013","01230013","bugho","Loon","Bohol"
"0701230014","01230014","cabacongan","Loon","Bohol"
"0701230015","01230015","cabadug","Loon","Bohol"
"0701230016","01230016","cabug","Loon","Bohol"
"0701230017","01230017","calayugan norte","Loon","Bohol"
"0701230018","01230018","calayugan sur","Loon","Bohol"
"0701230019","01230019","canmaag","Loon","Bohol"
"0701230020","01230020","cambaquiz","Loon","Bohol"
"0701230021","01230021","campatud","Loon","Bohol"
"0701230022","01230022","candaigan","Loon","Bohol"
"0701230023","01230023","canhangdon occidental","Loon","Bohol"
"0701230024","01230024","canhangdon oriental","Loon","Bohol"
"0701230025","01230025","canigaan","Loon","Bohol"
"0701230026","01230026","canmanoc","Loon","Bohol"
"0701230027","01230027","cansuagwit","Loon","Bohol"
"0701230028","01230028","cansubayon","Loon","Bohol"
"0701230029","01230029","catagbacan handig","Loon","Bohol"
"0701230030","01230030","catagbacan norte","Loon","Bohol"
"0701230031","01230031","catagbacan sur","Loon","Bohol"
"0701230032","01230032","cantam is bago","Loon","Bohol"
"0701230033","01230033","cantaongon","Loon","Bohol"
"0701230034","01230034","cantumocad","Loon","Bohol"
"0701230035","01230035","cantam is baslay","Loon","Bohol"
"0701230036","01230036","cogon norte","Loon","Bohol"
"0701230037","01230037","cogon sur","Loon","Bohol"
"0701230038","01230038","cuasi","Loon","Bohol"
"0701230039","01230039","genomoan","Loon","Bohol"
"0701230040","01230040","lintuan","Loon","Bohol"
"0701230041","01230041","looc","Loon","Bohol"
"0701230042","01230042","mocpoc norte","Loon","Bohol"
"0701230043","01230043","mocpoc sur","Loon","Bohol"
"0701230044","01230044","nagtuang","Loon","Bohol"
"0701230045","01230045","napo","Loon","Bohol"
"0701230046","01230046","nueva vida","Loon","Bohol"
"0701230047","01230047","panangquilon","Loon","Bohol"
"0701230048","01230048","pantudlan","Loon","Bohol"
"0701230049","01230049","pig ot","Loon","Bohol"
"0701230050","01230050","moto norte","Loon","Bohol"
"0701230051","01230051","moto sur","Loon","Bohol"
"0701230052","01230052","pondol","Loon","Bohol"
"0701230053","01230053","quinobcoban","Loon","Bohol"
"0701230054","01230054","sondol","Loon","Bohol"
"0701230055","01230055","song on","Loon","Bohol"
"0701230056","01230056","talisay","Loon","Bohol"
"0701230057","01230057","tan awan","Loon","Bohol"
"0701230058","01230058","tangnan","Loon","Bohol"
"0701230059","01230059","taytay","Loon","Bohol"
"0701230060","01230060","ticugan","Loon","Bohol"
"0701230061","01230061","tiwi","Loon","Bohol"
"0701230062","01230062","tontonan","Loon","Bohol"
"0701230063","01230063","tubodacu","Loon","Bohol"
"0701230064","01230064","tubodio","Loon","Bohol"
"0701230065","01230065","tubuan","Loon","Bohol"
"0701230066","01230066","ubayon","Loon","Bohol"
"0701230067","01230067","ubojan","Loon","Bohol"
"0701231001","01231001","abaca","Mabini","Bohol"
"0701231002","01231002","abad santos","Mabini","Bohol"
"0701231003","01231003","aguipo","Mabini","Bohol"
"0701231004","01231004","concepcion","Mabini","Bohol"
"0701231005","01231005","baybayon","Mabini","Bohol"
"0701231006","01231006","bulawan","Mabini","Bohol"
"0701231007","01231007","cabidian","Mabini","Bohol"
"0701231009","01231009","cawayanan","Mabini","Bohol"
"0701231010","01231010","del mar","Mabini","Bohol"
"0701231011","01231011","lungsoda an","Mabini","Bohol"
"0701231012","01231012","marcelo","Mabini","Bohol"
"0701231013","01231013","minol","Mabini","Bohol"
"0701231014","01231014","paraiso","Mabini","Bohol"
"0701231015","01231015","poblacion i","Mabini","Bohol"
"0701231016","01231016","poblacion ii","Mabini","Bohol"
"0701231017","01231017","san isidro","Mabini","Bohol"
"0701231018","01231018","san jose","Mabini","Bohol"
"0701231019","01231019","san rafael","Mabini","Bohol"
"0701231020","01231020","san roque","Mabini","Bohol"
"0701231021","01231021","tambo","Mabini","Bohol"
"0701231022","01231022","tangkigan","Mabini","Bohol"
"0701231023","01231023","valaga","Mabini","Bohol"
"0701232001","01232001","san roque","Maribojoc","Bohol"
"0701232002","01232002","agahay","Maribojoc","Bohol"
"0701232003","01232003","aliguay","Maribojoc","Bohol"
"0701232004","01232004","anislag","Maribojoc","Bohol"
"0701232005","01232005","bayacabac","Maribojoc","Bohol"
"0701232006","01232006","bood","Maribojoc","Bohol"
"0701232007","01232007","busao","Maribojoc","Bohol"
"0701232008","01232008","cabawan","Maribojoc","Bohol"
"0701232009","01232009","candavid","Maribojoc","Bohol"
"0701232010","01232010","dipatlong","Maribojoc","Bohol"
"0701232011","01232011","guiwanon","Maribojoc","Bohol"
"0701232012","01232012","jandig","Maribojoc","Bohol"
"0701232013","01232013","lagtangon","Maribojoc","Bohol"
"0701232014","01232014","lincod","Maribojoc","Bohol"
"0701232015","01232015","pagnitoan","Maribojoc","Bohol"
"0701232016","01232016","poblacion","Maribojoc","Bohol"
"0701232017","01232017","punsod","Maribojoc","Bohol"
"0701232018","01232018","punta cruz","Maribojoc","Bohol"
"0701232019","01232019","san isidro","Maribojoc","Bohol"
"0701232020","01232020","san vicente","Maribojoc","Bohol"
"0701232021","01232021","tinibgan","Maribojoc","Bohol"
"0701232022","01232022","toril","Maribojoc","Bohol"
"0701233001","01233001","bil isan","Panglao","Bohol"
"0701233002","01233002","bolod","Panglao","Bohol"
"0701233003","01233003","danao","Panglao","Bohol"
"0701233004","01233004","doljo","Panglao","Bohol"
"0701233005","01233005","libaong","Panglao","Bohol"
"0701233006","01233006","looc","Panglao","Bohol"
"0701233007","01233007","lourdes","Panglao","Bohol"
"0701233008","01233008","poblacion","Panglao","Bohol"
"0701233009","01233009","tangnan","Panglao","Bohol"
"0701233010","01233010","tawala","Panglao","Bohol"
"0701234001","01234001","aurora","Pilar","Bohol"
"0701234002","01234002","bagacay","Pilar","Bohol"
"0701234003","01234003","bagumbayan","Pilar","Bohol"
"0701234004","01234004","bayong","Pilar","Bohol"
"0701234005","01234005","buenasuerte","Pilar","Bohol"
"0701234006","01234006","cagawasan","Pilar","Bohol"
"0701234007","01234007","cansungay","Pilar","Bohol"
"0701234008","01234008","catagda an","Pilar","Bohol"
"0701234009","01234009","del pilar","Pilar","Bohol"
"0701234010","01234010","estaca","Pilar","Bohol"
"0701234011","01234011","ilaud","Pilar","Bohol"
"0701234012","01234012","inaghuban","Pilar","Bohol"
"0701234013","01234013","la suerte","Pilar","Bohol"
"0701234014","01234014","lumbay","Pilar","Bohol"
"0701234015","01234015","lundag","Pilar","Bohol"
"0701234016","01234016","pamacsalan","Pilar","Bohol"
"0701234017","01234017","poblacion","Pilar","Bohol"
"0701234018","01234018","rizal","Pilar","Bohol"
"0701234019","01234019","san carlos","Pilar","Bohol"
"0701234020","01234020","san isidro","Pilar","Bohol"
"0701234021","01234021","san vicente","Pilar","Bohol"
"0701235001","01235001","aguining","President Carlos P. Garcia","Bohol"
"0701235003","01235003","basiao","President Carlos P. Garcia","Bohol"
"0701235004","01235004","baud","President Carlos P. Garcia","Bohol"
"0701235005","01235005","bayog","President Carlos P. Garcia","Bohol"
"0701235006","01235006","bogo","President Carlos P. Garcia","Bohol"
"0701235007","01235007","bonbonon","President Carlos P. Garcia","Bohol"
"0701235008","01235008","canmangao","President Carlos P. Garcia","Bohol"
"0701235009","01235009","campamanog","President Carlos P. Garcia","Bohol"
"0701235010","01235010","gaus","President Carlos P. Garcia","Bohol"
"0701235011","01235011","kabangkalan","President Carlos P. Garcia","Bohol"
"0701235012","01235012","lapinig","President Carlos P. Garcia","Bohol"
"0701235013","01235013","lipata","President Carlos P. Garcia","Bohol"
"0701235014","01235014","poblacion","President Carlos P. Garcia","Bohol"
"0701235015","01235015","popoo","President Carlos P. Garcia","Bohol"
"0701235016","01235016","saguise","President Carlos P. Garcia","Bohol"
"0701235017","01235017","san jose","President Carlos P. Garcia","Bohol"
"0701235018","01235018","santo rosario","President Carlos P. Garcia","Bohol"
"0701235019","01235019","tilmobo","President Carlos P. Garcia","Bohol"
"0701235020","01235020","tugas","President Carlos P. Garcia","Bohol"
"0701235021","01235021","tugnao","President Carlos P. Garcia","Bohol"
"0701235022","01235022","villa milagrosa","President Carlos P. Garcia","Bohol"
"0701235023","01235023","butan","President Carlos P. Garcia","Bohol"
"0701235024","01235024","san vicente","President Carlos P. Garcia","Bohol"
"0701236001","01236001","calangahan","Sagbayan","Bohol"
"0701236002","01236002","canmano","Sagbayan","Bohol"
"0701236003","01236003","canmaya centro","Sagbayan","Bohol"
"0701236004","01236004","canmaya diot","Sagbayan","Bohol"
"0701236005","01236005","dagnawan","Sagbayan","Bohol"
"0701236006","01236006","kabasacan","Sagbayan","Bohol"
"0701236007","01236007","kagawasan","Sagbayan","Bohol"
"0701236008","01236008","katipunan","Sagbayan","Bohol"
"0701236009","01236009","langtad","Sagbayan","Bohol"
"0701236010","01236010","libertad norte","Sagbayan","Bohol"
"0701236011","01236011","libertad sur","Sagbayan","Bohol"
"0701236012","01236012","mantalongon","Sagbayan","Bohol"
"0701236013","01236013","poblacion","Sagbayan","Bohol"
"0701236014","01236014","sagbayan sur","Sagbayan","Bohol"
"0701236015","01236015","san agustin","Sagbayan","Bohol"
"0701236016","01236016","san antonio","Sagbayan","Bohol"
"0701236017","01236017","san isidro","Sagbayan","Bohol"
"0701236018","01236018","san ramon","Sagbayan","Bohol"
"0701236019","01236019","san roque","Sagbayan","Bohol"
"0701236020","01236020","san vicente norte","Sagbayan","Bohol"
"0701236021","01236021","san vicente sur","Sagbayan","Bohol"
"0701236022","01236022","santa catalina","Sagbayan","Bohol"
"0701236023","01236023","santa cruz","Sagbayan","Bohol"
"0701236024","01236024","ubojan","Sagbayan","Bohol"
"0701237002","01237002","abehilan","San Isidro","Bohol"
"0701237003","01237003","baunos","San Isidro","Bohol"
"0701237005","01237005","cabanugan","San Isidro","Bohol"
"0701237006","01237006","caimbang","San Isidro","Bohol"
"0701237007","01237007","cambansag","San Isidro","Bohol"
"0701237008","01237008","candungao","San Isidro","Bohol"
"0701237009","01237009","cansague norte","San Isidro","Bohol"
"0701237010","01237010","cansague sur","San Isidro","Bohol"
"0701237011","01237011","causwagan sur","San Isidro","Bohol"
"0701237012","01237012","masonoy","San Isidro","Bohol"
"0701237013","01237013","poblacion","San Isidro","Bohol"
"0701237014","01237014","baryong daan","San Isidro","Bohol"
"0701238001","01238001","bayongan","San Miguel","Bohol"
"0701238003","01238003","bugang","San Miguel","Bohol"
"0701238004","01238004","cabangahan","San Miguel","Bohol"
"0701238005","01238005","kagawasan","San Miguel","Bohol"
"0701238006","01238006","camanaga","San Miguel","Bohol"
"0701238007","01238007","cambangay norte","San Miguel","Bohol"
"0701238008","01238008","capayas","San Miguel","Bohol"
"0701238009","01238009","corazon","San Miguel","Bohol"
"0701238010","01238010","garcia","San Miguel","Bohol"
"0701238011","01238011","hagbuyo","San Miguel","Bohol"
"0701238012","01238012","caluasan","San Miguel","Bohol"
"0701238013","01238013","mahayag","San Miguel","Bohol"
"0701238014","01238014","poblacion","San Miguel","Bohol"
"0701238015","01238015","san isidro","San Miguel","Bohol"
"0701238016","01238016","san jose","San Miguel","Bohol"
"0701238017","01238017","san vicente","San Miguel","Bohol"
"0701238018","01238018","santo niño","San Miguel","Bohol"
"0701238019","01238019","tomoc","San Miguel","Bohol"
"0701239001","01239001","bayawahan","Sevilla","Bohol"
"0701239002","01239002","cabancalan","Sevilla","Bohol"
"0701239003","01239003","calinga an","Sevilla","Bohol"
"0701239004","01239004","calinginan norte","Sevilla","Bohol"
"0701239005","01239005","calinginan sur","Sevilla","Bohol"
"0701239006","01239006","cambagui","Sevilla","Bohol"
"0701239008","01239008","ewon","Sevilla","Bohol"
"0701239009","01239009","guinob an","Sevilla","Bohol"
"0701239010","01239010","lagtangan","Sevilla","Bohol"
"0701239011","01239011","licolico","Sevilla","Bohol"
"0701239012","01239012","lobgob","Sevilla","Bohol"
"0701239013","01239013","magsaysay","Sevilla","Bohol"
"0701239014","01239014","poblacion","Sevilla","Bohol"
"0701240001","01240001","abachanan","Sierra Bullones","Bohol"
"0701240002","01240002","anibongan","Sierra Bullones","Bohol"
"0701240003","01240003","bugsoc","Sierra Bullones","Bohol"
"0701240004","01240004","canlangit","Sierra Bullones","Bohol"
"0701240005","01240005","canta ub","Sierra Bullones","Bohol"
"0701240006","01240006","casilay","Sierra Bullones","Bohol"
"0701240007","01240007","danicop","Sierra Bullones","Bohol"
"0701240008","01240008","dusita","Sierra Bullones","Bohol"
"0701240009","01240009","cahayag","Sierra Bullones","Bohol"
"0701240010","01240010","la union","Sierra Bullones","Bohol"
"0701240011","01240011","lataban","Sierra Bullones","Bohol"
"0701240012","01240012","magsaysay","Sierra Bullones","Bohol"
"0701240013","01240013","matin ao","Sierra Bullones","Bohol"
"0701240014","01240014","man od","Sierra Bullones","Bohol"
"0701240015","01240015","poblacion","Sierra Bullones","Bohol"
"0701240016","01240016","salvador","Sierra Bullones","Bohol"
"0701240017","01240017","san agustin","Sierra Bullones","Bohol"
"0701240018","01240018","san isidro","Sierra Bullones","Bohol"
"0701240019","01240019","san jose","Sierra Bullones","Bohol"
"0701240020","01240020","san juan","Sierra Bullones","Bohol"
"0701240021","01240021","santa cruz","Sierra Bullones","Bohol"
"0701240022","01240022","villa garcia","Sierra Bullones","Bohol"
"0701241001","01241001","abucay norte","Sikatuna","Bohol"
"0701241002","01241002","abucay sur","Sikatuna","Bohol"
"0701241003","01241003","badiang","Sikatuna","Bohol"
"0701241004","01241004","bahaybahay","Sikatuna","Bohol"
"0701241005","01241005","cambuac norte","Sikatuna","Bohol"
"0701241006","01241006","cambuac sur","Sikatuna","Bohol"
"0701241007","01241007","canagong","Sikatuna","Bohol"
"0701241008","01241008","libjo","Sikatuna","Bohol"
"0701241009","01241009","poblacion i","Sikatuna","Bohol"
"0701241010","01241010","poblacion ii","Sikatuna","Bohol"
"0701242001","01242001","bool","City of Tagbilaran","Bohol"
"0701242002","01242002","booy","City of Tagbilaran","Bohol"
"0701242003","01242003","cabawan","City of Tagbilaran","Bohol"
"0701242004","01242004","cogon","City of Tagbilaran","Bohol"
"0701242005","01242005","dao","City of Tagbilaran","Bohol"
"0701242006","01242006","dampas","City of Tagbilaran","Bohol"
"0701242008","01242008","manga","City of Tagbilaran","Bohol"
"0701242009","01242009","mansasa","City of Tagbilaran","Bohol"
"0701242010","01242010","poblacion i","City of Tagbilaran","Bohol"
"0701242011","01242011","poblacion ii","City of Tagbilaran","Bohol"
"0701242012","01242012","poblacion iii","City of Tagbilaran","Bohol"
"0701242013","01242013","san isidro","City of Tagbilaran","Bohol"
"0701242014","01242014","taloto","City of Tagbilaran","Bohol"
"0701242015","01242015","tiptip","City of Tagbilaran","Bohol"
"0701242016","01242016","ubujan","City of Tagbilaran","Bohol"
"0701243001","01243001","bagacay","Talibon","Bohol"
"0701243002","01243002","balintawak","Talibon","Bohol"
"0701243006","01243006","burgos","Talibon","Bohol"
"0701243007","01243007","busalian","Talibon","Bohol"
"0701243008","01243008","calituban","Talibon","Bohol"
"0701243009","01243009","cataban","Talibon","Bohol"
"0701243010","01243010","guindacpan","Talibon","Bohol"
"0701243013","01243013","magsaysay","Talibon","Bohol"
"0701243014","01243014","mahanay","Talibon","Bohol"
"0701243017","01243017","nocnocan","Talibon","Bohol"
"0701243021","01243021","poblacion","Talibon","Bohol"
"0701243023","01243023","rizal","Talibon","Bohol"
"0701243024","01243024","sag","Talibon","Bohol"
"0701243026","01243026","san agustin","Talibon","Bohol"
"0701243027","01243027","san carlos","Talibon","Bohol"
"0701243028","01243028","san francisco","Talibon","Bohol"
"0701243029","01243029","san isidro","Talibon","Bohol"
"0701243030","01243030","san jose","Talibon","Bohol"
"0701243031","01243031","san pedro","Talibon","Bohol"
"0701243032","01243032","san roque","Talibon","Bohol"
"0701243033","01243033","santo niño","Talibon","Bohol"
"0701243034","01243034","sikatuna","Talibon","Bohol"
"0701243035","01243035","suba","Talibon","Bohol"
"0701243036","01243036","tanghaligue","Talibon","Bohol"
"0701243038","01243038","zamora","Talibon","Bohol"
"0701244001","01244001","banlasan","Trinidad","Bohol"
"0701244002","01244002","bongbong","Trinidad","Bohol"
"0701244003","01244003","catoogan","Trinidad","Bohol"
"0701244004","01244004","guinobatan","Trinidad","Bohol"
"0701244005","01244005","hinlayagan ilaud","Trinidad","Bohol"
"0701244006","01244006","hinlayagan ilaya","Trinidad","Bohol"
"0701244007","01244007","kauswagan","Trinidad","Bohol"
"0701244008","01244008","kinan oan","Trinidad","Bohol"
"0701244009","01244009","la union","Trinidad","Bohol"
"0701244010","01244010","la victoria","Trinidad","Bohol"
"0701244012","01244012","mabuhay cabigohan","Trinidad","Bohol"
"0701244013","01244013","mahagbu","Trinidad","Bohol"
"0701244014","01244014","manuel m. roxas","Trinidad","Bohol"
"0701244015","01244015","poblacion","Trinidad","Bohol"
"0701244016","01244016","san isidro","Trinidad","Bohol"
