sample_id,redcap_repeat_instrument,redcap_repeat_instance,sample_labid,sample_sequenceid,sample_batchid,apha_sub,apha_rv,sample_tissuetype,sample_buffer,country,hmpcr_n405,rtassay,rtqpcr,lateral_flow_test,diagnostic_result,test_centre,diag_notes,ngs_runid,duplicate_id,ngs_rundate,ngs_location,ngs_provider,ngs_submission,ngs_platform,nanopore_platform,ngs_flowcell,illumina_platform,ngs_prep,ngs_barcode,ngs_library,total_reads,mapped_reads,mean_depth,stdev_depth,median_depth,minimum_reads,maximum_reads,genomecov_depthx1,genomecov_depthx5,genomecov_depthx20,genomecov_depthx100,genbank_accession,consensus_coverage,ngs_notes
Z-19-136,sequencing,1,,,,,,,,,,,,,,,,run11_23,1,2023-03-06,,,,0,0,FAT96586,,,barcode50,,66098,66098,2137.4507207509,2229.5883522382,1706,0,12205,11192,11188,11182,10806,,11033,
Z-19-88,sequencing,1,,,,,,,,,,,,,,,,run11_23,1,2023-03-06,,,,0,0,FAT96586,,,barcode51,,29322,29322,999.88191418036,839.68658549812,683,0,4023,11686,11677,11676,10994,,11599,
Z-20-01,sequencing,1,,,,,,,,,,,,,,,,run12_23,1,2023-03-08,,,,0,0,FAT89919,,,barcode85,,69886,69886,2632.5402279584,1320.2582448831,2350,0,6231,11893,11886,11885,11855,,11802,
Z-20-110,sequencing,1,,,,,,,,,,,,,,,,run12_23,1,2023-03-08,,,,0,0,FAT89919,,,barcode89,,60653,60653,2412.0719074757,1191.6355884956,2275,0,5182,11698,11679,11677,11676,,11598,
Z-20-24,sequencing,1,,,,,,,,,,,,,,,,run12_23,1,2023-03-08,,,,0,0,FAT89919,,,barcode86,,48359,48359,2120.795172645,898.8766310444,2068,0,4598,11694,11685,11676,11676,,11599,
Z-20-33,sequencing,1,,,,,,,,,,,,,,,,run12_23,1,2023-03-08,,,,0,0,FAT89919,,,barcode87,,41602,41602,1778.9309420047,839.87722256371,1654,0,3996,11893,11678,11677,11676,,11600,
Z-20-51,sequencing,1,,,,,,,,,,,,,,,,run12_23,1,2023-03-08,,,,0,0,FAT89919,,,barcode88,,44895,44895,1981.9461951056,873.31268337964,1998,0,4176,11702,11678,11677,11676,,11597,
Z-22-103,sequencing,1,,,,,,,,,,,,,,,,run5_22,1,2022-12-11,,,,0,0,FAU03787,,,barcode71,,44564,44564,2457.108699296,990.38658561762,2418,0,4950,11699,11678,11676,11676,,11596,
Z-22-119,sequencing,1,,,,,,,,,,,,,,,,run10_23,1,2023-03-02,,,,0,0,FAU43074,,,barcode18,,42662,42662,1432.8343110962,847.1675469005,1333,0,3699,11879,11679,11676,11498,,11582,
Z-22-121,sequencing,1,,,,,,,,,,,,,,,,run10_23,1,2023-03-02,,,,0,0,FAU43074,,,barcode19,,23961,23961,755.34210526316,615.44837108484,683.5,0,2963,11370,10907,10896,9932,,10743,
Z-23-01,sequencing,1,,,,,,,,,,,,,,,,run12_23,1,2023-03-08,,,,0,0,FAT89919,,,barcode90,,45165,45165,2241.596128059,1000.2836325925,2192,0,4899,11888,11886,11677,11676,,11047,
Z-23-01Sa,sequencing,1,,,,,,,,,,,,,,,,run12_23,1,2023-03-08,,,,0,0,FAT89919,,,barcode91,,49553,49553,1633.8518270198,1360.8681033833,1436.5,0,6694,11692,11691,11499,11011,,11371,
Z-98-1061,sequencing,1,,,,,,,,,,,,,,,,run2_22,1,2022-10-26,,,,0,0,FAU03395,,,barcode35,,66383,66383,2307.390295005,1475.284135848,2205,0,6537,11899,11700,11687,11187,,11509,
Z-98-433,sequencing,1,,,,,,,,,,,,,,,,run2_22,1,2022-10-26,,,,0,0,FAU03395,,,barcode32,,71543,71543,2322.9390714046,1323.9528584739,2136,0,5876,11700,11693,11688,11474,,11595,
Z-98-454,sequencing,1,,,,,,,,,,,,,,,,run2_22,1,2022-10-26,,,,0,0,FAU03395,,,barcode31,,27733,27733,1010.5907643312,629.62698563208,1002.5,0,2885,11700,11685,11684,11347,,11531,
Z-98-515,sequencing,1,,,,,,,,,,,,,,,,run2_22,1,2022-10-26,,,,0,0,FAU03395,,,barcode30,,95114,95114,3073.1272209185,1874.3588918504,2872,0,8412,11893,11884,11676,11474,,11588,
Z-98-616,sequencing,1,,,,,,,,,,,,,,,,run2_22,1,2022-10-26,,,,0,0,FAU03395,,,barcode29,,75651,75651,2456.2092691921,1387.1178744762,2276.5,0,6436,11890,11848,11676,11472,,11584,
Z-98-667,sequencing,1,,,,,,,,,,,,,,,,run2_22,1,2022-10-26,,,,0,0,FAU03395,,,barcode28,,59506,59506,1893.3388367415,1973.3624687736,1417,0,7806,11514,10870,10472,9833,,10019,
Z-98-712,sequencing,1,,,,,,,,,,,,,,,,run2_22,1,2022-10-26,,,,0,0,FAU03395,,,barcode27,,84092,84092,2659.5499497151,2890.9040850402,1383,0,11287,11198,10685,10379,9683,,10016,
Z-98-718,sequencing,1,,,,,,,,,,,,,,,,run2_22,1,2022-10-26,,,,0,0,FAU03395,,,barcode26,,73847,73847,2330.7838585317,2347.3629505658,1882,0,9434,11527,11504,11171,9959,,10887,
Z-98-780,sequencing,1,,,,,,,,,,,,,,,,run4_22,1,2022-11-15,,,,0,0,FAU43236,,,barcode80,,79437,79437,2463.8150351995,2539.7902524801,1690,0,10978,11389,11194,11181,10217,,10989,
Z-98-823,sequencing,1,,,,,,,,,,,,,,,,run2_22,1,2022-10-26,,,,0,0,FAU03395,,,barcode25,,95086,95086,3078.1994636272,2162.7240811728,2958,0,9188,11886,11670,11227,10834,,10618,
Z-98-838,sequencing,1,,,,,,,,,,,,,,,,run2_22,1,2022-10-26,,,,0,0,FAU03395,,,barcode33,,77229,77229,2512.7723768019,2151.7982020751,2016,0,8665,11374,11334,11218,10688,,10841,
Z-98-860,sequencing,1,,,,,,,,,,,,,,,,run2_22,1,2022-10-26,,,,0,0,FAU03395,,,barcode34,,60807,60807,1955.7386020784,1618.2727857588,1987,0,6553,11705,11489,11190,10714,,10820,
