sample_id,sample_labid,sample_sequenceid,sample_batchid,apha_sub,apha_rv,sample_tissuetype,sample_buffer,country,hmpcr_n405,rtassay,rtqpcr,lateral_flow_test,fat,drit,diagnostic_result,test_centre,diag_notes,redcap_data_access_group
SD463,RV3196,RV3196,14-Dec,SUB5288,RV3196,4,,Tanzania,Pos1,,pos,,,,Positive,,,east_africa
SD464,RV3197,RV3197,14-Dec,SUB5289,RV3197,4,,Tanzania,,,,,,,,,,east_africa
SD465,RV3198,RV3198,14-Dec,SUB5290,RV3198,4,,Tanzania,,,,,,,,,,east_africa
SD478,RV3199,RV3199,14-Dec,SUB5293,RV3199,4,,Tanzania,,,,,,,,,,east_africa
SD479,RV3200,RV3200,14-Dec,SUB5294,RV3200,4,,Tanzania,,,,,,,,,,east_africa
SD480,RV3201,RV3201,14-Dec,SUB5295,RV3201,4,,Tanzania,,,,,,,,,,east_africa
SD482,RV3202,RV3202,14-Dec,SUB5296,RV3202,4,,Tanzania,,,,,,,,,,east_africa
SD483,RV3203,RV3203,14-Dec,SUB5297,RV3203,4,,Tanzania,,,,,,,,,,east_africa
SD486,RV3204,RV3204,14-Dec,SUB5298,RV3204,4,,Tanzania,,,,,,,,,,east_africa
SD487,RV3205,RV3205,14-Dec,SUB5299,RV3205,4,,Tanzania,,,,,,,,,,east_africa
SD488,RV3206,RV3206,14-Dec,SUB5300,RV3206,4,,Tanzania,,,,,,,,,,east_africa
SD489,RV3207,RV3207,14-Dec,SUB5301,RV3207,4,,Tanzania,,,,,,,,,,east_africa
SD490,RV3209,RV3209,15-Sep,SUB5569,RV3209,Brain,,Tanzania,,,29.37,Positive,,,Positive,APHA,,east_africa
SD491,RV3210,RV3210,15-Sep,SUB5573,RV3210,Brain,,Tanzania,,,22.31,Positive,,,Positive,APHA,,east_africa
SD492,RV3211,RV3211,15-Sep,SUB5576,RV3211,Brain,,Tanzania,,,38.33,Positive,,,Positive,APHA,,east_africa
SD494,RV3212,RV3212,15-Sep,SUB5582,RV3212,Brain,,Tanzania,,,23.94,Positive,,,Positive,APHA,,east_africa
SD495,RV3213,RV3213,15-Sep,SUB5586,RV3213,Brain,,Tanzania,,,21.25,Positive,,,Positive,APHA,,east_africa
SD496,RV3214,RV3214,15-Sep,SUB5588,RV3214,Brain,,Tanzania,,,20.24,Positive,,,Positive,APHA,,east_africa
SD497,RV3215,RV3215,15-Sep,SUB5590,RVRV3215,Brain,,Tanzania,,,20.31,Positive,,,Positive,APHA,,east_africa
SD498,RV3216,RV3216,15-Sep,SUB5594,RV3216,Brain,,Tanzania,,,20.63,Positive,,,Positive,APHA,,east_africa
SD499,RV3217,RV3217,15-Sep,SUB5598,RV3217,Brain,,Tanzania,,,36.8,Positive,,,Positive,APHA,,east_africa
SD500,RV3218,RV3218,15-Sep,SUB5601,RV3218,Brain,,Tanzania,,,18.93,Positive,,,Positive,APHA,,east_africa
SD501,RV3219,RV3219,15-Sep,SUB5603,RV3219,Brain,,Tanzania,,,19.8,Positive,,,Positive,APHA,,east_africa
SD504,RV3220,RV3220,15-Sep,SUB5609,RV3220,Brain,,Tanzania,,,36.19,Negative,,,Inconclusive,APHA,,east_africa
SD505,RV3221,RV3221,15-Sep,SUB5611,RV3221,Brain,,Tanzania,,,17.73,Positive,,,Positive,APHA,,east_africa
SD506,RV3222,RV3222,,SUB5615,RV3222,Brain,,Tanzania,,,17.71,Positive,,,Positive,APHA,,east_africa
SD508,RV3223,RV3223,15-Sep,SUB5621,RV3223,Brain,,Tanzania,,,23.38,Positive,,,Positive,APHA,,east_africa
SD509,RV3224,RV3224,,SUB5623,RV3224,Brain,,Tanzania,,,20.55,Positive,,,Positive,APHA,,east_africa
SD510,RV3225,RV3225,,SUB5625,RV3225,Brain,,Tanzania,,,18.47,Positive,,,Positive,APHA,,east_africa
SD511,RV3226,RV3226,,SUB5627,RV3226,Brain,,Tanzania,,,21.99,Positive,,,Positive,APHA,,east_africa
SD513,RV3228,RV3228,,SUB5635,RV3228,Brain,,Tanzania,,,26.49,Positive,,,Positive,APHA,,east_africa
SD514,RV3229,RV3229,,SUB5639,RV3229,Brain,,Tanzania,,,28.91,Positive,,,Positive,APHA,,east_africa
SD515,RV3230,RV3230,,SUB5642,RV3230,Brain,,Tanzania,,,34.54,Positive,,,Positive,APHA,,east_africa
SD519,RV3232,RV3232,,SUB5655,RV3232,Brain,,Tanzania,,,28.92,Positive,,,Positive,APHA,,east_africa
SD520,RV3233,RV3233,,SUB5659,RV3233,Brain,,Tanzania,,,37.97,Positive,,,Positive,APHA,,east_africa
SD521,RV3234,RV3234,,SUB5661,RV3234,Brain,,Tanzania,,,31.11,Positive,,,Positive,APHA,,east_africa
SD522,RV3235,RV3235,15-Sep,SUB5663,RV3235,Brain,,Tanzania,,,29.02,Positive,,,Positive,APHA,,east_africa
SD523,RV3236,RV3236,,SUB5665,RV3236,Brain,,Tanzania,,,28.11,Positive,,,Positive,APHA,,east_africa
SD524,RV3237,RV3237,,SUB5667,RV3237,Brain,,Tanzania,,,30.92,Positive,,,Positive,APHA,,east_africa
SD526,RV3238,RV3238,,SUB5672,RV3238,Brain,,Tanzania,,,32.4,Positive,,,Positive,APHA,,east_africa
SD529,RV3239,RV3239,,SUB5681,RV3239,Brain,,Tanzania,,,31.92,Positive,,,Positive,APHA,,east_africa
SD530,RV3240,RV3240,,SUB5683,RV3240,Brain,,Tanzania,,,31.62,Positive,,,Positive,APHA,,east_africa
SD531,RV3241,RV3241,,SUB5685,RV3241,Brain,,Tanzania,,,39.92,Negative,,,Inconclusive,APHA,,east_africa
SD532,RV3242,RV3242,15-Sep,SUB5689,RV3242,Brain,,Tanzania,,,37.2,Positive,,,Positive,APHA,,east_africa
SD533,RV3243,RV3243,15-Sep,SUB5691,RV3243,Brain,,Tanzania,,,29.19,Positive,,,Positive,APHA,,east_africa
SD534,RV3244,RV3244,15-Sep,SUB5693,RV3244,Brain,,Tanzania,,,36.86,Positive,,,Positive,APHA,,east_africa
SD536,RV3245,RV3245,,SUB5699,RV3245,Brain,,Tanzania,,,29.24,Positive,,,Positive,APHA,,east_africa
SD537,RV3246,RV3246,,SUB5701,RV3246,Brain,,Tanzania,,,25.78,Positive,,,Positive,APHA,,east_africa
SD538,RV3247,RV3247,15-Sep,SUB5705,RV3231,Brain,,Tanzania,,,38.81,Positive,,,Positive,APHA,,east_africa
SD539,RV3248,RV3248,,SUB5709,RV3248,Brain,,Tanzania,,,17.44,Positive,,,Positive,APHA,,east_africa
SD540,RV3249,RV3249,,SUB5713,RV3249,Brain,,Tanzania,,,25.53,Positive,,,Positive,APHA,,east_africa
SD541,RV3250,RV3250,,SUB5715,RV3250,Brain,,Tanzania,,,17.62,Positive,,,Positive,APHA,,east_africa
SD542,RV3251,RV3251,,SUB5717,RV3251,Brain,,Tanzania,,,31.17,Positive,,,Positive,APHA,,east_africa
SD543,RV3252,RV3252,,SUB5719,RV3252,Brain,,Tanzania,,,23.67,Positive,,,Positive,APHA,,east_africa
SD544,RV3253,RV3253,,SUB5721,RV3253,Brain,,Tanzania,,,18.53,Positive,,,Positive,APHA,,east_africa
SD545,RV3254,RV3254,,SUB5723,RV3254,Brain,,Tanzania,,,28.18,Negative,,,Positive,APHA,,east_africa
SD546,RV3255,RV3255,,SUB5725,RV3255,Brain,,Tanzania,,,30.86,Positive,,,Positive,APHA,,east_africa
SD547,RV3256,RV3256,,SUB5729,RV3256,Brain,,Tanzania,,,22.93,Positive,,,Positive,APHA,,east_africa
SD548,RV3257,RV3257,,SUB5731,RV3257,Brain,,Tanzania,,,36.44,Positive,,,Positive,APHA,,east_africa
SD550,RV3259,RV3259,,SUB5739,RV3259,Brain,,Tanzania,,,29.3,Positive,,,Positive,APHA,,east_africa
SD551,RV3260,RV3260,,SUB5741,RV3260,Brain,,Tanzania,,,24.39,Positive,,,Positive,APHA,,east_africa
SD553,RV3261,RV3261,,SUB5746,RV3261,Brain,,Tanzania,,,21.76,Positive,,,Positive,APHA,,east_africa
SD554,RV3262,RV3262,,SUB5749,RV3262,Brain,,Tanzania,,,30.53,Positive,,,Positive,APHA,,east_africa
SD555,RV3263,RV3263,,SUB5753,RV3263,Brain,,Tanzania,,,37.74,Positive,,,Positive,APHA,,east_africa
SD556,RV3264,RV3264,,SUB5757,RV3264,Brain,,Tanzania,,,37.71,Positive,,,Positive,APHA,,east_africa
ULA/March/2010/001(SR010)1711,SUB1711,SUB1711,11-May,SUB1711,,Brain,,Tanzania,Neg,,32.22,,,,Inconclusive,,,east_africa
Rab12/025,SUB6963,SUB6963,Nov16_tvla,SUB6963,,Brain,None,Tanzania,,,23.15,,Positive,,Positive,,,east_africa
PM015,PM015,PM015,,,,Brain,,Tanzania,,,,Positive,,,Positive,,,east_africa
PM015.FTA,PM015.FTA,PM015.FTA,,,,Brain,,Tanzania,,,,Positive,,,Positive,,,east_africa
PM018,PM018,PM018,,,,Brain,,Tanzania,,,,Positive,,,Positive,,,east_africa
PM019,PM019,PM019,,,,Brain,,Tanzania,,,,Positive,,,Positive,,,east_africa
PM023,PM023,PM023,,,,Brain,,Tanzania,,,,Positive,,,Positive,,,east_africa
PM024,PM024,PM024,,,,Brain,,Tanzania,,,,Positive,,,Positive,,,east_africa
PM025,PM025,PM025,,,,Brain,,Tanzania,,,,Positive,,,Positive,,,east_africa
RAB16/031,RAB16031,RAB16031,,,,Brain,,Tanzania,,,,,,,Positive,,,east_africa
RAB16/033,RAB16033,RAB16033,,,,Brain,,Tanzania,,,,,,,Positive,,,east_africa
2021153276,2021153277,2021153276,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z0083240,Z0083240,Z0083240,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,,,,,,,east_africa
Z0083243,Z0083243,Z0083243,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,,,,,,,east_africa
Z0083249,Z0083249,Z0083249,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z0083252,Z0083252,Z0083252,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,,,,,,,east_africa
Z0083253,Z0083253,Z0083253,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,,,,,,,east_africa
Z0083261,Z0083261,Z0083261,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z0083262,Z0083262,Z0083262,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z0083263,Z0083263,Z0083263,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z0083265,Z0083265,Z0083265,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z00861806,Z00861806,Z00861806,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z00861807,Z00861807,Z00861807,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z00861808,Z00861808,Z00861808,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z00861809,Z00861809,Z00861809,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z00861810,Z00861810,Z00861810,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z00861811,Z00861811,Z00861811,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z00861814,Z00861814,Z00861814,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z00861815,Z00861815,Z00861815,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z00861816,Z00861816,Z00861816,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z00861820,Z00861820,Z00861820,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z00861823,Z00861823,Z00861823,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z00861824,Z00861824,Z00861824,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z00861826,Z00861826,,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z00861827,Z00861827,Z00861827,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z00861829,Z00861829,Z00861829,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z00861831,Z00861831,Z00861831,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z00861832,Z00861832,Z00861832,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z00861834,Z00861834,Z00861834,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z00861835,Z00861835,Z00861835,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z00861836,Z00861836,Z00861836,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z00861837,Z00861837,Z00861837,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,,,,,,,east_africa
Z00861838,Z00861838,Z00861838,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,,,,,,,east_africa
Z00861839,Z00861839,Z00861839,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,,,,,,,east_africa
Z00861840,Z00861840,Z00861840,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,,,,,,,east_africa
Z00861841,Z00861841,Z00861841,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,,,,,,,east_africa
Z00861842,Z00861842,,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,,,,,,,east_africa
Z00861843,Z00861843,Z00861843,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,,,,,,,east_africa
Z00861844,Z00861844,Z00861844,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,,,,,,,east_africa
Z00861845,Z00861845,Z00861845,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,,,,,,,east_africa
Z00861846,Z00861846,Z00861846,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,,,,,,,east_africa
Z00865560,Z00865560,Z00865560,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z00865561,Z00865561,Z00865561,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z00865562,Z00865562,Z00865562,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z00865563,Z00865563,Z00865563,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z00865564,Z00865564,Z00865564,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z00865566,Z00865566,Z00865566,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z00865570,Z00865570,Z00865570,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z00865571,Z00865571,Z00865571,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z00881847,Z00881847,Z00881847,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,,,,,,,east_africa
Z0829313,Z0829313,Z0829313,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z0829323,Z0829323,Z0829323,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z0829325,Z0829325,Z0829325,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z0829333,Z0829333,Z0829333,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z0829334,Z0829334,Z0829334,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z0829335,Z0829335,Z0829335,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z0829337,Z0829337,Z0829337,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z0829340,Z0829340,Z0829340,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z0829341,Z0829341,Z0829341,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z0829343,Z0829343,Z0829343,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
Z0829344,Z0829344,Z0829344,,,,Brain,No_buffer_fresh,Tanzania,,,,Positive,,,Positive,UNITID,,east_africa
20826361,20826361_field,20826361_field,Makeuni_field,,,Brain,,Tanzania,,LN34,17.27,,,Positive,Positive,,,east_africa
2010818843,2010818843_noDnase,2010818843_noDnase,,,,Brain,,Tanzania,,,,,,Positive,Positive,UNITID,,east_africa
2011100179,2011100179,2011100179,,,,Brain,,Tanzania,,,,,,Positive,Positive,UNITID,,east_africa
B397,B397_field,B397_field,Makeuni_field,,,Brain,,Tanzania,,LN34,16.24,,,Positive,Positive,,,east_africa
CR020,CR020_field,CR020_field,Makeuni_field,,,Brain,,Tanzania,,,,,,,Positive,UNITID,,east_africa
M009,M009_field,M009_field,Makeuni_field,,,Brain,,Tanzania,,,,,,,Positive,UNITID,,east_africa
Z08138851,Z08138851_noDnase,Z08138851_noDnase,,,,Brain,,Tanzania,,,,,,Positive,Positive,UNITID,,east_africa
Z0826362,Z0826362,Z0826362,,,,Brain,,Tanzania,,,,,,Positive,Positive,UNITID,,east_africa
Z0826362_NoDnase,Z0826362_NoDnase,Z0826362_NoDnase,,,,Brain,,Tanzania,,,,,,Positive,Positive,UNITID,,east_africa
Z0826752,Z0826752,Z0826752_noDnase,,,,Brain,,Tanzania,,LN34,19.16,,,Positive,Positive,,,east_africa
Z0083192,Z0083192,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z0083195,Z0083195,,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,Positive,,,Positive,UNITID,,east_africa
Z0083197,Z0083197,,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,Positive,,,Positive,UNITID,,east_africa
Z0083198,Z0083198,,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,Positive,,,Positive,UNITID,,east_africa
Z0083200,Z0083200,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z0083201,Z0083201,,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,Positive,,,Positive,UNITID,,east_africa
Z0083202,Z0083202,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z0083203,Z0083203,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z0083204,Z0083204,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z0083205,Z0083205,,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,Positive,,,Positive,UNITID,,east_africa
Z0083214,Z0083214,,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,Positive,,,Positive,UNITID,,east_africa
Z0083215,Z0083215,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z0083216,Z0083216,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z0083218,Z0083218,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z0083219,Z0083219,,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,Positive,,,Positive,UNITID,,east_africa
Z0083220,Z0083220,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z0083221,Z0083221,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z0083223,Z0083223,,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,Positive,,,Positive,UNITID,,east_africa
Z0083224,Z0083224,,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,Positive,,,Positive,UNITID,,east_africa
Z0083225,Z0083225,,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,Positive,,,Positive,UNITID,,east_africa
Z0083226,Z0083226,,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,Positive,,,Positive,UNITID,,east_africa
Z0083227,Z0083227,,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,Positive,,,Positive,UNITID,,east_africa
Z0083228,Z0083228,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z0083229,Z0083229,,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,Positive,,,Positive,UNITID,,east_africa
Z0083231,Z0083231,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z0083233,Z0083233,,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,Positive,,,Positive,UNITID,,east_africa
Z00832334,Z00832334,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z0083235,Z0083235,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z0083236,Z0083236,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z0083237,Z0083237,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z0083239,Z0083239,,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,Positive,,,Positive,UNITID,,east_africa
Z00832442,Z00832442,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z00832443,Z00832443,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z0083245,Z0083245,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z00861850,Z00861850,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z00861851,Z00861851,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z00861852,Z00861852,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z00861853,Z00861853,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z00861855,Z00861855,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z00861857,Z00861857,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z00861858,Z00861858,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z00861859,Z00861859,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z00861860,Z00861860,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z00861862,Z00861862,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z00861863,Z00861863,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z00861864,Z00861864,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z00861865,Z00861865,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z00861867,Z00861867,,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,Positive,,,Positive,UNITID,,east_africa
Z00861869,Z00861869,,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,Positive,,,Positive,UNITID,,east_africa
Z00861870,Z00861870,,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,Positive,,,Positive,UNITID,,east_africa
Z00861871,Z00861871,,,,,4,,Tanzania,,,,,,,,,,east_africa
Z00861872,Z00861872,,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,Positive,,,Positive,UNITID,,east_africa
Z00861875,Z00861875,,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,Positive,,,Positive,UNITID,,east_africa
Z00861877,Z00861877,,,,,4,,Tanzania,,,,,,,,,,east_africa
2,,,,,,4,,Tanzania,,,,,,,,,,east_africa
4,,,,,,4,,Tanzania,,,,,,,,,,east_africa
6,,,,,,4,,Tanzania,,,,,,,,,,east_africa
10,,,,,,4,,Tanzania,,,,,,,,,,east_africa
26,,,,,,4,,Tanzania,,,,,,,,,,east_africa
27,,,,,,4,,Tanzania,,,,,,,,,,east_africa
28,,,,,,4,,Tanzania,,,,,,,,,,east_africa
31,,,,,,4,,Tanzania,,,,,,,,,,east_africa
32,,,,,,4,,Tanzania,,,,,,,,,,east_africa
33,,,,,,4,,Tanzania,,,,,,,,,,east_africa
34,,,,,,4,,Tanzania,,,,,,,,,,east_africa
38,,,,,,4,,Tanzania,,,,,,,,,,east_africa
39,,,,,,4,,Tanzania,,,,,,,,,,east_africa
40,,,,,,4,,Tanzania,,,,,,,,,,east_africa
42,,,,,,4,,Tanzania,,,,,,,,,,east_africa
43,,,,,,4,,Tanzania,,,,,,,,,,east_africa
44,,,,,,4,,Tanzania,,,,,,,,,,east_africa
46,,,,,,4,,Tanzania,,,,,,,,,,east_africa
58,,,,,,4,,Tanzania,,,,,,,,,,east_africa
59,,,,,,4,,Tanzania,,,,,,,,,,east_africa
60,,,,,,4,,Tanzania,,,,,,,,,,east_africa
61,,,,,,4,,Tanzania,,,,,,,,,,east_africa
62,,,,,,4,,Tanzania,,,,,,,,,,east_africa
63,,,,,,4,,Tanzania,,,,,,,,,,east_africa
66,,,,,,4,,Tanzania,,,,,,,,,,east_africa
68,,,,,,4,,Tanzania,,,,,,,,,,east_africa
81,,,,,,4,,Tanzania,,,,,,,,,,east_africa
82,,,,,,4,,Tanzania,,,,,,,,,,east_africa
83,,,,,,4,,Tanzania,,,,,,,,,,east_africa
84,,,,,,4,,Tanzania,,,,,,,,,,east_africa
85,,,,,,4,,Tanzania,,,,,,,,,,east_africa
86,,,,,,4,,Tanzania,,,,,,,,,,east_africa
03-Oct-10,,,,,,4,,Tanzania,,,,,,,,CVL,,east_africa
13/14/xx,,,,,,4,,Tanzania,,,,,,,,,,east_africa
35-37,,,,,,4,,Tanzania,,,,,,,,,,east_africa
7or9or12,,,,,,4,,Tanzania,,,,,,,,,,east_africa
91-92,,,,,,4,,Tanzania,,,,,,,,,,east_africa
9224TAN,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
98-147,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
98-166,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
98-181,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
99-29,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
99-44/Pc1/99,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
99-52,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
A/SD36,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
AAW1,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
B,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
B0103,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
C,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
c/SD39,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
C415,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
C434,,,,,,4,,Tanzania,,,,,,,,,,east_africa
C435,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
cc3/04,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
cc4/04,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
Ccr241,,,,,,4,,Tanzania,,,,,,,,,,east_africa
Ccr638,,,,,,4,,Tanzania,,,,,,,,,,east_africa
Ccr640,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
Cfa251,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
Cfa379,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
Cfa411,,,,,,4,,Tanzania,,,,,,,,,,east_africa
Cme222,,,,,,4,,Tanzania,,,,,,,,,,east_africa
