sample_id,sample_labid,sample_sequenceid,sample_batchid,apha_sub,apha_rv,sample_tissuetype,sample_buffer,country,hmpcr_n405,rtassay,rtqpcr,lateral_flow_test,fat,drit,diagnostic_result,test_centre,diag_notes,redcap_data_access_group
Rab15/126,SUB7079,,Nov16_tvla,SUB7079,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab15/127,SUB7080,,Nov16_tvla,SUB7080,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab15/135,SUB7089,,Nov16_tvla,SUB7089,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab15/147,SUB7081,,Nov16_tvla,SUB7081,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab15/149,SUB7082,,Nov16_tvla,SUB7082,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab15/150,SUB7083,,Nov16_tvla,SUB7083,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab15/152,SUB7084,,Nov16_tvla,SUB7084,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab15/153,SUB7085,,Nov16_tvla,SUB7085,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab15/154,SUB7086,,Nov16_tvla,SUB7086,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab15/159,SUB7088,,Nov16_tvla,SUB7088,,Brain,None,Tanzania,,,na,,Negative,,,,,east_africa
Rab38/11(D11-375(2))1689,SUB1689,,11-May,SUB1689,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
Rab39/11(D11-376)1690,SUB1690,,11-May,SUB1690,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
Rab4/11(D11-178A)1657,RV2781,,11-May,SUB1657,RV2781,Brain,,Tanzania,Pos1,,,,,,Positive,,,east_africa
Rab42/11(D11-555)1693,SUB1693,,11-May,SUB1693,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
Rab43/11(D11-555)1694,SUB1694,,11-May,SUB1694,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
Rab44/11(D11-555)1695,,,11-May,SUB1695,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
Rab45/11(D11-132)1696,SUB1696,,11-May,SUB1696,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
Rab46/11(D10/36)1697,SUB1697,,11-May,SUB1697,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
Rab47/11(M/2010/825)1698,SUB1698,,11-May,SUB1698,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
Rab6/11(D11-199)1659,,,11-May,SUB1659,,Brain,,Tanzania,Neg,,,,,,Negative,,,east_africa
Rab7/11(D11-209)1660,,,11-May,SUB1660,,Brain,,Tanzania,Neg,,,,,,Negative,,,east_africa
Rab8/11(D11-236/M2011/10)1661,,,11-May,SUB1661,,Brain,,Tanzania,Neg,,,,,,Negative,,,east_africa
Rab86(D10-317/PM/155)virology86(1640),RV2769,,11-May,SUB1640,RV2769,Brain,,Tanzania,Pos2,,,,,,Positive,,,east_africa
Rab95(D10-1292)1646,,,11-May,SUB1646,,Brain,,Tanzania,Neg,,,,,,Negative,,,east_africa
Rab98(D10-1430),,,,,,4,,Tanzania,,,,,,,Positive,CVL,,east_africa
RAM0103,,,,,,4,,Tanzania,,,,,,,,,,east_africa
RUNG0103,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
RV1013,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
RV853,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
S,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
S/014-PLL1,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
S/015-PLL5,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SAMPLESD234,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD/06/12/08x3RV315,,,2010,SUB315,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD0103,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD0104,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD0204,,,,,,Salivary_gland,,Tanzania,,,,,,,Negative,,,east_africa
SD04/2009RV316,,,2010,SUB316,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD05/2009(x2)ROBM/05/009RV314,,,2010,SUB314,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD0604,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD0704,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD0804,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD0904,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD1004,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
SD100RV269),,,2010,SUB269,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD101RV287,,,2010,SUB287,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD102/08RV265,,,2010,SUB265,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD103/08,,,2010,SUB258,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD104RV282,,,2010,SUB282,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD105/08RV280,,,2010,SUB280,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD106/08RV266,,,2010,SUB266,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD107/08RV281,,,2010,SUB281,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD1104RV310,,,2010,SUB310,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD112RV261(2484),RV2484,,2009,SUB261,RV2484,Brain,,Tanzania,Pos1,,,,,,Positive,APHA,,east_africa
SD117/08RV271,,,2010,SUB271,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD1204,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD122/09RV279,,,2010,SUB279,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD123/09RV273,,,2010,SUB273,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD124B/08(butthisshouldhavebeen125!)RV272,,,2010,SUB272,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD126RV283,,,2010,SUB283,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD127(previouslylistedasSD126B)-serialno42virology71,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD127(somemistake?),,,,,,4,,Tanzania,,,,,,,,,,east_africa
"SD128serial43,pathology72",,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD129serialno44virology73,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD1304/SD11,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD130serialno45virology74,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD131serialno46virology75,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD132serialno47virology76,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD133_134serialno.4849pathology7778,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD135serialno50virology79,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD136serialno51virology80,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD137serialno52virology81,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
sd138serialno53virology82,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
sd139serialno54virology83,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD1404/SD10,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
sd140serialno55virology84,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD142(Rab12/11)1664,SUB1664,SUB1664,11-May,SUB1664,,Brain,,Tanzania,Neg,,32.23,,,,Negative,,,east_africa
SD143(Rab13/11),,,,,,4,,Tanzania,,,,,,,Positive,CVL,,east_africa
SD145(rab15/11)1666,,,11-May,SUB1666,,Brain,,Tanzania,Neg,,,,,,Negative,,,east_africa
SD148(Rab18/11)1669,RV2787,,11-May,SUB1669,RV2787,Brain,,Tanzania,Pos2,,,,,,Positive,,,east_africa
SD149(Rab19/11)1670,,,11-May,SUB1670,,Brain,,Tanzania,Neg,,,,,,Negative,,,east_africa
SD1504,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD151Rab21/11)1672,SUB1672,,11-May,SUB1672,,Brain,,Tanzania,,,,,,,Negative,,,east_africa
SD1604,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD167/NYBSRTO211,RV2857,,11-Dec,SUB2462,RV2857,Brain,,Tanzania,Pos1,,,,,,Positive,APHA,,east_africa
SD1704,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD171,,,11-Dec,SUB2466,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD172,,,11-Dec,SUB2467,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD175/RNBSDC0411.sg,,,11-Dec,,,Salivary_gland,,Tanzania,,,,,,,,APHA,,east_africa
SD176/NYMSDC0411,RV2864,,11-Dec,SUB2471,RV2864,Brain,,Tanzania,Pos2,,,,,,Positive,APHA,,east_africa
SD176/NYMSDC0411.sg,,,11-Dec,,,Salivary_gland,,Tanzania,,,,,,,,APHA,,east_africa
SD177/KWTSDC0511,RV2865,,11-Dec,SUB2472,RV2865,Brain,,Tanzania,Pos1,,,,,,Positive,APHA,,east_africa
SD178/NYCSDC0411,,,11-Dec,SUB2473,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD1804,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD183/RNBSDC0411,,,11-Dec,SUB2478,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD186/KBCSDC0611,,,11-Dec,SUB2481,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD187/MNASDC0411,RV2872,,11-Dec,SUB2482,RV2872,Brain,,Tanzania,Pos2,,,,,,Positive,APHA,,east_africa
SD188/NYBSDC0611,,,11-Dec,SUB2483,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD1904/SD17,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD197/NKTSDC0711,,,11-Dec,SUB2493,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD198/GESSDC0711,,,11-Dec,,,Brain,,Tanzania,,,,,,,Negative,APHA,,east_africa
SD2004/SD18,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD206/RCGSDC0811,,,11-Dec,SUB2501,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD2104/SD19,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD2204/SD20,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD226/NYMSDC1011,,,11-Dec,SUB2521,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD228/NYBSDC0911,,,11-Dec,SUB2523,,Brain,,Tanzania,Neg,,,,,,Negative,APHA,,east_africa
SD229/MSGSDC1011,NOT RECEIVED,,11-Dec,,,4,,Tanzania,,,,,,,,,,east_africa
SD23/J,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD2304/SD21,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD231/BNGSDC1111,SUB3259,,12-Aug,SUB3259,,Brain,,Tanzania,,,39.48,,,,Negative,APHA,,east_africa
SD237,,,12-Aug,SUB3264,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD24/T,,,,,,Brain,,Tanzania,,,,,,,Positive,,,east_africa
SD24/T.s,,,,,,Saliva,,Tanzania,,,,,,,Positive,,,east_africa
SD241,,,12-Aug,SUB3267,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD242,,,12-Aug,SUB3268,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD243,,,12-Aug,SUB3269,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD244,,,12-Aug,SUB3270,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD246,SUB3272,,12-Aug,SUB3272,,Brain,,Tanzania,,,,,,,,APHA,,east_africa
SD247,,,12-Aug,SUB3273,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD249,,,12-Aug,SUB3275,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD25,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD259,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD26,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD26/A,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
sd262,SUB3286,,12-Aug,SUB3286,,Brain,,Tanzania,,,,,,,,APHA,,east_africa
SD263,SUB3287,,12-Aug,SUB3287,,Brain,,Tanzania,,,,,,,,APHA,,east_africa
SD264,,,12-Aug,SUB3288,,Brain,,Tanzania,,,,,,,,APHA,,east_africa
SD266,,,12-Aug,SUB3290,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD267,,,12-Aug,SUB3291,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD268,,,12-Aug,SUB3292,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD27,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD27/G,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
SD272,,,12-Aug,SUB3296,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD28,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD28/SD29,,,,,,4,,Tanzania,,,20.22,,,,Positive,,,east_africa
SD298,,,12-Aug,SUB3324,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD299,,,12-Aug,SUB3325,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD30,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD306,,,12-Aug,SUB3332,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD309B,,,12-Aug,SUB3421,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD31,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
SD310,,,12-Aug,SUB3336,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD311,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD313,,,12-Aug,SUB3340,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD315,,,12-Aug,SUB3342,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD316,,,12-Aug,SUB3343,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD318,,,12-Aug,SUB3345,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD319,,,12-Aug,SUB3346,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD32,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD321,SUB4609,,14-Oct,SUB4609,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD322,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD324,SUB4611,,14-Oct,SUB4611,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD328,SUB4615,,14-Oct,SUB4615,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD33,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD330,SUB4617,,14-Oct,SUB4617,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD332,,,,,,4,,Tanzania,,,,Negative,,,Negative,,,east_africa
SD333/357-possibleconfusiononwhichsamplesenttoVLA,SUB4619,,14-Oct,SUB4619,,Brain,,Tanzania,,,no ct,Positive,,,Positive,APHA,,east_africa
SD337A,RV3055,SUB4623,14-Oct,SUB4623,RV3055,Brain,,Tanzania,Pos2,,37,,,,Positive,APHA,,east_africa
SD337B,SUB4624,,14-Oct,SUB4624,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD338B,SUB4626,,14-Oct,SUB4626,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD340,SUB4628,,14-Oct,SUB4628,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD344,SUB4632,,14-Oct,SUB4632,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD346,SUB4634,,14-Oct,SUB4634,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD347,RV3062,SUB4635,14-Oct,SUB4635,RV3062,Brain,,Tanzania,Pos1,,24.37,,,,Positive,APHA,,east_africa
SD35,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD354,RV3069,SUB4642,14-Oct,SUB4642,RV3069,Brain,,Tanzania,Pos2,,29.51,,,,Positive,APHA,,east_africa
SD356,SUB4644,,14-Oct,SUB4644,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD36/B,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD363,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD365,RV3077,SUB4652,14-Oct,SUB4652,RV3077,Brain,,Tanzania,Pos2,,32.41,,,,Positive,APHA,,east_africa
SD369,SUB4656,,14-Oct,SUB4656,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD37,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD371,SUB4658,,14-Oct,SUB4658,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD372,NOT RECEIVED,,14-Oct,SUB4659,,4,,Tanzania,,,,,,,,,,east_africa
SD373,SUB4660,,14-Oct,SUB4660,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD375,SUB4662,,14-Oct,SUB4662,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD376,SUB4663,,14-Oct,SUB4663,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD377,SUB4664,,14-Oct,SUB4664,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD38,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD383,SUB4670,,14-Oct,SUB4670,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD384,SUB4671,,14-Oct,SUB4671,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD385,NOT RECEIVED,,14-Oct,SUB4672,,Brain,,Tanzania,,,,,,,,,,east_africa
SD385.s,NOT RECEIVED,,14-Oct,SUB4672,,Saliva,,Tanzania,,,,,,,,,,east_africa
SD386,SUB4673,,14-Oct,SUB4673,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD388,SUB4675,,14-Oct,SUB4675,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD389,SUB4676,,14-Oct,SUB4676,,Brain,,Tanzania,,,no ct,,,,Negative,APHA,,east_africa
SD391,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD392,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD393,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD394,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD395,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD396,SUB5257,,14-Dec,SUB5257,,4,,Tanzania,,,,Negative,,,Negative,,,east_africa
SD397,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD4,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD40,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD4005/DON,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD402a,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD402b,RV3178,RV3178,14-Dec,SUB5261,RV3178,Brain,,Tanzania,,,pos,Positive,,,Positive,APHA,,east_africa
SD403,,,,,,4,,Tanzania,,,,Negative,,,Negative,,,east_africa
SD404,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD405,,,,,,4,,Tanzania,,,,Negative,,,Negative,,,east_africa
SD406,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD407,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD408,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD41,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD410,SUB5262,,14-Dec,SUB5262,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD411,SUB5263,,14-Dec,SUB5263,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD412,SUB5264,,14-Dec,SUB5264,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD413,SUB5265,,14-Dec,SUB5265,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD414,,,,,,4,,Tanzania,,,,Negative,,,Negative,,,east_africa
SD415,,,,,,4,,Tanzania,,,,Negative,,,Negative,,,east_africa
SD416,SUB5266,,14-Dec,SUB5266,,Brain,,Tanzania,,,no ct,Negative,,,Negative,APHA,,east_africa
SD417,,,,,,4,,Tanzania,,,,Negative,,,Negative,,,east_africa
SD419,,,,,,4,,Tanzania,,,,Negative,,,Negative,,,east_africa
SD42,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD420,,,,,,4,,Tanzania,,,,Negative,,,Negative,,,east_africa
SD421,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD422,,,,,,4,,Tanzania,,,,Negative,,,Negative,,,east_africa
SD423,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD424,SUB5269,,14-Dec,SUB5269,,Brain,,Tanzania,,,no ct,Positive,,,Positive,APHA,,east_africa
SD425,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD43,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD430,,,,,,4,,Tanzania,,,,Negative,,,Negative,,,east_africa
SD431,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD432,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD435,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD437,,,,,,4,,Tanzania,,,,Negative,,,Negative,,,east_africa
SD439,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD44,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD440,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD442,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD443,,,,,,4,,Tanzania,,,,Negative,,,Negative,,,east_africa
SD447,,,,,,4,,Tanzania,,,,Negative,,,Negative,,,east_africa
SD448,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD449,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD45,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD451,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD454,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD455,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD456,,,,,,4,,Tanzania,,,,Negative,,,Negative,,,east_africa
SD459,SUB5285,,14-Dec,SUB5285,,Brain,,Tanzania,,,no ct,Negative,,,Negative,APHA,,east_africa
SD46,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD461,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD462,SUB5287,,14-Dec,SUB5287,,Brain,,Tanzania,,,no ct,Negative,,,Negative,APHA,,east_africa
SD466,SUB5291,,14-Dec,SUB5291,,Brain,,Tanzania,,,no ct,Negative,,,Negative,APHA,,east_africa
SD467,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD468,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD469,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD47,,,,,,4,,Tanzania,,,,,,,,,,east_africa
SD470,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD471,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD472,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD473,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD474,SUB5292,,14-Dec,SUB5292,,Brain,,Tanzania,,,no ct,Positive,,,Positive,APHA,,east_africa
SD475,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD476,,,,,,4,,Tanzania,,,,Negative,,,Negative,,,east_africa
SD477,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD48,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD481,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD484,,,,,,4,,Tanzania,,,,Negative,,,Negative,,,east_africa
SD485,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD49,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
SD493,SUB5580,,15-Sep,SUB5580,,Brain,,Tanzania,,,no ct,Positive,,,Positive,APHA,,east_africa
SD50,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
SD502,SUB5605,,15-Sep,SUB5605,,Brain,,Tanzania,,,no ct,Negative,,,Negative,APHA,,east_africa
SD503,SUB5607,,15-Sep,SUB5607,,Brain,,Tanzania,,,no ct,Negative,,,Negative,APHA,,east_africa
SD507,SUB5617,,15-Sep,SUB5617,,Brain,,Tanzania,,,no ct,Negative,,,Negative,APHA,,east_africa
SD51,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
SD516,SUB5645,,15-Sep,SUB5645,,Brain,,Tanzania,,,no ct,Positive,,,Positive,APHA,,east_africa
SD518,SUB5653,,15-Sep,SUB5653,,Brain,,Tanzania,,,no ct,Positive,,,Positive,APHA,,east_africa
SD52,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
SD525,SUB5669,,15-Sep,SUB5669,,Brain,,Tanzania,,,no ct,Negative,,,Negative,APHA,,east_africa
SD527,SUB5674,,15-Sep,SUB5674,,Brain,,Tanzania,,,no ct,Positive,,,Positive,APHA,,east_africa
SD528,,,,,,4,,Tanzania,,,,Positive,,,Positive,,,east_africa
SD535,SUB5695,,15-Sep,SUB5695,,Brain,,Tanzania,,,no ct,Negative,,,Negative,,,east_africa
SD53A,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
SD53B,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD54,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD549,RV3258,RV3258,15-Sep,SUB5735,RV3258,Brain,,Tanzania,,,27.56,Positive,,,Positive,APHA,,east_africa
SD55,,,,,,4,,Tanzania,,,,,,,Positive,,,east_africa
SD552,SUB5744,,15-Sep,SUB5744,,Brain,,Tanzania,,,no ct,Positive,,,Positive,APHA,,east_africa
SD557.3,SUB7099,,16-Nov,SUB7099,,Brain,Glycerol-saline,Tanzania,,,,,,,,,,east_africa
SD56,,,,,,4,,Tanzania,,,,,,,Negative,,,east_africa
SD561,SUB7102,,16-Nov,SUB7102,,Brain,,Tanzania,,SYBR,no ct,,,,Negative,,,east_africa
SD566,SUB7107,,16-Nov,SUB7107,,Brain,,Tanzania,,SYBR,31.02,,,,Positive,,,east_africa
