Sample_ID,Case_no,Accession,Host,Sample_type,Preferred_date,Date_source,Barangay,Municipality,Province,Region,Latitude,Longitude,Source,Author,Pubmed,Genome_coverage
RADDL4B-24-014,M-35,NA,Dog,NA,29-Jan-24,NA,Masiga,Gasan,Marinduque,MIMIROPA,13.35871898,121.8255082,speedier,NA,NA,0.9878
RADDL4B-24-100,M-98,NA,Dog,NA,24-Apr-24,NA,Caigangan,Buenavista,Marinduque,MIMIROPA,13.26212226,121.9342731,speedier,NA,NA,0.9708
RADDL4B-24-121,M-107,NA,Dog,NA,20-Sep-24,NA,Barangay II,Buenavista,Marinduque,MIMIROPA,13.25463205,121.9448458,speedier,NA,NA,0.9882
RADDL4B-24-122,M-108,NA,Dog,NA,20-Oct-24,NA,Bangbangalon,Boac,Marinduque,MIMIROPA,13.43848981,121.8276107,speedier,NA,NA,0.988
RADDL4B-24-178,M-132,NA,Dog,NA,15-Jul-24,NA,Barangay I,Buenavista,Marinduque,MIMIROPA,13.255314,121.940796,speedier,NA,NA,0.9875
RADDL4B-24-180,M-131,NA,Dog,NA,22-Aug-24,NA,Sawi,Boac,Marinduque,MIMIROPA,13.440701,121.854599,speedier,NA,NA,0.9884
RADDL4B-24-181,M-134,NA,Dog,NA,9-Sep-24,NA,Yook,Buenavista,Marinduque,MIMIROPA,13.223896,121.981628,speedier,NA,NA,0.9882
RADDL4B-24-183,M-127,NA,Dog,NA,20-Nov-24,NA,Tawiran,Santa Cruz,Marinduque,MIMIROPA,13.462624,122.076691,speedier,NA,NA,0.9325
RADDL4B-25-005,M-137,NA,Dog,NA,17-Dec-24,NA,Bahi,Gasan,Marinduque,MIMIROPA,13.368669,121.834976,speedier,NA,NA,0.9537
RADDL4B-25-006,M-138,NA,Dog,NA,20-Dec-24,NA,Ihatub,Boac,Marinduque,MIMIROPA,13.425975,121.829941,speedier,NA,NA,0.9537
RADDL4B-25-008,M-140,NA,Cow,NA,4-Jan-25,NA,Bocboc,Mogpog,Marinduque,MIMIROPA,13.471229,121.931534,speedier,NA,NA,0.9539
RADDL4B-25-009,M-141,NA,Dog,NA,9-Jan-25,NA,Bunganay,Boac,Marinduque,MIMIROPA,13.397696,121.847771,speedier,NA,NA,0.9313
RADDL4B-24-151,M-124,NA,Dog,NA,8-Jul-24,NA,Angas,Santa Cruz,Marinduque,MIMIROPA,13.440175,122.105919,speedier,NA,NA,0.91443178
RADDL4B-23-089,M-14,NA,Dog,NA,20-Jul-23,NA,Maligaya,Boac,Marinduque,MIMIROPA,13.47444205,121.840682,speedier,NA,NA,0.950972176
RADDL4B-23-092,M-15,NA,Dog,NA,NA,NA,Balimbing,Boac,Marinduque,MIMIROPA,13.43694015,121.8821268,speedier,NA,NA,0.950720751
RADDL4B-23-094,M-21,NA,Dog,NA,28-Nov-23,NA,Maligaya,Boac,Marinduque,MIMIROPA,13.47444205,121.840682,speedier,NA,NA,0.914683205
RADDL4B-24-013,M-34,NA,Dog,NA,16-Jan-24,NA,Buangan,Torrijos,Marinduque,MIMIROPA,13.31305087,122.0537056,speedier,NA,NA,0.950385518
RADDL4B-24-030,M-49,NA,Dog,NA,17-Feb-24,NA,Barangay I,Buenavista,Marinduque,MIMIROPA,13.2559971,121.9418071,speedier,NA,NA,0.987512571
RADDL4B-24-048,M-62,NA,Dog,NA,7-Mar-24,NA,Daykitin,Buenavista,Marinduque,MIMIROPA,13.27382681,121.9228134,speedier,NA,NA,0.94979886
RADDL4B-24-062,M-74,NA,Dog,NA,20-Jan-24,NA,Masiga,Gasan,Marinduque,MIMIROPA,13.35871898,121.8255082,speedier,NA,NA,0.902531009
RADDL4B-24-107,M-105,NA,Dog,NA,20-Mar-24,NA,Daykitin,Buenavista,Marinduque,MIMIROPA,13.27382681,121.9228134,speedier,NA,NA,0.95030171
RADDL4B-24-125,M-111,NA,Dog,NA,13-May-24,NA,Yook,Buenavista,Marinduque,MIMIROPA,13.22428692,121.9851771,speedier,NA,NA,0.987177338
RADDL4B-24-127,M-113,NA,Dog,NA,16-May-24,NA,Caigangan,Buenavista,Marinduque,MIMIROPA,13.26212226,121.9342731,speedier,NA,NA,0.970667114
RADDL4B-23-065,M-4,NA,Dog,NA,23-Oct-23,NA,Laylay,Boac,Marinduque,MIMIROPA,13.43668126,121.8203817,speedier,NA,NA,0.971756621
RADDL4B-24-184,M-135,NA,Dog,NA,19-Nov-24,NA,Bangbang,Gasan,Marinduque,MIMIROPA,13.343593,121.838409,speedier,NA,NA,0.988769695
NCR-2022-3616,NA,OR971380,Canis lupus familiaris,brain,28-Sep-22,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
NCR-2022-3580,NA,OR971379,Canis lupus familiaris,brain,23-Sep-22,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
NCR-2022-3487,NA,OR971378,Canis lupus familiaris,brain,16-Sep-22,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
NCR-2022-3357,NA,OR971377,Canis lupus familiaris,brain,8-Sep-22,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
NCR-2022-3281,NA,OR971376,Canis lupus familiaris,brain,5-Sep-22,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
NCR-2022-3207,NA,OR971375,Canis lupus familiaris,brain,30-Aug-22,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
NCR-2022-3197,NA,OR971374,Canis lupus familiaris,brain,26-Aug-22,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
NCR-2022-3192,NA,OR971373,Canis lupus familiaris,brain,26-Aug-22,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
NCR-2022-3089,NA,OR971372,Canis lupus familiaris,brain,22-Aug-22,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
NCR-2022-3041,NA,OR971371,Felis catus,brain,18-Aug-22,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767
NCR-2022-2995,NA,OR971370,Canis lupus familiaris,brain,15-Aug-22,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
NCR-2022-2994,NA,OR971369,Canis lupus familiaris,brain,15-Aug-22,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
NCR-2022-2923,NA,OR971368,Felis catus,brain,9-Aug-22,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
NCR-2022-2918,NA,OR971367,Canis lupus familiaris,brain,9-Aug-22,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
NCR-2022-2837,NA,OR971366,Canis lupus familiaris,brain,5-Aug-22,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
NCR-2022-2610,NA,OR971365,Canis lupus familiaris,brain,21-Jul-22,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
NCR-2022-2209,NA,OR971364,Canis lupus familiaris,brain,28-Jun-22,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
NCR-2022-2199,NA,OR971363,Canis lupus familiaris,brain,27-Jun-22,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
NCR-2022-1961,NA,OR971362,Canis lupus familiaris,brain,13-Jun-22,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
NCR-2022-1945,NA,OR971361,Canis lupus familiaris,brain,10-Jun-22,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
NCR-2021-4011,NA,OR971360,Canis lupus familiaris,brain,11-May-21,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767
NCR-2021-3901,NA,OR971359,Canis lupus familiaris,brain,11-Feb-21,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
NCR-2021-3654,NA,OR971358,Canis lupus familiaris,brain,13-Oct-21,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
NCR-2021-3600,NA,OR971357,Canis lupus familiaris,brain,10-Jul-21,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
NCR-2020-3323,NA,OR971356,Canis lupus familiaris,brain,10-Jan-20,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
NCR-2020-3257,NA,OR971355,Canis lupus familiaris,brain,21-Sep-20,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
NCR-2020-3068,NA,OR971354,Canis lupus familiaris,brain,24-Aug-20,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
NCR-2020-2865,NA,OR971353,Canis lupus familiaris,brain,23-Jul-20,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
NCR-2020-2625,NA,OR971352,Canis lupus familiaris,brain,15-Jun-20,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
NCR-2020-2509,NA,OR971351,Canis lupus familiaris,brain,31-Mar-20,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
NCR-2020-1676,NA,OR971350,Canis lupus familiaris,brain,5-Feb-20,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
NCR-2019-6661,NA,OR971349,Canis lupus familiaris,brain,30-Sep-19,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918
NCR-2019-6544,NA,OR971348,Canis lupus familiaris,brain,24-Sep-19,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918
NCR-2019-6154,NA,OR971347,Canis lupus familiaris,brain,5-Sep-19,NA,NA,NA,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
Z-12-088,NA,NA,Dog,NA,29-Mar-12,NA,TS Cruz Subd.,Las Pinas City,Metropolitan Manila,National Capital Region,NA,NA,2018_workshop,NA,NA,NA
Z-13-002,NA,NA,Dog,NA,20-Feb-13,NA,BF International,Las Pinas City,Metropolitan Manila,National Capital Region,NA,NA,2018_workshop,NA,NA,NA
Z-14-138,NA,NA,Dog,NA,16-Jun-14,NA,"Seacom Compd., Sucat",Paranaque City,Metropolitan Manila,National Capital Region,NA,NA,2018_workshop,NA,NA,NA
Z-14-152,NA,NA,Dog,NA,20-Feb-14,NA,Tipas,Taguig City,Metropolitan Manila,National Capital Region,NA,NA,2018_workshop,NA,NA,NA
Z-15-019,NA,NA,Dog,NA,28-Jan-15,NA,Multinational Vill.,Paranaque City,Metropolitan Manila,National Capital Region,NA,NA,2018_workshop,NA,NA,NA
Z-15-119,NA,NA,Dog,NA,19-Jun-15,NA,Villamor Air Base,Pasay City,Metropolitan Manila,National Capital Region,NA,NA,2018_workshop,NA,NA,NA
Z-15-148,NA,NA,Dog,NA,20-Apr-15,NA,Upper Bicutan,Taguig,Metropolitan Manila,National Capital Region,NA,NA,2018_workshop,NA,NA,NA
Z-15-185,NA,NA,Dog,NA,18-Oct-15,NA,San Dionisio,Paranaque City,Metropolitan Manila,National Capital Region,NA,NA,2018_workshop,NA,NA,NA
Z-13-032,NA,NA,Canis familiaris,NA,14-Feb-13,NA,Lower Bicutan,Taguig,Metropolitan Manila,National Capital Region,14.51469695,121.0660524,phd,NA,NA,NA
Z-04-664,NA,NA,Canis familiaris,NA,15-Dec-04,NA,Lower Bicutan,Taguig,Metropolitan Manila,National Capital Region,14.51469695,121.0660524,phd,NA,NA,NA
Z-05-102,NA,NA,Canis familiaris,NA,21-Feb-05,NA,,Muntinlupa,Metropolitan Manila,National Capital Region,14.40197636,121.0327847,phd,NA,NA,NA
Z-05-191,NA,NA,Canis familiaris,NA,10-Apr-05,NA,Lower Bicutan,Taguig,Metropolitan Manila,National Capital Region,14.51469695,121.0660524,phd,NA,NA,NA
Z-05-557,NA,NA,Canis familiaris,NA,3-Dec-05,NA,Rizal,Makati City,Metropolitan Manila,National Capital Region,14.54943127,121.0335906,phd,NA,NA,NA
Z-05-96,NA,NA,Canis familiaris,NA,17-Feb-05,NA,Maywood Sucat,Parañaque,Metropolitan Manila,National Capital Region,14.48357034,121.0147858,phd,NA,NA,NA
Z-07-351,NA,NA,Canis familiaris,NA,25-Oct-07,NA,-,Taguig,Metropolitan Manila,National Capital Region,14.51469695,121.0660524,phd,NA,NA,NA
Z-07-407,NA,NA,Canis familiaris,NA,26-Dec-07,NA,Southland Talon 1,Las Piñas,Metropolitan Manila,National Capital Region,14.4423825,120.9940879,phd,NA,NA,NA
Z-09-94,NA,NA,Canis familiaris,NA,8-Apr-09,NA,Brgy 191,Pasay  City,Metropolitan Manila,National Capital Region,14.53080944,121.0041508,phd,NA,NA,NA
Z-12-029,NA,NA,Canis familiaris,NA,3-Feb-12,NA,Sss Village,Marikina,Metropolitan Manila,National Capital Region,14.64718362,121.1030131,phd,NA,NA,NA
Z-12-208,NA,NA,Canis familiaris,NA,2-Oct-12,NA,De Paro St.,Kalookan  City,Metropolitan Manila,National Capital Region,14.74647256,121.0486805,phd,NA,NA,NA
Z-13-020,NA,NA,Canis familiaris,NA,2-Feb-13,NA,Sucat,Muntinlupa,Metropolitan Manila,National Capital Region,14.40197636,121.0327847,phd,NA,NA,NA
Z-13-036,NA,NA,Canis familiaris,NA,25-Feb-13,NA,Upper Bicutan,Taguig,Metropolitan Manila,National Capital Region,14.51469695,121.0660524,phd,NA,NA,NA
Z-13-071,NA,NA,Canis familiaris,NA,10-Apr-13,NA,Golden Acres,Las Piñas,Metropolitan Manila,National Capital Region,14.4423825,120.9940879,phd,NA,NA,NA
Z-13-073,NA,NA,Canis familiaris,NA,12-Apr-13,NA,Bf Homes,Parañaque,Metropolitan Manila,National Capital Region,14.48357034,121.0147858,phd,NA,NA,NA
Z-13-096,NA,NA,Felis catus,NA,12-May-13,NA,Bf International,Las Piñas,Metropolitan Manila,National Capital Region,14.4423825,120.9940879,phd,NA,NA,NA
Z-13-098,NA,NA,Canis familiaris,NA,13-May-13,NA,-,San Juan,Metropolitan Manila,National Capital Region,14.60295528,121.0338172,phd,NA,NA,NA
Z-13-134,NA,NA,Canis familiaris,NA,10-Jun-13,NA,"Sto. Nino Vill.,Tunasan",Muntinlupa,Metropolitan Manila,National Capital Region,14.40197636,121.0327847,phd,NA,NA,NA
Z-14-101,NA,NA,Canis familiaris,NA,4-May-14,NA,Upper Bicutan,Taguig,Metropolitan Manila,National Capital Region,14.51469695,121.0660524,phd,NA,NA,NA
Z-14-126,NA,NA,Canis familiaris,NA,31-May-14,NA,Talon 5,Las Piñas,Metropolitan Manila,National Capital Region,14.4423825,120.9940879,phd,NA,NA,NA
Z-15-009,NA,NA,Canis familiaris,NA,16-Jan-15,NA,South Triangle,Quezon City,Metropolitan Manila,National Capital Region,14.67428047,121.0574986,phd,NA,NA,NA
Z-16-150,NA,NA,Canis familiaris,NA,5-Sep-16,NA,Putatan,Muntinlupa,Metropolitan Manila,National Capital Region,14.40197636,121.0327847,phd,NA,NA,NA
Z-16-210,NA,NA,Canis familiaris,NA,16-Dec-16,NA,Almanza 2,Las Piñas,Metropolitan Manila,National Capital Region,14.4423825,120.9940879,phd,NA,NA,NA
Z-17-174,NA,NA,Canis familiaris,NA,23-Sep-17,NA,Poblacion,Muntinlupa,Metropolitan Manila,National Capital Region,14.40197636,121.0327847,phd,NA,NA,NA
Z-18-224,NA,NA,Canis familiaris,NA,28-Oct-18,NA,Camarin Rd.,Kalookan  City,Metropolitan Manila,National Capital Region,14.74647256,121.0486805,phd,NA,NA,NA
Z-20-24,NA,NA,Canis familiaris,NA,14-Feb-20,NA,Bayanan,Muntinlupa,Metropolitan Manila,National Capital Region,14.40197636,121.0327847,phd,NA,NA,NA
Z-20-33,NA,NA,Canis familiaris,NA,18-Feb-20,NA,F.B. Harizon Edsa,Pasay  City,Metropolitan Manila,National Capital Region,14.53080944,121.0041508,phd,NA,NA,NA
Z-98-454,NA,NA,Canis familiaris,NA,4-May-98,NA,Betterliving Subd,Parañaque,Metropolitan Manila,National Capital Region,14.48357034,121.0147858,phd,NA,NA,NA
Z-98-515,NA,NA,Canis familiaris,NA,20-May-98,NA,Cupang,Muntinlupa,Metropolitan Manila,National Capital Region,14.40197636,121.0327847,phd,NA,NA,NA
Z-98-838,NA,NA,Canis familiaris,NA,9-Aug-98,NA,Upper Bicutan,Taguig,Metropolitan Manila,National Capital Region,14.51469695,121.0660524,phd,NA,NA,NA
R10-2021-010,NA,OR971625,Canis lupus familiaris,brain,21-Apr-21,NA,NA,NA,Misamis Oriental,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342
R10-2021-009,NA,OR971624,Canis lupus familiaris,brain,18-May-21,NA,NA,NA,Misamis Oriental,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R10-2021-008,NA,OR971623,Canis lupus familiaris,brain,21-May-21,NA,NA,NA,Misamis Oriental,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R10-2021-007,NA,OR971622,Canis lupus familiaris,brain,7-Jun-21,NA,NA,NA,Misamis Oriental,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
R10-2021-006,NA,OR971621,Canis lupus familiaris,brain,9-Jun-21,NA,NA,NA,Misamis Oriental,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342
R10-2021-005,NA,OR971620,Canis lupus familiaris,brain,2-Jul-21,NA,NA,NA,Misamis Oriental,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R10-2021-002,NA,OR971617,Canis lupus familiaris,brain,2-Sep-21,NA,NA,NA,Misamis Oriental,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342
R10-2021-001,NA,OR971616,Canis lupus familiaris,brain,2-Sep-21,NA,NA,NA,Misamis Oriental,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342
R10-2019-970,NA,OR971615,Canis lupus familiaris,brain,27-Dec-19,NA,NA,NA,Misamis Oriental,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342
R10-2019-951,NA,OR971614,Canis lupus familiaris,brain,16-Dec-19,NA,NA,NA,Misamis Oriental,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342
R10-2019-950,NA,OR971613,Canis lupus familiaris,brain,16-Dec-19,NA,NA,NA,Misamis Oriental,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R10-2019-907,NA,OR971610,Canis lupus familiaris,brain,4-Dec-19,NA,NA,NA,Misamis Oriental,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342
R10-2019-887,NA,OR971608,Canis lupus familiaris,brain,25-Nov-19,NA,NA,NA,Misamis Oriental,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R10-2019-823,NA,OR971607,Canis lupus familiaris,brain,11-Nov-19,NA,NA,NA,Misamis Oriental,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R10-2019-753,NA,OR971602,Canis lupus familiaris,brain,14-Oct-19,NA,NA,NA,Misamis Oriental,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
R10-2019-669,NA,OR971600,Canis lupus familiaris,brain,12-Sep-19,NA,NA,NA,Misamis Oriental,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R10-711,NA,NA,Canis familiaris,NA,12-Jul-21,NA,Balulang,Cagayan de Oro City,Misamis Oriental,Northern Mindanao,8.409218588,124.6235169,phd,NA,NA,NA
R10-714,NA,NA,Canis familiaris,NA,11-Jul-21,NA,Bonbon,Opol,Misamis Oriental,Northern Mindanao,8.42897072,124.502868,phd,NA,NA,NA
R10-824,NA,NA,Canis familiaris,NA,9-Sep-21,NA,Bulua,Cagayan de Oro City,Misamis Oriental,Northern Mindanao,8.409218588,124.6235169,phd,NA,NA,NA
R10-856,NA,NA,Canis familiaris,NA,27-Sep-21,NA,-,Manticao,Misamis Oriental,Northern Mindanao,8.374138099,124.3486702,phd,NA,NA,NA
R10-920,NA,NA,Canis familiaris,NA,26-Oct-21,NA,Agusan,Cagayan de Oro City,Misamis Oriental,Northern Mindanao,8.409218588,124.6235169,phd,NA,NA,NA
R10-989,NA,NA,Canis familiaris,NA,25-Nov-21,NA,Barangay 1,Gingoog  City,Misamis Oriental,Northern Mindanao,8.776382452,125.0898786,phd,NA,NA,NA
R10-990,NA,NA,Canis familiaris,NA,25-Nov-21,NA,Agay-Ayan,Gingoog  City,Misamis Oriental,Northern Mindanao,8.776382452,125.0898786,phd,NA,NA,NA
CAR-2022-002,NA,OR971342,Canis lupus familiaris,brain,1-Jun-22,NA,NA,NA,Mountain Province,Cordillera Administrative Region (CAR),NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
CAR-2022-018,NA,OR971345,Canis lupus familiaris,brain,3-Oct-22,NA,NA,NA,Mountain Province,Cordillera Administrative Region (CAR),NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
18-142,NA,OQ326784,Canis lupus familiaris,brain,1-Jan-18,NA,NA,Nabunturan,Davao de Oro (Compostela Valley),Davao Region,NA,NA,vgtk,"Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311
R6-2021-4702,NA,OR971547,Canis lupus familiaris,brain,19-Oct-21,NA,NA,NA,Negros Occidental,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767
R12-2021-905,NA,OR971663,Canis lupus familiaris,brain,24-Jun-21,NA,NA,NA,Cotabato (North Cotabato),Region XII (Soccsksargen),NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
R12-2021-339,NA,OR971661,Canis lupus familiaris,brain,3-Mar-21,NA,NA,NA,Cotabato (North Cotabato),Region XII (Soccsksargen),NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R12-2021-244,NA,OR971659,Canis lupus familiaris,brain,18-Feb-21,NA,NA,NA,Cotabato (North Cotabato),Region XII (Soccsksargen),NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R12-2021-175,NA,OR971655,Canis lupus familiaris,brain,2-Feb-21,NA,NA,NA,Cotabato (North Cotabato),Region XII (Soccsksargen),NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
R3-2022-0006,NA,OR971441,Canis lupus familiaris,brain,18-Jan-22,NA,NA,NA,Nueva Ecija,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R3-2021-0753,NA,OR971437,Canis lupus familiaris,brain,22-Dec-21,NA,NA,NA,Nueva Ecija,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R3-2021-0731,NA,OR971436,Canis lupus familiaris,brain,12-Sep-21,NA,NA,NA,Nueva Ecija,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
