Sample_ID,Case_no,Accession,Host,Sample_type,Preferred_date,Date_source,Barangay,Municipality,Province,Region,Latitude,Longitude,Source,Author,Pubmed,Genome_coverage
CAR-2022-007,NA,OR971344,Canis lupus familiaris,brain,2-Jan-22,NA,NA,NA,Abra,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
CAR-2022-004,NA,OR971343,Canis lupus familiaris,brain,14-Jan-22,NA,NA,NA,Abra,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
CAR-2022-001,NA,OR971341,Canis lupus familiaris,brain,1-Apr-22,NA,NA,NA,Abra,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
CAR-2021-075,NA,OR971340,Canis lupus familiaris,brain,15-Nov-21,NA,NA,NA,Abra,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
CAR-2021-074,NA,OR971339,Canis lupus familiaris,brain,11-Mar-21,NA,NA,NA,Abra,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
CAR-2021-044,NA,OR971337,Canis lupus familiaris,brain,18-Jun-21,NA,NA,NA,Abra,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
CAR-2021-040,NA,OR971336,Canis lupus familiaris,brain,6-Aug-21,NA,NA,NA,Abra,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
CAR-2021-033,NA,OR971334,Canis lupus familiaris,brain,10-May-21,NA,NA,NA,Abra,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
CAR-2021-016,NA,OR971331,Canis lupus familiaris,brain,28-Feb-21,NA,NA,NA,Abra,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
CAR-2021-015,NA,OR971330,Canis lupus familiaris,brain,24-Feb-21,NA,NA,NA,Abra,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
CAR-2019-111,NA,OR971328,Canis lupus familiaris,brain,14-Oct-19,NA,NA,NA,Abra,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
CAR-2022-020,NA,OR971346,Canis lupus familiaris,brain,16-Mar-22,NA,NA,NA,Abra,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
R13-2021-2155,NA,OR971675,Canis lupus familiaris,brain,20-Oct-21,NA,NA,NA,Agusan del Sur,Region XIII (Caraga),NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342
R13-2021-2146,NA,OR971674,Canis lupus familiaris,brain,18-Oct-21,NA,NA,NA,Agusan del Sur,Region XIII (Caraga),NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342
R13-2021-2131,NA,OR971672,Canis lupus familiaris,brain,15-Sep-21,NA,NA,NA,Agusan del Sur,Region XIII (Caraga),NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R6-2019-1399,NA,OR971534,Canis lupus familiaris,brain,15-Apr-19,NA,NA,NA,Aklan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918
R5-2021-0478,NA,OR971532,Canis lupus familiaris,brain,6-May-21,NA,NA,NA,Albay,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-2021-0426,NA,OR971525,Canis lupus familiaris,brain,19-Apr-21,NA,NA,NA,Albay,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-2021-0376,NA,OR971522,Canis lupus familiaris,brain,2-Apr-21,NA,NA,NA,Albay,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-2021-0335,NA,OR971521,Canis lupus familiaris,brain,22-Mar-21,NA,NA,NA,Albay,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-2021-0278,NA,OR971517,Canis lupus familiaris,brain,5-Mar-21,NA,NA,NA,Albay,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-2021-0093,NA,OR971511,Canis lupus familiaris,brain,20-Jan-21,NA,NA,NA,Albay,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-2021-0092,NA,OR971510,Canis lupus familiaris,brain,19-Jan-21,NA,NA,NA,Albay,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-2021-0069,NA,OR971509,Canis lupus familiaris,brain,11-Jan-21,NA,NA,NA,Albay,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-2021-0042,NA,OR971508,Canis lupus familiaris,brain,5-Jan-21,NA,NA,NA,Albay,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-2021-0041,NA,OR971507,Canis lupus familiaris,brain,5-Jan-21,NA,NA,NA,Albay,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
153,NA,NA,Canis familiaris,NA,17-May-18,NA,Paulog,Ligao City,Albay,Bicol Region,13.18230598,123.4944229,phd,NA,NA,NA
R5-22-09,NA,NA,Felis catus,NA,7-Feb-22,NA,Bauud,Malilipot,Albay,Bicol Region,13.30206264,123.724162,phd,NA,NA,NA
R5-21-132,NA,NA,Canis familiaris,NA,15-Nov-21,NA,Labnig,Malinao,Albay,Bicol Region,13.3845747,123.6522757,phd,NA,NA,NA
R5-21-136,NA,NA,Canis familiaris,NA,2-Dec-21,NA,-,Libon,Albay,Bicol Region,13.24707931,123.3705704,phd,NA,NA,NA
R5-22-008,NA,NA,Canis familiaris,NA,2-Feb-22,NA,Sto. Cristo,Tabaco,Albay,Bicol Region,13.32537797,123.668741,phd,NA,NA,NA
REGION_5_2018-50,NA,NA,Dog,NA,20-Dec-18,NA,BASAG,LIGAO,ALBAY,Bicol (V),NA,NA,2018_workshop,NA,NA,NA
REGION_5_2018-100,NA,NA,Dog,NA,27-Mar-18,NA,ZONE 1,LIBON,ALBAY,Bicol (V),NA,NA,2018_workshop,NA,NA,NA
REGION_5_2018-304,NA,NA,Dog,NA,25-Oct-18,NA,SAN ROQUE,DARAGA,ALBAY,Bicol (V),NA,NA,2018_workshop,NA,NA,NA
REGION_5_2018-311,NA,NA,Dog,NA,13-Nov-18,NA,BARIIS,TIWI,ALBAY,Bicol (V),NA,NA,2018_workshop,NA,NA,NA
REGION_5_2019-1,NA,NA,Dog,NA,20-Mar-19,NA,PANAL,TABACO,ALBAY,Bicol (V),NA,NA,2018_workshop,NA,NA,NA
REGION_5_2019-13,NA,NA,Dog,NA,17-Jan-19,NA,BATANG,LIGAO,ALBAY,Bicol (V),NA,NA,2018_workshop,NA,NA,NA
BAI/BAI4A/2019-01/can,NA,MN857170,canine,,27-May-19,NA,NA,Angono,Rizal,Region IV-A (Calabarzon),NA,NA,vgtk,"Ubaldo,F.P.J.R., Cruz,J.L., Gonzales,R.M.C., Legaspi,C.F., Maravilla,J.L.",NA,0.999161918
R6-2021-4511,NA,OR971543,Canis lupus familiaris,brain,7-Oct-21,NA,NA,NA,Antique,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342
R6-2019-3303,NA,OR971538,Canis lupus familiaris,brain,17-Sep-19,NA,NA,NA,Antique,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767
R6-21-4511,NA,NA,Canis familiaris,NA,8-Oct-21,NA,San Isidro,Tibiao,Antique,Western Visayas,11.31177392,122.0839795,phd,NA,NA,NA
CAR-2021-034,NA,OR971335,Canis lupus familiaris,brain,14-May-21,NA,NA,NA,Apayao,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918
CAR-2021-032,NA,OR971333,Canis lupus familiaris,brain,3-May-21,NA,NA,NA,Apayao,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R3-2021-0513,NA,OR971433,Canis lupus familiaris,brain,13-Oct-21,NA,NA,NA,Bataan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R3-2021-0501,NA,OR971430,Canis lupus familiaris,brain,10-May-21,NA,NA,NA,Bataan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R3-2021-0274,NA,OR971412,Canis lupus familiaris,brain,17-Mar-21,NA,NA,NA,Bataan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918
RADDL3-1045,NA,NA,Canis familiaris,NA,23-Oct-15,NA,St. Francis,Limay,Bataan,Central Luzon,14.53878982,120.5544428,phd,NA,NA,NA
R4A-2022-104,NA,OR971474,Canis lupus familiaris,brain,25-Jan-22,NA,NA,NA,Batangas,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R4A-2022-40,NA,OR971470,Canis lupus familiaris,brain,1-Nov-22,NA,NA,NA,Batangas,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R4A-2021-1574,NA,OR971460,Canis lupus familiaris,brain,10-Dec-21,NA,NA,NA,Batangas,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R4A-2019-892,NA,OR971450,Canis lupus familiaris,brain,9-Sep-19,NA,NA,NA,Batangas,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R4A-2019-772,NA,OR971448,Canis lupus familiaris,brain,1-Aug-19,NA,NA,NA,Batangas,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R4A-2019-472,NA,OR971447,Canis lupus familiaris,brain,6-May-19,NA,NA,NA,Batangas,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
4A-22-104,NA,NA,Canis familiaris,NA,25-Jan-22,NA,Sabang,Lipa City,Batangas,Calabarzon,13.94086577,121.1746864,phd,NA,NA,NA
4A-22-40,NA,NA,Canis familiaris,NA,10-Jan-22,NA,-,Batangas  City,Batangas,Calabarzon,13.7207195,121.103796,phd,NA,NA,NA
Z-06-150,NA,NA,Canis familiaris,NA,24-Apr-06,NA,Balete,Batangas  City,Batangas,Calabarzon,13.7207195,121.103796,phd,NA,NA,NA
Z-06-295,NA,NA,Canis familiaris,NA,22-Jul-06,NA,Lucsuhin,Calatagan,Batangas,Calabarzon,13.86384068,120.6585868,phd,NA,NA,NA
Z-06-39,NA,NA,Canis familiaris,NA,26-Jan-06,NA,Ambulong,Tanauan,Batangas,Calabarzon,14.09625533,121.0970452,phd,NA,NA,NA
Z-07-366,NA,NA,Canis familiaris,NA,12-Nov-07,NA,Wawa,Lipa City,Batangas,Calabarzon,13.94086577,121.1746864,phd,NA,NA,NA
Z-12-012,NA,NA,Canis familiaris,NA,16-Jan-12,NA,Sulpoc,Tanauan,Batangas,Calabarzon,14.09625533,121.0970452,phd,NA,NA,NA
Z-13-065,NA,NA,Canis familiaris,NA,4-Apr-13,NA,Dumuclay North,Batangas  City,Batangas,Calabarzon,13.7207195,121.103796,phd,NA,NA,NA
Z-13-171,NA,NA,Canis familiaris,NA,5-Aug-13,NA,Pinamocan Silangan,Batangas  City,Batangas,Calabarzon,13.7207195,121.103796,phd,NA,NA,NA
Z-13-184,NA,NA,Canis familiaris,NA,29-Aug-13,NA,Tabangaw,Batangas  City,Batangas,Calabarzon,13.7207195,121.103796,phd,NA,NA,NA
Z-14-098,NA,NA,Canis familiaris,NA,29-Apr-14,NA,Dita,Cuenca,Batangas,Calabarzon,13.90952328,121.0537657,phd,NA,NA,NA
Z-17-046,NA,NA,Canis familiaris,NA,6-Mar-17,NA,Bgy. San Fernando,Santo Tomas,Batangas,Calabarzon,14.07637376,121.1824598,phd,NA,NA,NA
Z-18-114,NA,NA,Canis familiaris,NA,28-May-18,NA,Banay-Banay 1St,San Jose,Batangas,Calabarzon,13.87787315,121.0901132,phd,NA,NA,NA
Z-19-029,NA,NA,Canis familiaris,NA,26-Feb-19,NA,Antipolo Del Sur,Lipa City,Batangas,Calabarzon,13.94086577,121.1746864,phd,NA,NA,NA
Z-98-718,NA,NA,Canis familiaris,NA,13-Jul-98,NA,Maraykid,San Juan,Batangas,Calabarzon,13.75727426,121.3908944,phd,NA,NA,NA
Z-12-212,NA,NA,Dog,NA,20-Apr-12,NA,-,Bauan,Batangas,Calabarzon (IV-A),NA,NA,2018_workshop,NA,NA,NA
Z-14-146,NA,NA,Dog,NA,26-Jun-14,NA,Sampaga Centro,Batangas City,Batangas,Calabarzon (IV-A),NA,NA,2018_workshop,NA,NA,NA
CAR-2021-046,NA,OR971338,Canis lupus familiaris,brain,25-Jun-21,NA,NA,NA,Benguet,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918
CAR-2019-099,NA,OR971326,Canis lupus familiaris,brain,26-Sep-19,NA,NA,NA,Benguet,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
CAR-2019-092,NA,OR971324,Canis lupus familiaris,brain,4-Sep-19,NA,NA,NA,Benguet,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R8-2021-024,NA,OR971590,Canis lupus familiaris,brain,16-Apr-21,NA,NA,NA,Biliran,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767
R8-2021-015,NA,OR971586,Canis lupus familiaris,brain,23-Mar-21,NA,NA,NA,Biliran,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767
R8-2021-011,NA,OR971585,Canis lupus familiaris,brain,26-Feb-21,NA,NA,NA,Biliran,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767
R8-2021-010,NA,OR971584,Canis lupus familiaris,brain,22-Feb-21,NA,NA,NA,Biliran,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767
R10-2021-004,NA,OR971619,Canis lupus familiaris,brain,20-Aug-21,NA,NA,NA,Bukidnon,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
R10-2021-003,NA,OR971618,Canis lupus familiaris,brain,23-Aug-21,NA,NA,NA,Bukidnon,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
R10-2019-892,NA,OR971609,Canis lupus familiaris,brain,28-Nov-19,NA,NA,NA,Bukidnon,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R10-2019-819,NA,OR971606,Canis lupus familiaris,brain,9-Nov-19,NA,NA,NA,Bukidnon,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342
R10-2019-810,NA,OR971604,Canis lupus familiaris,brain,7-Nov-19,NA,NA,NA,Bukidnon,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
R10-2019-752,NA,OR971601,Canis lupus familiaris,brain,11-Oct-19,NA,NA,NA,Bukidnon,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342
R10-688,NA,NA,Canis familiaris,NA,2-Jul-21,NA,,Malaybalay City,Bukidnon,Northern Mindanao,8.160681669,125.1787735,phd,NA,NA,NA
R10-907,NA,NA,Canis familiaris,NA,25-Oct-21,NA,Gango,Libona,Bukidnon,Northern Mindanao,8.327601426,124.7570432,phd,NA,NA,NA
R3-2022-0016,NA,OR971444,Canis lupus familiaris,brain,1-Nov-22,NA,NA,NA,Bulacan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R3-2021-3790,NA,OR971438,Canis lupus familiaris,brain,25-Oct-21,NA,NA,NA,Bulacan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R3-2021-0543,NA,OR971435,Canis lupus familiaris,brain,27-Oct-21,NA,NA,NA,Bulacan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R3-2021-0498,NA,OR971429,Canis lupus familiaris,brain,10-Apr-21,NA,NA,NA,Bulacan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R3-2021-0484,NA,OR971426,Canis lupus familiaris,brain,9-Sep-21,NA,NA,NA,Bulacan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R3-2021-0483,NA,OR971425,Canis lupus familiaris,brain,9-Sep-21,NA,NA,NA,Bulacan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R3-2021-0469,NA,OR971423,Canis lupus familiaris,brain,31-Aug-21,NA,NA,NA,Bulacan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R3-2021-0322,NA,OR971420,Canis lupus familiaris,brain,24-May-21,NA,NA,NA,Bulacan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R3-2019-6317,NA,OR971411,Canis lupus familiaris,brain,13-Sep-19,NA,NA,NA,Bulacan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R3-2019-5868,NA,OR971410,Canis lupus familiaris,brain,20-Aug-19,NA,NA,NA,Bulacan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,1.777824338
R3-2019-5829,NA,OR971409,Canis lupus familiaris,brain,20-Aug-19,NA,NA,NA,Bulacan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R3-2019-5590,NA,OR971408,Canis lupus familiaris,brain,8-Feb-19,NA,NA,NA,Bulacan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
R3-2022-0017,NA,OR971445,Canis lupus familiaris,brain,13-Jan-22,NA,NA,NA,Bulacan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959
RADDL3-16-521,NA,NA,Canis familiaris,NA,15-Jun-16,NA,Bulihan,Malolos City,Bulacan,Central Luzon,14.82958643,120.8367451,phd,NA,NA,NA
RADDL3-16-627,NA,NA,Canis familiaris,NA,27-Jul-16,NA,Ligas,Malolos City,Bulacan,Central Luzon,14.82958643,120.8367451,phd,NA,NA,NA
Z-14-182,NA,NA,Canis familiaris,NA,20-Aug-14,NA,San Francisco,Pulilan,Bulacan,Central Luzon,14.91386664,120.8556301,phd,NA,NA,NA
Z-18-159,NA,NA,Canis familiaris,NA,19-Jul-18,NA,Sta. Cruz,Guiginto,Bulacan,Central Luzon,14.83746463,120.8923363,phd,NA,NA,NA
Z-98-616,NA,NA,Canis familiaris,NA,18-Jun-98,NA,-,San Miguel,Bulacan,Central Luzon,15.17310142,121.0401182,phd,NA,NA,NA
R13-2021-2136,NA,OR971673,Canis lupus familiaris,brain,10-Jun-21,NA,NA,Butuan,Agusan del Norte,Region XIII (Caraga),NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342
R13-2021-2121,NA,OR971671,Canis lupus familiaris,brain,25-Aug-21,NA,NA,Butuan,Agusan del Norte,Region XIII (Caraga),NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342
R13-2021-1748,NA,OR971670,Canis lupus familiaris,brain,7-May-21,NA,NA,Butuan,Agusan del Norte,Region XIII (Caraga),NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
R13-2021-1745,NA,OR971669,Canis lupus familiaris,brain,30-Jun-21,NA,NA,Butuan,Agusan del Norte,Region XIII (Caraga),NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
R13-2021-1498,NA,OR971668,Canis lupus familiaris,brain,30-May-21,NA,NA,Butuan,Agusan del Norte,Region XIII (Caraga),NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151
R13-2021-617,NA,OR971667,Canis lupus familiaris,brain,3-Oct-21,NA,NA,Butuan,Agusan del Norte,Region XIII (Caraga),NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R2-2021-125,NA,OR971407,Canis lupus familiaris,brain,30-Dec-21,NA,NA,NA,Cagayan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R2-2021-124,NA,OR971406,Canis lupus familiaris,brain,27-Dec-21,NA,NA,NA,Cagayan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R2-2021-084,NA,OR971402,Canis lupus familiaris,brain,13-Aug-21,NA,NA,NA,Cagayan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999245726
R2-2019-7027,NA,OR971393,Canis lupus familiaris,brain,20-Aug-19,NA,NA,NA,Cagayan,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R2-081,NA,NA,Canis familiaris,NA,31-Aug-20,NA,Ugac Norte,Tuguegarao  City,Cagayan,Cagayan Valley,17.60612446,121.7593619,phd,NA,NA,NA
BAI/BAINCR/2019-01/can,NA,MN857167,canine,,26-Jun-19,NA,NA,Caloocan City,Metropolitan Manila,National Capital Region,NA,NA,vgtk,"Ubaldo,F.P.J.R., Cruz,J.L., Gonzales,R.M.C., Legaspi,C.F., Maravilla,J.L.",NA,0.999161918
R5-2021-0517,NA,OR971533,Canis lupus familiaris,brain,10-May-21,NA,NA,NA,Camarines Norte,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-2021-0472,NA,OR971530,Canis lupus familiaris,brain,3-May-21,NA,NA,NA,Camarines Norte,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-2021-0470,NA,OR971529,Canis lupus familiaris,brain,3-May-21,NA,NA,NA,Camarines Norte,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-2021-0424,NA,OR971524,Canis lupus familiaris,brain,19-Apr-21,NA,NA,NA,Camarines Norte,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-2021-0140,NA,OR971514,Canis lupus familiaris,brain,1-Feb-21,NA,NA,NA,Camarines Norte,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-2021-0139,NA,OR971513,Canis lupus familiaris,brain,1-Feb-21,NA,NA,NA,Camarines Norte,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-2021-0138,NA,OR971512,Canis lupus familiaris,brain,1-Feb-21,NA,NA,NA,Camarines Norte,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-21-115,NA,NA,Canis familiaris,NA,28-Sep-21,NA,Pob. III,Vinzons,Camarines Norte,Bicol Region,14.19277209,122.8889974,phd,NA,NA,NA
R5-21-140,NA,NA,Canis familiaris,NA,10-Dec-21,NA,Calang Calawan,Vinzons,Camarines Norte,Bicol Region,14.19277209,122.8889974,phd,NA,NA,NA
R5-2021-0475,NA,OR971531,Canis lupus familiaris,brain,5-May-21,NA,NA,NA,Camarines Sur,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-2021-0446,NA,OR971527,Canis lupus familiaris,brain,27-Apr-21,NA,NA,NA,Camarines Sur,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-2021-0404,NA,OR971523,Canis lupus familiaris,brain,12-Apr-21,NA,NA,NA,Camarines Sur,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918
R5-2021-0329,NA,OR971519,Canis lupus familiaris,brain,22-Mar-21,NA,NA,NA,Camarines Sur,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
R5-2021-0328,NA,OR971518,Canis lupus familiaris,brain,22-Mar-21,NA,NA,NA,Camarines Sur,NA,NA,NA,vgtk,"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534
