#node	date	numeric date
RADDL4B-24-084	2024-04-18	2024.297810
NODE_0000039	2023-09-04	2023.676295
RADDL4B-24-073	2024-07-19	2024.549180
RADDL4B-24-088	2024-04-21	2024.306010
NODE_0000042	2023-08-12	2023.612786
RADDL4B-23-097	2023-11-27	2023.904110
NODE_0000043	2023-11-26	2023.901370
RADDL4B-23-093	2023-11-26	2023.901370
RADDL4B-23-100	2023-12-05	2023.926030
RADDL4B-24-071	2024-05-19	2024.382510
NODE_0000000	2022-11-28	2022.907037
NODE_0000002	2023-09-03	2023.672619
RADDL4B-24-070	2024-04-20	2024.300550
RADDL4B-24-085	2024-04-20	2024.300550
NODE_0000817	2023-04-08	2023.267410
NODE_0000006	2023-07-05	2023.506961
RADDL4B-24-183	2024-11-20	2024.885250
RADDL4B-24-076	2024-07-19	2024.549180
NODE_0000819	2023-05-15	2023.367431
NODE_0000001	2023-05-15	2023.367431
RADDL4B-24-034	2024-02-28	2024.161200
RADDL4B-24-019	2024-02-08	2024.103830
NODE_0000821	2023-08-22	2023.639512
RADDL4B-24-067	2024-02-19	2024.136610
RADDL4B-24-106	2024-03-20	2024.215850
NODE_0000008	2022-12-08	2022.936043
RADDL4B-24-074	2024-11-20	2024.885250
NODE_0000010	2024-05-01	2024.332818
RADDL4B-24-078	2024-12-19	2024.967210
RADDL4B-25-008	2025-01-04	2025.008220
NODE_0000012	2023-02-18	2023.133441
RADDL4B-24-038	2024-03-04	2024.174860
RADDL4B-24-048	2024-03-07	2024.180330
NODE_0000014	2023-03-17	2023.208173
RADDL4B-24-002	2024-01-09	2024.021860
NODE_0000016	2023-05-16	2023.371149
RADDL4B-23-094	2023-11-28	2023.906850
RADDL4B-24-121	2024-09-20	2024.718580
NODE_0000017	2023-08-20	2023.635497
RADDL4B-24-028	2024-02-14	2024.120220
NODE_0000018	2023-10-27	2023.821599
RADDL4B-25-006	2024-12-19	2024.967210
NODE_0000019	2024-05-06	2024.346360
RADDL4B-25-005	2024-12-17	2024.959020
RADDL4B-25-009	2025-01-09	2025.021920
NODE_0000020	2023-01-20	2023.052111
RADDL4B-24-012	2024-01-24	2024.065570
NODE_0000021	2023-02-20	2023.139152
RADDL4B-24-178	2024-07-15	2024.535520
RADDL4B-24-026	2024-02-15	2024.125680
NODE_0000832	2024-03-21	2024.218580
RADDL4B-24-077	2024-11-20	2024.885250
RADDL4B-24-055	2024-03-21	2024.218580
NODE_0000025	2023-03-03	2023.168160
RADDL4B-24-013	2024-01-15	2024.040980
RADDL4B-24-001	2024-01-05	2024.010930
NODE_0000027	2023-04-04	2023.255002
RADDL4B-24-180	2024-08-21	2024.639340
RADDL4B-23-060	2023-10-05	2023.761640
NODE_0000028	2023-05-18	2023.377127
RADDL4B-24-151	2024-07-07	2024.516390
NODE_0000029	2023-07-05	2023.508252
RADDL4B-23-092	2023-12-07	2023.931510
NODE_0000030	2023-10-20	2023.800428
RADDL4B-24-087	2024-04-21	2024.303280
RADDL4B-24-124	2024-05-13	2024.363390
NODE_0000033	2023-04-22	2023.304558
RADDL4B-24-027	2024-02-14	2024.120220
NODE_0000034	2023-05-12	2023.361143
RADDL4B-23-057	2023-09-24	2023.728770
RADDL4B-24-056	2024-03-25	2024.232240
RADDL4B-24-082	2024-04-17	2024.295080
